Name,Wikipedia link (en),Redirected,Redirect link
Hemoglobin C disease,https://en.wikipedia.org/wiki/Hemoglobin_C_disease,Yes,https://en.wikipedia.org/wiki/Hemoglobin_C
Hemoglobin E disease,https://en.wikipedia.org/wiki/Hemoglobin_E_disease,Yes,https://en.wikipedia.org/wiki/Hemoglobin_E
Hemoglobin SC disease,https://en.wikipedia.org/wiki/Hemoglobin_SC_disease,Yes,https://en.wikipedia.org/wiki/Hemoglobin_C
Hemoglobinopathy,https://en.wikipedia.org/wiki/Hemoglobinopathy,No,https://en.wikipedia.org/wiki/Hemoglobinopathy
Hemoglobinuria,https://en.wikipedia.org/wiki/Hemoglobinuria,No,https://en.wikipedia.org/wiki/Hemoglobinuria
Hemolytic-uremic syndrome,https://en.wikipedia.org/wiki/Hemolytic-uremic_syndrome,Yes,https://en.wikipedia.org/wiki/Hemolytic%E2%80%93uremic_syndrome
Hemophagocytic lymphohistiocytosis,https://en.wikipedia.org/wiki/Hemophagocytic_lymphohistiocytosis,No,https://en.wikipedia.org/wiki/Hemophagocytic_lymphohistiocytosis
Hemophagocytic reticulosis,https://en.wikipedia.org/wiki/Hemophagocytic_reticulosis,Yes,https://en.wikipedia.org/wiki/Hemophagocytic_lymphohistiocytosis
Hemophilia A,https://en.wikipedia.org/wiki/Hemophilia_A,Yes,https://en.wikipedia.org/wiki/Haemophilia_A
Hemophilic arthropathy,https://en.wikipedia.org/wiki/Hemophilic_arthropathy,Yes,https://en.wikipedia.org/wiki/Haemophilia
Hemophobia,https://en.wikipedia.org/wiki/Hemophobia,Yes,https://en.wikipedia.org/wiki/Blood_phobia
Hemorrhagic fever with renal syndrome,https://en.wikipedia.org/wiki/Hemorrhagic_fever_with_renal_syndrome,Yes,https://en.wikipedia.org/wiki/Hantavirus_hemorrhagic_fever_with_renal_syndrome
Hemorrhoid,https://en.wikipedia.org/wiki/Hemorrhoid,No,https://en.wikipedia.org/wiki/Hemorrhoid
Hemorrhagic proctocolitis,https://en.wikipedia.org/wiki/Hemorrhagic_proctocolitis,Yes,https://en.wikipedia.org/wiki/Colitis
Hemorrhagiparous thrombocytic dystrophy,https://en.wikipedia.org/wiki/Hemorrhagiparous_thrombocytic_dystrophy,Yes,https://en.wikipedia.org/wiki/Bernard%E2%80%93Soulier_syndrome
Hemosiderosis,https://en.wikipedia.org/wiki/Hemosiderosis,No,https://en.wikipedia.org/wiki/Hemosiderosis
Hemothorax,https://en.wikipedia.org/wiki/Hemothorax,No,https://en.wikipedia.org/wiki/Hemothorax
Hennekam syndrome,https://en.wikipedia.org/wiki/Hennekam_syndrome,No,https://en.wikipedia.org/wiki/Hennekam_syndrome
Henoch–Schönlein purpura,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura,No,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura
Hepadnovirus D,https://en.wikipedia.org/wiki/Hepadnovirus_D,Yes,https://en.wikipedia.org/wiki/Hepadnaviridae
Heparin-induced thrombopenia,https://en.wikipedia.org/wiki/Heparin-induced_thrombopenia,Yes,https://en.wikipedia.org/wiki/Heparin-induced_thrombocytopenia
Hepatic encephalopathy,https://en.wikipedia.org/wiki/Hepatic_encephalopathy,No,https://en.wikipedia.org/wiki/Hepatic_encephalopathy
Hepatic fibrosis,https://en.wikipedia.org/wiki/Hepatic_fibrosis,Yes,https://en.wikipedia.org/wiki/Cirrhosis
Hepatic venoocclusive disease,https://en.wikipedia.org/wiki/Hepatic_venoocclusive_disease,Yes,https://en.wikipedia.org/wiki/Hepatic_veno-occlusive_disease
Hepatic veno-occlusive disease,https://en.wikipedia.org/wiki/Hepatic_veno-occlusive_disease,No,https://en.wikipedia.org/wiki/Hepatic_veno-occlusive_disease
Hepatitis,https://en.wikipedia.org/wiki/Hepatitis,No,https://en.wikipedia.org/wiki/Hepatitis
Hepatitis A,https://en.wikipedia.org/wiki/Hepatitis_A,No,https://en.wikipedia.org/wiki/Hepatitis_A
Hepatitis B,https://en.wikipedia.org/wiki/Hepatitis_B,No,https://en.wikipedia.org/wiki/Hepatitis_B
Hepatitis C,https://en.wikipedia.org/wiki/Hepatitis_C,No,https://en.wikipedia.org/wiki/Hepatitis_C
Hepatitis D,https://en.wikipedia.org/wiki/Hepatitis_D,No,https://en.wikipedia.org/wiki/Hepatitis_D
Hepatitis E,https://en.wikipedia.org/wiki/Hepatitis_E,No,https://en.wikipedia.org/wiki/Hepatitis_E
Hepatoblastoma,https://en.wikipedia.org/wiki/Hepatoblastoma,No,https://en.wikipedia.org/wiki/Hepatoblastoma
Hepatocellular carcinoma,https://en.wikipedia.org/wiki/Hepatocellular_carcinoma,No,https://en.wikipedia.org/wiki/Hepatocellular_carcinoma
Hepatorenal syndrome,https://en.wikipedia.org/wiki/Hepatorenal_syndrome,No,https://en.wikipedia.org/wiki/Hepatorenal_syndrome
Hepatorenal tyrosinemia,https://en.wikipedia.org/wiki/Hepatorenal_tyrosinemia,Yes,https://en.wikipedia.org/wiki/Tyrosinemia_type_I
Herpes,https://en.wikipedia.org/wiki/Herpes,Yes,https://en.wikipedia.org/wiki/Herpes_simplex
Hereditary amyloidosis,https://en.wikipedia.org/wiki/Hereditary_amyloidosis,Yes,https://en.wikipedia.org/wiki/Amyloid
Hereditary angioedema,https://en.wikipedia.org/wiki/Hereditary_angioedema,No,https://en.wikipedia.org/wiki/Hereditary_angioedema
Hereditary ataxia,https://en.wikipedia.org/wiki/Hereditary_ataxia,Yes,https://en.wikipedia.org/wiki/Ataxia
Hereditary carnitine deficiency myopathy,https://en.wikipedia.org/wiki/Hereditary_carnitine_deficiency_myopathy,Yes,https://en.wikipedia.org/wiki/Carnitine_palmitoyltransferase_II_deficiency
Hereditary carnitine deficiency,https://en.wikipedia.org/wiki/Hereditary_carnitine_deficiency,Yes,https://en.wikipedia.org/wiki/Systemic_primary_carnitine_deficiency
Hereditary ceroid lipofuscinosis,https://en.wikipedia.org/wiki/Hereditary_ceroid_lipofuscinosis,Yes,https://en.wikipedia.org/wiki/Neuronal_ceroid_lipofuscinosis
Hereditary coproporphyria,https://en.wikipedia.org/wiki/Hereditary_coproporphyria,No,https://en.wikipedia.org/wiki/Hereditary_coproporphyria
Hereditary deafness,https://en.wikipedia.org/wiki/Hereditary_deafness,Yes,https://en.wikipedia.org/wiki/Hearing_loss
Hereditary elliptocytosis,https://en.wikipedia.org/wiki/Hereditary_elliptocytosis,No,https://en.wikipedia.org/wiki/Hereditary_elliptocytosis
Hereditary fibrinogen Aα-Chain amyloidosis,https://en.wikipedia.org/wiki/Dysfibrinogenemia#Pathophysiology#Hereditary_fibrinogen_Aα-Chain_amyloidosis,No,https://en.wikipedia.org/wiki/Dysfibrinogenemia#Pathophysiology#Hereditary_fibrinogen_Aα-Chain_amyloidosis
Hereditary fructose intolerance,https://en.wikipedia.org/wiki/Hereditary_fructose_intolerance,No,https://en.wikipedia.org/wiki/Hereditary_fructose_intolerance
Hereditary hearing disorder,https://en.wikipedia.org/wiki/Hereditary_hearing_disorder,Yes,https://en.wikipedia.org/wiki/Hearing_loss
Hereditary hearing loss,https://en.wikipedia.org/wiki/Hereditary_hearing_loss,Yes,https://en.wikipedia.org/wiki/Hearing_loss
Hereditary hemochromatosis,https://en.wikipedia.org/wiki/Hereditary_hemochromatosis,Yes,https://en.wikipedia.org/wiki/Hereditary_haemochromatosis
Hereditary hemorrhagic telangiectasia,https://en.wikipedia.org/wiki/Hereditary_hemorrhagic_telangiectasia,No,https://en.wikipedia.org/wiki/Hereditary_hemorrhagic_telangiectasia
Hereditary hyperuricemia,https://en.wikipedia.org/wiki/Hereditary_hyperuricemia,Yes,https://en.wikipedia.org/wiki/Hyperuricemia
"Hereditary methemoglobinemia, recessive","https://en.wikipedia.org/wiki/Hereditary_methemoglobinemia,_recessive",Yes,https://en.wikipedia.org/wiki/Methemoglobinemia
Hereditary non-spherocytic hemolytic anemia,https://en.wikipedia.org/wiki/Hereditary_non-spherocytic_hemolytic_anemia,Yes,https://en.wikipedia.org/wiki/Glucose-6-phosphate_dehydrogenase_deficiency
Hereditary pancreatitis,https://en.wikipedia.org/wiki/Hereditary_pancreatitis,No,https://en.wikipedia.org/wiki/Hereditary_pancreatitis
Hereditary peripheral nervous disorder,https://en.wikipedia.org/wiki/Hereditary_peripheral_nervous_disorder,Yes,https://en.wikipedia.org/wiki/Peripheral_neuropathy
Hereditary primary Fanconi disease,https://en.wikipedia.org/wiki/Hereditary_primary_Fanconi_disease,Yes,https://en.wikipedia.org/wiki/Fanconi_syndrome
Hereditary sensory and autonomic neuropathy 3,https://en.wikipedia.org/wiki/Hereditary_sensory_and_autonomic_neuropathy_3,Yes,https://en.wikipedia.org/wiki/Familial_dysautonomia
Hereditary sensory and autonomic neuropathy 4,https://en.wikipedia.org/wiki/Hereditary_sensory_and_autonomic_neuropathy_4,Yes,https://en.wikipedia.org/wiki/Congenital_insensitivity_to_pain_with_anhidrosis
Hereditary spastic paraplegia,https://en.wikipedia.org/wiki/Hereditary_spastic_paraplegia,No,https://en.wikipedia.org/wiki/Hereditary_spastic_paraplegia
Hereditary spherocytosis,https://en.wikipedia.org/wiki/Hereditary_spherocytosis,No,https://en.wikipedia.org/wiki/Hereditary_spherocytosis
Hermansky–Pudlak syndrome,https://en.wikipedia.org/wiki/Hermansky%E2%80%93Pudlak_syndrome,No,https://en.wikipedia.org/wiki/Hermansky%E2%80%93Pudlak_syndrome
Hermaphroditism,https://en.wikipedia.org/wiki/Hermaphroditism,Yes,https://en.wikipedia.org/wiki/Hermaphrodite
Herpangina,https://en.wikipedia.org/wiki/Herpangina,No,https://en.wikipedia.org/wiki/Herpangina
Herpes encephalitis,https://en.wikipedia.org/wiki/Herpes_encephalitis,Yes,https://en.wikipedia.org/wiki/Herpesviral_encephalitis
Herpes simplex disease,https://en.wikipedia.org/wiki/Herpes_simplex_disease,Yes,https://en.wikipedia.org/wiki/Herpes_simplex_virus
Herpes simplex encephalitis,https://en.wikipedia.org/wiki/Herpes_simplex_encephalitis,Yes,https://en.wikipedia.org/wiki/Herpesviral_encephalitis
Herpes viridae disease,https://en.wikipedia.org/wiki/Herpes_viridae_disease,Yes,https://en.wikipedia.org/wiki/Herpesviridae
Herpes virus antenatal infection,https://en.wikipedia.org/wiki/Herpes_virus_antenatal_infection,Yes,https://en.wikipedia.org/wiki/Neonatal_herpes_simplex
Herpes zoster oticus,https://en.wikipedia.org/wiki/Herpes_zoster_oticus,Yes,https://en.wikipedia.org/wiki/Ramsay_Hunt_syndrome_type_2
Herpes zoster,https://en.wikipedia.org/wiki/Herpes_zoster,Yes,https://en.wikipedia.org/wiki/Shingles
Herpesvirus simiae B virus,https://en.wikipedia.org/wiki/Herpesvirus_simiae_B_virus,Yes,https://en.wikipedia.org/wiki/B_virus
Herpetic keratitis,https://en.wikipedia.org/wiki/Herpetic_keratitis,Yes,https://en.wikipedia.org/wiki/Herpes_simplex_keratitis
Herpetophobia,https://en.wikipedia.org/wiki/Herpetophobia,No,https://en.wikipedia.org/wiki/Herpetophobia
Hers' disease,https://en.wikipedia.org/wiki/Hers%27_disease,Yes,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_VI
Heterophobia,https://en.wikipedia.org/wiki/Heterophobia,Yes,https://en.wikipedia.org/wiki/Homophobia#Heterophobia
Heterotaxia (generic term),https://en.wikipedia.org/wiki/Heterotaxia_(generic_term),Yes,https://en.wikipedia.org/wiki/Situs_ambiguus
HHH syndrome,https://en.wikipedia.org/wiki/HHH_syndrome,Yes,https://en.wikipedia.org/wiki/Ornithine_translocase_deficiency
"Hibernian fever, familial","https://en.wikipedia.org/wiki/Hibernian_fever,_familial",Yes,https://en.wikipedia.org/wiki/TNF_receptor_associated_periodic_syndrome
Hiccups,https://en.wikipedia.org/wiki/Hiccups,Yes,https://en.wikipedia.org/wiki/Hiccup
Hidradenitis suppurativa,https://en.wikipedia.org/wiki/Hidradenitis_suppurativa,No,https://en.wikipedia.org/wiki/Hidradenitis_suppurativa
High scapula,https://en.wikipedia.org/wiki/High_scapula,Yes,https://en.wikipedia.org/wiki/Sprengel%27s_deformity
Hip dislocation,https://en.wikipedia.org/wiki/Hip_dislocation,No,https://en.wikipedia.org/wiki/Hip_dislocation
Hip dysplasia (canine),https://en.wikipedia.org/wiki/Hip_dysplasia_(canine),No,https://en.wikipedia.org/wiki/Hip_dysplasia_(canine)
Hip dysplasia (human),https://en.wikipedia.org/wiki/Hip_dysplasia_(human),Yes,https://en.wikipedia.org/wiki/Hip_dysplasia
Hip luxation,https://en.wikipedia.org/wiki/Hip_luxation,Yes,https://en.wikipedia.org/wiki/Hip_dislocation
Hirschsprung disease,https://en.wikipedia.org/wiki/Hirschsprung_disease,Yes,https://en.wikipedia.org/wiki/Hirschsprung%27s_disease
His bundle tachycardia,https://en.wikipedia.org/wiki/His_bundle_tachycardia,Yes,https://en.wikipedia.org/wiki/Junctional_ectopic_tachycardia
Histadelia,https://en.wikipedia.org/wiki/Histadelia,Yes,https://en.wikipedia.org/wiki/Orthomolecular_psychiatry#Histadelia
Histapenia,https://en.wikipedia.org/wiki/Histapenia,Yes,https://en.wikipedia.org/wiki/Orthomolecular_psychiatry#Histapenia
Histidinemia,https://en.wikipedia.org/wiki/Histidinemia,No,https://en.wikipedia.org/wiki/Histidinemia
Histiocytosis X,https://en.wikipedia.org/wiki/Histiocytosis_X,Yes,https://en.wikipedia.org/wiki/Langerhans_cell_histiocytosis
"Histiocytosis, Non-Langerhans-Cell","https://en.wikipedia.org/wiki/Histiocytosis,_Non-Langerhans-Cell",Yes,https://en.wikipedia.org/wiki/Non-Langerhans_cell_histiocytosis
Histoplasmosis,https://en.wikipedia.org/wiki/Histoplasmosis,No,https://en.wikipedia.org/wiki/Histoplasmosis
Histrionic personality disorder,https://en.wikipedia.org/wiki/Histrionic_personality_disorder,No,https://en.wikipedia.org/wiki/Histrionic_personality_disorder
HIV,https://en.wikipedia.org/wiki/HIV,No,https://en.wikipedia.org/wiki/HIV
Hm syndrome,https://en.wikipedia.org/wiki/Hm_syndrome,Yes,https://en.wikipedia.org/wiki/Hypermobility_(joints)
HMG-CoA lyase deficiency,https://en.wikipedia.org/wiki/HMG-CoA_lyase_deficiency,Yes,https://en.wikipedia.org/wiki/3-Hydroxy-3-methylglutaryl-CoA_lyase_deficiency
Hodgkin lymphoma,https://en.wikipedia.org/wiki/Hodgkin_lymphoma,No,https://en.wikipedia.org/wiki/Hodgkin_lymphoma
Hodgkin's disease,https://en.wikipedia.org/wiki/Hodgkin%27s_disease,Yes,https://en.wikipedia.org/wiki/Hodgkin_lymphoma
Holmes–Gang syndrome,https://en.wikipedia.org/wiki/Holmes%E2%80%93Gang_syndrome,Yes,https://en.wikipedia.org/wiki/Smith%E2%80%93Fineman%E2%80%93Myers_syndrome
Holocarboxylase synthetase deficiency,https://en.wikipedia.org/wiki/Holocarboxylase_synthetase_deficiency,No,https://en.wikipedia.org/wiki/Holocarboxylase_synthetase_deficiency
Holoprosencephaly,https://en.wikipedia.org/wiki/Holoprosencephaly,No,https://en.wikipedia.org/wiki/Holoprosencephaly
Holt–Oram syndrome,https://en.wikipedia.org/wiki/Holt%E2%80%93Oram_syndrome,No,https://en.wikipedia.org/wiki/Holt%E2%80%93Oram_syndrome
Homocystinuria due to cystathionine beta-synthase,https://en.wikipedia.org/wiki/Homocystinuria_due_to_cystathionine_beta-synthase,Yes,https://en.wikipedia.org/wiki/Homocystinuria
Homocystinuria,https://en.wikipedia.org/wiki/Homocystinuria,No,https://en.wikipedia.org/wiki/Homocystinuria
Horn–Kolb syndrome,https://en.wikipedia.org/wiki/Horn%E2%80%93Kolb_syndrome,Yes,https://en.wikipedia.org/wiki/Acheiropodia
Horner's syndrome,https://en.wikipedia.org/wiki/Horner%27s_syndrome,No,https://en.wikipedia.org/wiki/Horner%27s_syndrome
Horseshoe kidney,https://en.wikipedia.org/wiki/Horseshoe_kidney,No,https://en.wikipedia.org/wiki/Horseshoe_kidney
"Horton disease, juvenile","https://en.wikipedia.org/wiki/Horton_disease,_juvenile",Yes,https://en.wikipedia.org/wiki/Giant_cell_arteritis
Horton disease,https://en.wikipedia.org/wiki/Horton_disease,Yes,https://en.wikipedia.org/wiki/Giant_cell_arteritis
Hot tub folliculitis,https://en.wikipedia.org/wiki/Hot_tub_folliculitis,No,https://en.wikipedia.org/wiki/Hot_tub_folliculitis
Howel–Evans syndrome,https://en.wikipedia.org/wiki/Howel%E2%80%93Evans_syndrome,No,https://en.wikipedia.org/wiki/Howel%E2%80%93Evans_syndrome
Hoyeraal–Hreidarsson syndrome,https://en.wikipedia.org/wiki/Hoyeraal%E2%80%93Hreidarsson_syndrome,No,https://en.wikipedia.org/wiki/Hoyeraal%E2%80%93Hreidarsson_syndrome
HSV-2 infection,https://en.wikipedia.org/wiki/HSV-2_infection,Yes,https://en.wikipedia.org/wiki/Herpes_simplex_virus
Human ewingii ehrlichiosis,https://en.wikipedia.org/wiki/Ehrlichiosis_ewingii_infection,No,https://en.wikipedia.org/wiki/Ehrlichiosis_ewingii_infection
Human granulocytic ehrlichiosis,https://en.wikipedia.org/wiki/Human_granulocytic_ehrlichiosis,Yes,https://en.wikipedia.org/wiki/Human_granulocytic_anaplasmosis
Human monocytic ehrlichiosis,https://en.wikipedia.org/wiki/Human_monocytic_ehrlichiosis,Yes,https://en.wikipedia.org/wiki/Human_monocytotropic_ehrlichiosis
Human parvovirus B19 infection,https://en.wikipedia.org/wiki/Human_parvovirus_B19_infection,Yes,https://en.wikipedia.org/wiki/Parvovirus_B19
Hunter syndrome,https://en.wikipedia.org/wiki/Hunter_syndrome,No,https://en.wikipedia.org/wiki/Hunter_syndrome
Huntington's disease,https://en.wikipedia.org/wiki/Huntington%27s_disease,No,https://en.wikipedia.org/wiki/Huntington%27s_disease
Hurler syndrome,https://en.wikipedia.org/wiki/Hurler_syndrome,No,https://en.wikipedia.org/wiki/Hurler_syndrome
Hutchinson–Gilford–Progeria syndrome,https://en.wikipedia.org/wiki/Hutchinson%E2%80%93Gilford%E2%80%93Progeria_syndrome,Yes,https://en.wikipedia.org/wiki/Progeria
Hutchinson incisors,https://en.wikipedia.org/wiki/Hutchinson_incisors,Yes,https://en.wikipedia.org/wiki/Hutchinson%27s_teeth
Hydantoin antenatal infection,https://en.wikipedia.org/wiki/Hydantoin_antenatal_infection,Yes,https://en.wikipedia.org/wiki/Phenytoin
Hydatidiform mole,https://en.wikipedia.org/wiki/Hydatidiform_mole,Yes,https://en.wikipedia.org/wiki/Molar_pregnancy
Hydatidosis,https://en.wikipedia.org/wiki/Hydatidosis,Yes,https://en.wikipedia.org/wiki/Echinococcosis
Hydranencephaly,https://en.wikipedia.org/wiki/Hydranencephaly,No,https://en.wikipedia.org/wiki/Hydranencephaly
Hydrocephalus - Arnold Chiari - allied disorders,https://en.wikipedia.org/wiki/Hydrocephalus_-_Arnold_Chiari_-_allied_disorders,Yes,https://en.wikipedia.org/wiki/Chiari_malformation
Hydrocephalus,https://en.wikipedia.org/wiki/Hydrocephalus,No,https://en.wikipedia.org/wiki/Hydrocephalus
Hydrolethalus syndrome,https://en.wikipedia.org/wiki/Hydrolethalus_syndrome,No,https://en.wikipedia.org/wiki/Hydrolethalus_syndrome
