Name,Wikipedia link (en),Redirected,Redirect link
Recurrent respiratory papillomatosis,https://en.wikipedia.org/wiki/Recurrent_respiratory_papillomatosis,Yes,https://en.wikipedia.org/wiki/Laryngeal_papillomatosis
Reflex sympathetic dystrophy syndrome,https://en.wikipedia.org/wiki/Reflex_sympathetic_dystrophy_syndrome,Yes,https://en.wikipedia.org/wiki/Complex_regional_pain_syndrome
Reflux esophagitis,https://en.wikipedia.org/wiki/Gastroesophageal_reflux_disease,No,https://en.wikipedia.org/wiki/Gastroesophageal_reflux_disease
Refractory anemia,https://en.wikipedia.org/wiki/Refractory_anemia,Yes,https://en.wikipedia.org/wiki/Anemia#Refractory_anemia
"Refsum disease, infantile form","https://en.wikipedia.org/wiki/Refsum_disease,_infantile_form",Yes,https://en.wikipedia.org/wiki/Infantile_Refsum_disease
Refsum disease,https://en.wikipedia.org/wiki/Refsum_disease,No,https://en.wikipedia.org/wiki/Refsum_disease
Regional enteritis,https://en.wikipedia.org/wiki/Regional_enteritis,Yes,https://en.wikipedia.org/wiki/Crohn%27s_disease
Reifenstein syndrome,https://en.wikipedia.org/wiki/Reifenstein_syndrome,Yes,https://en.wikipedia.org/wiki/Partial_androgen_insensitivity_syndrome
Renal agenesis,https://en.wikipedia.org/wiki/Renal_agenesis,No,https://en.wikipedia.org/wiki/Renal_agenesis
Renal artery stenosis,https://en.wikipedia.org/wiki/Renal_artery_stenosis,No,https://en.wikipedia.org/wiki/Renal_artery_stenosis
Renal calculi,https://en.wikipedia.org/wiki/Renal_calculi,Yes,https://en.wikipedia.org/wiki/Kidney_stone_disease
Renal cancer,https://en.wikipedia.org/wiki/Renal_cell_carcinoma,No,https://en.wikipedia.org/wiki/Renal_cell_carcinoma
"Renal carcinoma, familial",https://en.wikipedia.org/wiki/Renal_cell_carcinoma,No,https://en.wikipedia.org/wiki/Renal_cell_carcinoma
Renal cell carcinoma,https://en.wikipedia.org/wiki/Renal_cell_carcinoma,No,https://en.wikipedia.org/wiki/Renal_cell_carcinoma
Renal dysplasia limb defects,https://en.wikipedia.org/wiki/Renal_dysplasia_limb_defects,Yes,https://en.wikipedia.org/wiki/Renal_dysplasia-limb_defects_syndrome
Renal dysplasia mesomelia radiohumeral fusion,https://en.wikipedia.org/wiki/Renal_dysplasia_mesomelia_radiohumeral_fusion,Yes,https://en.wikipedia.org/wiki/Renal_dysplasia-limb_defects_syndrome
Renal failure,https://en.wikipedia.org/wiki/Renal_failure,Yes,https://en.wikipedia.org/wiki/Kidney_failure
Renal glycosuria,https://en.wikipedia.org/wiki/Renal_glycosuria,No,https://en.wikipedia.org/wiki/Renal_glycosuria
Renal hypoplasia,https://en.wikipedia.org/wiki/Renal_hypoplasia,No,https://en.wikipedia.org/wiki/Renal_hypoplasia
Renal hypertension,https://en.wikipedia.org/wiki/Renovascular_hypertension,No,https://en.wikipedia.org/wiki/Renovascular_hypertension
Renal osteodystrophy,https://en.wikipedia.org/wiki/Renal_osteodystrophy,No,https://en.wikipedia.org/wiki/Renal_osteodystrophy
Renal rickets,https://en.wikipedia.org/wiki/Renal_osteodystrophy,No,https://en.wikipedia.org/wiki/Renal_osteodystrophy
"Renal tubular acidosis, distal","https://en.wikipedia.org/wiki/Renal_tubular_acidosis,_distal",Yes,https://en.wikipedia.org/wiki/Distal_renal_tubular_acidosis
Renal tubular acidosis,https://en.wikipedia.org/wiki/Renal_tubular_acidosis,No,https://en.wikipedia.org/wiki/Renal_tubular_acidosis
Reperfusion injury,https://en.wikipedia.org/wiki/Reperfusion_injury,No,https://en.wikipedia.org/wiki/Reperfusion_injury
Repetitive strain injury,https://en.wikipedia.org/wiki/Repetitive_strain_injury,No,https://en.wikipedia.org/wiki/Repetitive_strain_injury
Respiratory acidosis,https://en.wikipedia.org/wiki/Respiratory_acidosis,No,https://en.wikipedia.org/wiki/Respiratory_acidosis
"Respiratory distress syndrome, adult","https://en.wikipedia.org/wiki/Respiratory_distress_syndrome,_adult",Yes,https://en.wikipedia.org/wiki/Acute_respiratory_distress_syndrome
"Respiratory distress syndrome, infant",https://en.wikipedia.org/wiki/Infant_respiratory_distress_syndrome,No,https://en.wikipedia.org/wiki/Infant_respiratory_distress_syndrome
Restless legs syndrome,https://en.wikipedia.org/wiki/Restless_legs_syndrome,No,https://en.wikipedia.org/wiki/Restless_legs_syndrome
Reticuloendotheliosis,https://en.wikipedia.org/wiki/Reticuloendotheliosis,Yes,https://en.wikipedia.org/wiki/Histoplasmosis
Retina disorder,https://en.wikipedia.org/wiki/Retina_disorder,Yes,https://en.wikipedia.org/wiki/Retina
Retinal degeneration,https://en.wikipedia.org/wiki/Retinopathy,No,https://en.wikipedia.org/wiki/Retinopathy
Retinitis pigmentosa,https://en.wikipedia.org/wiki/Retinitis_pigmentosa,No,https://en.wikipedia.org/wiki/Retinitis_pigmentosa
Retinoblastoma,https://en.wikipedia.org/wiki/Retinoblastoma,No,https://en.wikipedia.org/wiki/Retinoblastoma
"Retinopathy, diabetic","https://en.wikipedia.org/wiki/Retinopathy,_diabetic",Yes,https://en.wikipedia.org/wiki/Diabetic_retinopathy
Retinoschisis,https://en.wikipedia.org/wiki/Retinoschisis,No,https://en.wikipedia.org/wiki/Retinoschisis
"Retinoschisis, juvenile","https://en.wikipedia.org/wiki/Retinoschisis,_juvenile",Yes,https://en.wikipedia.org/wiki/Retinoschisis
"Retinoschisis, X-linked","https://en.wikipedia.org/wiki/Retinoschisis,_X-linked",Yes,https://en.wikipedia.org/wiki/Retinoschisis
Retrograde amnesia,https://en.wikipedia.org/wiki/Retrograde_amnesia,No,https://en.wikipedia.org/wiki/Retrograde_amnesia
Retrolental fibroplasia,https://en.wikipedia.org/wiki/Retrolental_fibroplasia,Yes,https://en.wikipedia.org/wiki/Retinopathy_of_prematurity
Retroperitoneal fibrosis,https://en.wikipedia.org/wiki/Retroperitoneal_fibrosis,No,https://en.wikipedia.org/wiki/Retroperitoneal_fibrosis
Rett  syndrome,https://en.wikipedia.org/wiki/Rett_syndrome,No,https://en.wikipedia.org/wiki/Rett_syndrome
Revesz syndrome,https://en.wikipedia.org/wiki/Revesz_syndrome,No,https://en.wikipedia.org/wiki/Revesz_syndrome
Reye's syndrome,https://en.wikipedia.org/wiki/Reye%27s_syndrome,Yes,https://en.wikipedia.org/wiki/Reye_syndrome
Reynolds syndrome,https://en.wikipedia.org/wiki/Reynolds_syndrome,No,https://en.wikipedia.org/wiki/Reynolds_syndrome
Rh disease,https://en.wikipedia.org/wiki/Rh_disease,No,https://en.wikipedia.org/wiki/Rh_disease
Rhabditida infections,https://en.wikipedia.org/wiki/Rhabditida_infections,Yes,https://en.wikipedia.org/wiki/Rhabditida
Rhabdoid tumor,https://en.wikipedia.org/wiki/Rhabdoid_tumor,Yes,https://en.wikipedia.org/wiki/Malignant_rhabdoid_tumour
Rhabdomyolysis,https://en.wikipedia.org/wiki/Rhabdomyolysis,No,https://en.wikipedia.org/wiki/Rhabdomyolysis
Rhabdomyosarcoma,https://en.wikipedia.org/wiki/Rhabdomyosarcoma,No,https://en.wikipedia.org/wiki/Rhabdomyosarcoma
"Rhabdomyosarcoma, alveolar","https://en.wikipedia.org/wiki/Rhabdomyosarcoma,_alveolar",Yes,https://en.wikipedia.org/wiki/Alveolar_rhabdomyosarcoma
"Rhabdomyosarcoma, embryonal","https://en.wikipedia.org/wiki/Rhabdomyosarcoma,_embryonal",Yes,https://en.wikipedia.org/wiki/Sarcoma_botryoides
Rheumatic fever,https://en.wikipedia.org/wiki/Rheumatic_fever,No,https://en.wikipedia.org/wiki/Rheumatic_fever
Rheumatism,https://en.wikipedia.org/wiki/Rheumatism,No,https://en.wikipedia.org/wiki/Rheumatism
Rheumatoid arthritis,https://en.wikipedia.org/wiki/Rheumatoid_arthritis,No,https://en.wikipedia.org/wiki/Rheumatoid_arthritis
Rheumatoid purpura,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura,No,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura
Rheumatoid vasculitis,https://en.wikipedia.org/wiki/Rheumatoid_vasculitis,No,https://en.wikipedia.org/wiki/Rheumatoid_vasculitis
Rhinotillexomania,https://en.wikipedia.org/wiki/Nose-picking#Rhinotillexomania,No,https://en.wikipedia.org/wiki/Nose-picking#Rhinotillexomania
Ribbing disease,https://en.wikipedia.org/wiki/Ribbing_disease,Yes,https://en.wikipedia.org/wiki/Camurati%E2%80%93Engelmann_disease
Richter syndrome,https://en.wikipedia.org/wiki/Richter_syndrome,Yes,https://en.wikipedia.org/wiki/Richter%27s_transformation
Rickets,https://en.wikipedia.org/wiki/Rickets,No,https://en.wikipedia.org/wiki/Rickets
Rickettsial disease,https://en.wikipedia.org/wiki/Rickettsial_disease,Yes,https://en.wikipedia.org/wiki/Typhus
Rickettsialpox,https://en.wikipedia.org/wiki/Rickettsialpox,No,https://en.wikipedia.org/wiki/Rickettsialpox
Rickettsiosis,https://en.wikipedia.org/wiki/Rickettsiosis,No,https://en.wikipedia.org/wiki/Rickettsiosis
Rift Valley fever,https://en.wikipedia.org/wiki/Rift_Valley_fever,No,https://en.wikipedia.org/wiki/Rift_Valley_fever
Riley–Day syndrome,https://en.wikipedia.org/wiki/Riley%E2%80%93Day_syndrome,Yes,https://en.wikipedia.org/wiki/Familial_dysautonomia
Ringed hair disease,https://en.wikipedia.org/wiki/Ringed_hair_disease,Yes,https://en.wikipedia.org/wiki/Pili_annulati
Ringworm,https://en.wikipedia.org/wiki/Ringworm,Yes,https://en.wikipedia.org/wiki/Dermatophytosis
Roberts syndrome,https://en.wikipedia.org/wiki/Roberts_syndrome,No,https://en.wikipedia.org/wiki/Roberts_syndrome
Robin sequence and oligodactyly,https://en.wikipedia.org/wiki/Pierre_Robin_sequence,No,https://en.wikipedia.org/wiki/Pierre_Robin_sequence
Robinow syndrome,https://en.wikipedia.org/wiki/Robinow_syndrome,No,https://en.wikipedia.org/wiki/Robinow_syndrome
Rocky Mountain spotted fever,https://en.wikipedia.org/wiki/Rocky_Mountain_spotted_fever,No,https://en.wikipedia.org/wiki/Rocky_Mountain_spotted_fever
Rod monochromacy,https://en.wikipedia.org/wiki/Rod_monochromacy,Yes,https://en.wikipedia.org/wiki/Monochromacy
Rod myopathy,https://en.wikipedia.org/wiki/Rod_myopathy,Yes,https://en.wikipedia.org/wiki/Nemaline_myopathy
Romano–Ward syndrome,https://en.wikipedia.org/wiki/Romano%E2%80%93Ward_syndrome,No,https://en.wikipedia.org/wiki/Romano%E2%80%93Ward_syndrome
Romberg hemi-facial atrophy,https://en.wikipedia.org/wiki/Romberg_hemi-facial_atrophy,Yes,https://en.wikipedia.org/wiki/Parry%E2%80%93Romberg_syndrome
Rombo syndrome,https://en.wikipedia.org/wiki/Rombo_syndrome,No,https://en.wikipedia.org/wiki/Rombo_syndrome
Rosai–Dorfman disease,https://en.wikipedia.org/wiki/Rosai%E2%80%93Dorfman_disease,No,https://en.wikipedia.org/wiki/Rosai%E2%80%93Dorfman_disease
Rosenberg–Chutorian syndrome,https://en.wikipedia.org/wiki/Rosenberg%E2%80%93Chutorian_syndrome,Yes,https://en.wikipedia.org/wiki/Charcot%E2%80%93Marie%E2%80%93Tooth_disease
Roseola infantum,https://en.wikipedia.org/wiki/Roseola_infantum,Yes,https://en.wikipedia.org/wiki/Roseola
Rothmund–Thomson syndrome,https://en.wikipedia.org/wiki/Rothmund%E2%80%93Thomson_syndrome,No,https://en.wikipedia.org/wiki/Rothmund%E2%80%93Thomson_syndrome
Rotor syndrome,https://en.wikipedia.org/wiki/Rotor_syndrome,No,https://en.wikipedia.org/wiki/Rotor_syndrome
Roussy–Levy hereditary areflexic dystasia,https://en.wikipedia.org/wiki/Roussy%E2%80%93Levy_hereditary_areflexic_dystasia,Yes,https://en.wikipedia.org/wiki/Roussy%E2%80%93L%C3%A9vy_syndrome
"Rubella, congenital","https://en.wikipedia.org/wiki/Rubella,_congenital",Yes,https://en.wikipedia.org/wiki/Congenital_rubella_syndrome
Rubella,https://en.wikipedia.org/wiki/Rubella,No,https://en.wikipedia.org/wiki/Rubella
Rubeola,https://en.wikipedia.org/wiki/Rubeola,Yes,https://en.wikipedia.org/wiki/Measles
Rubinstein–Taybi syndrome,https://en.wikipedia.org/wiki/Rubinstein%E2%80%93Taybi_syndrome,Yes,https://en.wikipedia.org/wiki/Rubinstein%E2%80%93Taybi_syndrome
Rudiger syndrome,https://en.wikipedia.org/wiki/Rudiger_syndrome,No,https://en.wikipedia.org/wiki/Rudiger_syndrome
Rumination syndrome,https://en.wikipedia.org/wiki/Rumination_syndrome,No,https://en.wikipedia.org/wiki/Rumination_syndrome
Rupophobia,https://en.wikipedia.org/wiki/Rupophobia,Yes,https://en.wikipedia.org/wiki/Mysophobia
Ruzicka Goerz Anton syndrome,https://en.wikipedia.org/wiki/Ruzicka_Goerz_Anton_syndrome,No,https://en.wikipedia.org/wiki/Ruzicka_Goerz_Anton_syndrome
