Name,Wikipedia link (en),Redirected,Redirect link
Barbiturate overdose,https://en.wikipedia.org/wiki/Barbiturate_overdose,No,https://en.wikipedia.org/wiki/Barbiturate_overdose
Bardet–Biedl syndrome,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,No,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome
"Bardet–Biedl syndrome, type 1",https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,No,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome
"Bardet–Biedl syndrome, type 2",https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,No,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome
"Bardet–Biedl syndrome, type 3",https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,No,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome
"Bardet–Biedl syndrome, type 4",https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome,No,https://en.wikipedia.org/wiki/Bardet%E2%80%93Biedl_syndrome
Bare lymphocyte syndrome 2,https://en.wikipedia.org/wiki/Bare_lymphocyte_syndrome_2,Yes,https://en.wikipedia.org/wiki/Bare_lymphocyte_syndrome_type_II
Bare lymphocyte syndrome,https://en.wikipedia.org/wiki/Bare_lymphocyte_syndrome,No,https://en.wikipedia.org/wiki/Bare_lymphocyte_syndrome
Baritosis,https://en.wikipedia.org/wiki/Baritosis,No,https://en.wikipedia.org/wiki/Baritosis
Barrett syndrome,https://en.wikipedia.org/wiki/Barrett_syndrome,Yes,https://en.wikipedia.org/wiki/Barrett%27s_esophagus
Barth syndrome,https://en.wikipedia.org/wiki/Barth_syndrome,No,https://en.wikipedia.org/wiki/Barth_syndrome
Bartonella infections,https://en.wikipedia.org/wiki/Bartonella_infections,Yes,https://en.wikipedia.org/wiki/Bartonella
Bartsocas–Papas syndrome,https://en.wikipedia.org/wiki/Bartsocas%E2%80%93Papas_syndrome,Yes,https://en.wikipedia.org/wiki/Autosomal_dominant_multiple_pterygium_syndrome
"Bartter syndrome, antenatal form",https://en.wikipedia.org/wiki/Bartter_syndrome,No,https://en.wikipedia.org/wiki/Bartter_syndrome
"Bartter syndrome, classic form",https://en.wikipedia.org/wiki/Bartter_syndrome,No,https://en.wikipedia.org/wiki/Bartter_syndrome
Basal cell carcinoma,https://en.wikipedia.org/wiki/Basal_cell_carcinoma,Yes,https://en.wikipedia.org/wiki/Basal-cell_carcinoma
Basal ganglia diseases,https://en.wikipedia.org/wiki/Basal_ganglia_diseases,Yes,https://en.wikipedia.org/wiki/Basal_ganglia_disease
Basilar artery migraines,https://en.wikipedia.org/wiki/Basilar_artery_migraines,Yes,https://en.wikipedia.org/wiki/Migraine#Basilar_type_migraine
Bathophobia,https://en.wikipedia.org/wiki/Bathophobia,No,https://en.wikipedia.org/wiki/Bathophobia
Batrachophobia,https://en.wikipedia.org/wiki/Batrachophobia,Yes,https://en.wikipedia.org/wiki/Fear_of_frogs
Batten disease,https://en.wikipedia.org/wiki/Batten_disease,No,https://en.wikipedia.org/wiki/Batten_disease
Bazex–Dupré–Christol syndrome,https://en.wikipedia.org/wiki/Bazex%E2%80%93Dupr%C3%A9%E2%80%93Christol_syndrome,No,https://en.wikipedia.org/wiki/Bazex%E2%80%93Dupr%C3%A9%E2%80%93Christol_syndrome
B-cell lymphomas,https://en.wikipedia.org/wiki/B-cell_lymphomas,Yes,https://en.wikipedia.org/wiki/Lymphoma#REAL.2FWHO_Classification
Beals syndrome,https://en.wikipedia.org/wiki/Beals_syndrome,Yes,https://en.wikipedia.org/wiki/Congenital_contractural_arachnodactyly
Becker disease,https://en.wikipedia.org/wiki/Becker_disease,Yes,https://en.wikipedia.org/wiki/Myotonia_congenita
Becker's muscular dystrophy,https://en.wikipedia.org/wiki/Becker%27s_muscular_dystrophy,Yes,https://en.wikipedia.org/wiki/Becker_muscular_dystrophy
Becker's nevus,https://en.wikipedia.org/wiki/Becker%27s_nevus,No,https://en.wikipedia.org/wiki/Becker%27s_nevus
Beemer–Langer syndrome,https://en.wikipedia.org/wiki/Beemer%E2%80%93Langer_syndrome,Yes,https://en.wikipedia.org/wiki/Short_rib%E2%80%93polydactyly_syndrome
Behcet syndrome,https://en.wikipedia.org/wiki/Behcet_syndrome,Yes,https://en.wikipedia.org/wiki/Beh%C3%A7et%27s_disease
Behr syndrome,https://en.wikipedia.org/wiki/Behr_syndrome,No,https://en.wikipedia.org/wiki/Behr_syndrome
Bejel,https://en.wikipedia.org/wiki/Bejel,Yes,https://en.wikipedia.org/wiki/Nonvenereal_endemic_syphilis
Bell's palsy,https://en.wikipedia.org/wiki/Bell%27s_palsy,No,https://en.wikipedia.org/wiki/Bell%27s_palsy
Benign astrocytoma,https://en.wikipedia.org/wiki/Benign_astrocytoma,Yes,https://en.wikipedia.org/wiki/Pilocytic_astrocytoma
Benign congenital hypotonia,https://en.wikipedia.org/wiki/Benign_congenital_hypotonia,Yes,https://en.wikipedia.org/wiki/Hypotonia
Benign essential blepharospasmass,https://en.wikipedia.org/wiki/Benign_essential_blepharospasm,Yes,https://en.wikipedia.org/wiki/Blepharospasm
Benign essential tremor syndrome,https://en.wikipedia.org/wiki/Benign_essential_tremor_syndrome,Yes,https://en.wikipedia.org/wiki/Essential_tremor
Benign familial hematuria,https://en.wikipedia.org/wiki/Benign_familial_hematuria,Yes,https://en.wikipedia.org/wiki/Thin_basement_membrane_disease
Benign familial infantile epilepsy,https://en.wikipedia.org/wiki/Benign_familial_infantile_epilepsy,No,https://en.wikipedia.org/wiki/Benign_familial_infantile_epilepsy
Benign fasciculation syndrome,https://en.wikipedia.org/wiki/Benign_fasciculation_syndrome,No,https://en.wikipedia.org/wiki/Benign_fasciculation_syndrome
Benign mucosal pemphigoid,https://en.wikipedia.org/wiki/Benign_mucosal_pemphigoid,Yes,https://en.wikipedia.org/wiki/Mucous_membrane_pemphigoid
Benign paroxysmal positional vertigo,https://en.wikipedia.org/wiki/Benign_paroxysmal_positional_vertigo,No,https://en.wikipedia.org/wiki/Benign_paroxysmal_positional_vertigo
Benzodiazepine dependence,https://en.wikipedia.org/wiki/Benzodiazepine_dependence,No,https://en.wikipedia.org/wiki/Benzodiazepine_dependence
Benzodiazepine overdose,https://en.wikipedia.org/wiki/Benzodiazepine_overdose,No,https://en.wikipedia.org/wiki/Benzodiazepine_overdose
Benzodiazepine withdrawal syndrome,https://en.wikipedia.org/wiki/Benzodiazepine_withdrawal_syndrome,No,https://en.wikipedia.org/wiki/Benzodiazepine_withdrawal_syndrome
Berardinelli–Seip congenital lipodystrophy,https://en.wikipedia.org/wiki/Berardinelli%E2%80%93Seip_congenital_lipodystrophy,Yes,https://en.wikipedia.org/wiki/Congenital_generalized_lipodystrophy
Berdon syndrome,https://en.wikipedia.org/wiki/Berdon_syndrome,No,https://en.wikipedia.org/wiki/Berdon_syndrome
Berger disease,https://en.wikipedia.org/wiki/Berger_disease,Yes,https://en.wikipedia.org/wiki/IgA_nephropathy
Beriberi,https://en.wikipedia.org/wiki/Beriberi,Yes,https://en.wikipedia.org/wiki/Thiamine_deficiency
Berlin breakage syndrome,https://en.wikipedia.org/wiki/Berlin_breakage_syndrome,Yes,https://en.wikipedia.org/wiki/Nijmegen_breakage_syndrome
Berylliosis,https://en.wikipedia.org/wiki/Berylliosis,No,https://en.wikipedia.org/wiki/Berylliosis
Beta ketothiolase deficiency,https://en.wikipedia.org/wiki/Beta_ketothiolase_deficiency,Yes,https://en.wikipedia.org/wiki/Beta-ketothiolase_deficiency
Beta-mannosidosis,https://en.wikipedia.org/wiki/Beta-mannosidosis,No,https://en.wikipedia.org/wiki/Beta-mannosidosis
Beta-thalassemia,https://en.wikipedia.org/wiki/Beta-thalassemia,Yes,https://en.wikipedia.org/wiki/Beta_thalassemia
Bethlem myopathy,https://en.wikipedia.org/wiki/Bethlem_myopathy,No,https://en.wikipedia.org/wiki/Bethlem_myopathy
Bhaskar Jagannathan syndrome,https://en.wikipedia.org/wiki/Bhaskar_Jagannathan_syndrome,Yes,https://en.wikipedia.org/wiki/Bhaskar%E2%80%93Jagannathan_syndrome
Bickel Fanconi glycogenosis,https://en.wikipedia.org/wiki/Bickel_Fanconi_glycogenosis,Yes,https://en.wikipedia.org/wiki/Fanconi%E2%80%93Bickel_syndrome
Bicuspid aortic valve,https://en.wikipedia.org/wiki/Bicuspid_aortic_valve,No,https://en.wikipedia.org/wiki/Bicuspid_aortic_valve
Biemond syndrome,https://en.wikipedia.org/wiki/Biemond_syndrome,No,https://en.wikipedia.org/wiki/Biemond_syndrome
Bilateral renal agenesis dominant type,https://en.wikipedia.org/wiki/Bilateral_renal_agenesis_dominant_type,Yes,https://en.wikipedia.org/wiki/Potter_sequence
Bilateral renal agenesis,https://en.wikipedia.org/wiki/Bilateral_renal_agenesis,Yes,https://en.wikipedia.org/wiki/Renal_agenesis
"Biliary atresia, extrahepatic","https://en.wikipedia.org/wiki/Biliary_atresia,_extrahepatic",Yes,https://en.wikipedia.org/wiki/Biliary_atresia
Biliary atresia,https://en.wikipedia.org/wiki/Biliary_atresia,No,https://en.wikipedia.org/wiki/Biliary_atresia
Biliary cirrhosis,https://en.wikipedia.org/wiki/Biliary_cirrhosis,Yes,https://en.wikipedia.org/wiki/Primary_biliary_cholangitis
Biliary tract cancer,https://en.wikipedia.org/wiki/Biliary_tract_cancer,Yes,https://en.wikipedia.org/wiki/Cholangiocarcinoma
Binswanger's disease,https://en.wikipedia.org/wiki/Binswanger%27s_disease,No,https://en.wikipedia.org/wiki/Binswanger%27s_disease
Bipolar disorder,https://en.wikipedia.org/wiki/Bipolar_disorder,No,https://en.wikipedia.org/wiki/Bipolar_disorder
Bipolar I disorder,https://en.wikipedia.org/wiki/Bipolar_I_disorder,No,https://en.wikipedia.org/wiki/Bipolar_I_disorder
Bipolar II disorder,https://en.wikipedia.org/wiki/Bipolar_II_disorder,No,https://en.wikipedia.org/wiki/Bipolar_II_disorder
Biotin deficiency,https://en.wikipedia.org/wiki/Biotin_deficiency,No,https://en.wikipedia.org/wiki/Biotin_deficiency
Biotinidase deficiency,https://en.wikipedia.org/wiki/Biotinidase_deficiency,No,https://en.wikipedia.org/wiki/Biotinidase_deficiency
Birdshot chorioretinopathy,https://en.wikipedia.org/wiki/Birdshot_chorioretinopathy,No,https://en.wikipedia.org/wiki/Birdshot_chorioretinopathy
Birt–Hogg–Dubé syndrome,https://en.wikipedia.org/wiki/Birt%E2%80%93Hogg%E2%80%93Dub%C3%A9_syndrome,No,https://en.wikipedia.org/wiki/Birt%E2%80%93Hogg%E2%80%93Dub%C3%A9_syndrome
Björnstad syndrome,https://en.wikipedia.org/wiki/Bj%C3%B6rnstad_syndrome,No,https://en.wikipedia.org/wiki/Bj%C3%B6rnstad_syndrome
BK virus nephritis,https://en.wikipedia.org/wiki/BK_virus,No,https://en.wikipedia.org/wiki/BK_virus
Black piedra,https://en.wikipedia.org/wiki/Black_piedra,Yes,https://en.wikipedia.org/wiki/Piedraia_hortae#Pathology
Bladder neoplasm,https://en.wikipedia.org/wiki/Bladder_neoplasm,Yes,https://en.wikipedia.org/wiki/Bladder_cancer
Blastoma,https://en.wikipedia.org/wiki/Blastoma,No,https://en.wikipedia.org/wiki/Blastoma
Blastomycosis,https://en.wikipedia.org/wiki/Blastomycosis,No,https://en.wikipedia.org/wiki/Blastomycosis
Blepharitis,https://en.wikipedia.org/wiki/Blepharitis,No,https://en.wikipedia.org/wiki/Blepharitis
Blepharo naso facial syndrome Van maldergem type,https://en.wikipedia.org/wiki/Blepharo_naso_facial_syndrome_Van_maldergem_type,Yes,https://en.wikipedia.org/wiki/Pashayan_syndrome
Blepharonasofacial malformation syndrome,https://en.wikipedia.org/wiki/Blepharonasofacial_malformation_syndrome,Yes,https://en.wikipedia.org/wiki/Pashayan_syndrome
"Blepharophimosis, ptosis, epicanthus inversus","https://en.wikipedia.org/wiki/Blepharophimosis,_ptosis,_epicanthus_inversus",Yes,https://en.wikipedia.org/wiki/Blepharophimosis
Blepharophimosis,https://en.wikipedia.org/wiki/Blepharophimosis,No,https://en.wikipedia.org/wiki/Blepharophimosis
Blepharospasm,https://en.wikipedia.org/wiki/Blepharospasm,No,https://en.wikipedia.org/wiki/Blepharospasm
Blood coagulation disorders,https://en.wikipedia.org/wiki/Blood_coagulation_disorders,Yes,https://en.wikipedia.org/wiki/Coagulopathy
Blood platelet disorders,https://en.wikipedia.org/wiki/Blood_platelet_disorders,Yes,https://en.wikipedia.org/wiki/Platelet
Blood vessel disorder,https://en.wikipedia.org/wiki/Blood_vessel_disorder,No,https://en.wikipedia.org/wiki/Blood_vessel_disorder
Bloom syndrome,https://en.wikipedia.org/wiki/Bloom_syndrome,No,https://en.wikipedia.org/wiki/Bloom_syndrome
Blount's disease,https://en.wikipedia.org/wiki/Blount%27s_disease,No,https://en.wikipedia.org/wiki/Blount%27s_disease
Blue cone monochromatism,https://en.wikipedia.org/wiki/Blue_cone_monochromatism,Yes,https://en.wikipedia.org/wiki/Monochromacy
Blue diaper syndrome,https://en.wikipedia.org/wiki/Blue_diaper_syndrome,No,https://en.wikipedia.org/wiki/Blue_diaper_syndrome
Blue rubber bleb nevus,https://en.wikipedia.org/wiki/Blue_rubber_bleb_nevus,Yes,https://en.wikipedia.org/wiki/Blue_rubber_bleb_nevus_syndrome
Body dysmorphic disorder,https://en.wikipedia.org/wiki/Body_dysmorphic_disorder,No,https://en.wikipedia.org/wiki/Body_dysmorphic_disorder
Boil,https://en.wikipedia.org/wiki/Boil,No,https://en.wikipedia.org/wiki/Boil
Bolivian hemorrhagic fever,https://en.wikipedia.org/wiki/Bolivian_hemorrhagic_fever,No,https://en.wikipedia.org/wiki/Bolivian_hemorrhagic_fever
Bone fragility craniosynostosis proptosis hydrocephalus,https://en.wikipedia.org/wiki/Bone_fragility_craniosynostosis_proptosis_hydrocephalus,Yes,https://en.wikipedia.org/wiki/Osteogenesis_imperfecta
Bone marrow failure,https://en.wikipedia.org/wiki/Bone_marrow_failure,No,https://en.wikipedia.org/wiki/Bone_marrow_failure
Bone neoplasms,https://en.wikipedia.org/wiki/Bone_neoplasms,Yes,https://en.wikipedia.org/wiki/Bone_tumor
Bone tumor (generic term),https://en.wikipedia.org/wiki/Bone_tumor_(generic_term),Yes,https://en.wikipedia.org/wiki/Bone_tumor
Bonnevie–Ullrich–Turner syndrome,https://en.wikipedia.org/wiki/Bonnevie%E2%80%93Ullrich%E2%80%93Turner_syndrome,Yes,https://en.wikipedia.org/wiki/Turner_syndrome
Boomerang dysplasia,https://en.wikipedia.org/wiki/Boomerang_dysplasia,No,https://en.wikipedia.org/wiki/Boomerang_dysplasia
Borderline personality disorder,https://en.wikipedia.org/wiki/Borderline_personality_disorder,No,https://en.wikipedia.org/wiki/Borderline_personality_disorder
Borreliosis,https://en.wikipedia.org/wiki/Borreliosis,Yes,https://en.wikipedia.org/wiki/Lyme_disease
Bothriocephalosis,https://en.wikipedia.org/wiki/Bothriocephalosis,Yes,https://en.wikipedia.org/wiki/Diphyllobothrium
Botulism,https://en.wikipedia.org/wiki/Botulism,No,https://en.wikipedia.org/wiki/Botulism
Bourneville's disease,https://en.wikipedia.org/wiki/Bourneville%27s_disease,Yes,https://en.wikipedia.org/wiki/Tuberous_sclerosis
Bowen–Conradi syndrome,https://en.wikipedia.org/wiki/Bowen%E2%80%93Conradi_syndrome,No,https://en.wikipedia.org/wiki/Bowen%E2%80%93Conradi_syndrome
Bowenoid papulosis,https://en.wikipedia.org/wiki/Bowenoid_papulosis,No,https://en.wikipedia.org/wiki/Bowenoid_papulosis
Bowen's disease,https://en.wikipedia.org/wiki/Bowen%27s_disease,Yes,https://en.wikipedia.org/wiki/Squamous_cell_skin_cancer
Brachman-de Lange syndrome,https://en.wikipedia.org/wiki/Brachman-de_Lange_syndrome,Yes,https://en.wikipedia.org/wiki/Cornelia_de_Lange_syndrome
Brachydactyly,https://en.wikipedia.org/wiki/Brachydactyly,No,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly clinodactyly,https://en.wikipedia.org/wiki/Brachydactyly_clinodactyly,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly Smorgasbord type,https://en.wikipedia.org/wiki/Brachydactyly_Smorgasbord_type,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly type A1,https://en.wikipedia.org/wiki/Brachydactyly_type_A1,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly type A2,https://en.wikipedia.org/wiki/Brachydactyly_type_A2,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly type A3,https://en.wikipedia.org/wiki/Brachydactyly_type_A3,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly type A5 nail dysplasia,https://en.wikipedia.org/wiki/Brachydactyly_type_A5_nail_dysplasia,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly type A6,https://en.wikipedia.org/wiki/Brachydactyly_type_A6,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly type A7,https://en.wikipedia.org/wiki/Brachydactyly_type_A7,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly type B,https://en.wikipedia.org/wiki/Brachydactyly_type_B,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly type C,https://en.wikipedia.org/wiki/Brachydactyly_type_C,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly type D,https://en.wikipedia.org/wiki/Brachydactyly_type_D,No,https://en.wikipedia.org/wiki/Brachydactyly_type_D
Brachydactyly type E,https://en.wikipedia.org/wiki/Brachydactyly_type_E,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Brachydactyly types B and E combined,https://en.wikipedia.org/wiki/Brachydactyly_types_B_and_E_combined,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Brachymesophalangy 2 and 5,https://en.wikipedia.org/wiki/Brachymesophalangy_2_and_5,Yes,https://en.wikipedia.org/wiki/Brachydactyly
Bradykinesia,https://en.wikipedia.org/wiki/Bradykinesia,Yes,https://en.wikipedia.org/wiki/Hypokinesia#Bradykinesia
Brain cavernous angioma,https://en.wikipedia.org/wiki/Cavernous_angioma,Yes,https://en.wikipedia.org/wiki/Cavernous_hemangioma
Brain neoplasms,https://en.wikipedia.org/wiki/Brain_neoplasms,Yes,https://en.wikipedia.org/wiki/Brain_tumor
Branchio-oculo-facial syndrome,https://en.wikipedia.org/wiki/Branchio-oculo-facial_syndrome,No,https://en.wikipedia.org/wiki/Branchio-oculo-facial_syndrome
Branchio-oto-renal syndrome,https://en.wikipedia.org/wiki/Branchio-oto-renal_syndrome,No,https://en.wikipedia.org/wiki/Branchio-oto-renal_syndrome
Brazilian hemorrhagic fever,https://en.wikipedia.org/wiki/Brazilian_hemorrhagic_fever,No,https://en.wikipedia.org/wiki/Brazilian_hemorrhagic_fever
Breast cancer,https://en.wikipedia.org/wiki/Breast_cancer,No,https://en.wikipedia.org/wiki/Breast_cancer
"Breast cancer, familial",https://en.wikipedia.org/wiki/Hereditary_breast%E2%80%94ovarian_cancer_syndrome,Yes,https://en.wikipedia.org/wiki/Hereditary_breast%E2%80%93ovarian_cancer_syndrome
Brief psychotic disorder,https://en.wikipedia.org/wiki/Brief_psychotic_disorder,No,https://en.wikipedia.org/wiki/Brief_psychotic_disorder
Bright's disease,https://en.wikipedia.org/wiki/Bright%27s_disease,No,https://en.wikipedia.org/wiki/Bright%27s_disease
Brittle bone disease,https://en.wikipedia.org/wiki/Brittle_bone_disease,Yes,https://en.wikipedia.org/wiki/Osteogenesis_imperfecta
Brittle cornea syndrome,https://en.wikipedia.org/wiki/Brittle_cornea_syndrome,Yes,https://en.wikipedia.org/wiki/Ehlers%E2%80%93Danlos_syndromes
Broad beta disease,https://en.wikipedia.org/wiki/Broad_beta_disease,Yes,https://en.wikipedia.org/wiki/Familial_dysbetalipoproteinemia
Bromidrosiphobia,https://en.wikipedia.org/wiki/Bromidrosiphobia,Yes,https://en.wikipedia.org/wiki/Olfactory_reference_syndrome
Bronchiectasis,https://en.wikipedia.org/wiki/Bronchiectasis,No,https://en.wikipedia.org/wiki/Bronchiectasis
Bronchiolotis obliterans organizing pneumonia (BOOP),https://en.wikipedia.org/wiki/Bronchiolotis_obliterans_organizing_pneumonia_(BOOP),Yes,https://en.wikipedia.org/wiki/Cryptogenic_organizing_pneumonia
"Bronchitis, Chronic","https://en.wikipedia.org/wiki/Bronchitis,_Chronic",Yes,https://en.wikipedia.org/wiki/Bronchitis
Bronchogenic cyst,https://en.wikipedia.org/wiki/Bronchogenic_cyst,No,https://en.wikipedia.org/wiki/Bronchogenic_cyst
Bronchopulmonary dysplasia,https://en.wikipedia.org/wiki/Bronchopulmonary_dysplasia,No,https://en.wikipedia.org/wiki/Bronchopulmonary_dysplasia
Brown syndrome,https://en.wikipedia.org/wiki/Brown_syndrome,Yes,https://en.wikipedia.org/wiki/Brown%27s_syndrome
Brown-Séquard syndrome,https://en.wikipedia.org/wiki/Brown-S%C3%A9quard_syndrome,No,https://en.wikipedia.org/wiki/Brown-S%C3%A9quard_syndrome
Brucellosis,https://en.wikipedia.org/wiki/Brucellosis,No,https://en.wikipedia.org/wiki/Brucellosis
Bruck syndrome,https://en.wikipedia.org/wiki/Bruck_syndrome,No,https://en.wikipedia.org/wiki/Bruck_syndrome
Brugada syndrome,https://en.wikipedia.org/wiki/Brugada_syndrome,No,https://en.wikipedia.org/wiki/Brugada_syndrome
Bruton type agammaglobulinemia,https://en.wikipedia.org/wiki/Bruton_type_agammaglobulinemia,Yes,https://en.wikipedia.org/wiki/X-linked_agammaglobulinemia
Bubonic plague,https://en.wikipedia.org/wiki/Bubonic_plague,No,https://en.wikipedia.org/wiki/Bubonic_plague
Budd–Chiari syndrome,https://en.wikipedia.org/wiki/Budd%E2%80%93Chiari_syndrome,No,https://en.wikipedia.org/wiki/Budd%E2%80%93Chiari_syndrome
Buerger's disease,https://en.wikipedia.org/wiki/Buerger%27s_disease,Yes,https://en.wikipedia.org/wiki/Thromboangiitis_obliterans
Bulimia nervosa,https://en.wikipedia.org/wiki/Bulimia_nervosa,No,https://en.wikipedia.org/wiki/Bulimia_nervosa
Bullous pemphigoid,https://en.wikipedia.org/wiki/Bullous_pemphigoid,No,https://en.wikipedia.org/wiki/Bullous_pemphigoid
Burkitt's lymphoma,https://en.wikipedia.org/wiki/Burkitt%27s_lymphoma,Yes,https://en.wikipedia.org/wiki/Burkitt_lymphoma
Burning mouth syndrome,https://en.wikipedia.org/wiki/Burning_mouth_syndrome,No,https://en.wikipedia.org/wiki/Burning_mouth_syndrome
Buruli ulcer,https://en.wikipedia.org/wiki/Buruli_ulcer,No,https://en.wikipedia.org/wiki/Buruli_ulcer
Buschke–Ollendorff syndrome,https://en.wikipedia.org/wiki/Buschke%E2%80%93Ollendorff_syndrome,No,https://en.wikipedia.org/wiki/Buschke%E2%80%93Ollendorff_syndrome
Byssinosis,https://en.wikipedia.org/wiki/Byssinosis,No,https://en.wikipedia.org/wiki/Byssinosis
