diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
intracranial berry aneurysm,Q6058359, , , , , , , , , , , , , ,I60.7,C1835857, , ,https://en.wikipedia.org/wiki/Intracranial_berry_aneurysm,"intracranial aneurysm with a characteristic rounded shape, the most common form of cerebral aneurysm","ANEURYSM, INTRACRANIAL BERRY, 5,ANEURYSM, INTRACRANIAL BERRY, 5, ANIB5,familial aneurysmal subarachnoid hemorrhage,familial berry aneurysm,familial intracranial saccular aneurysm,saccular cerebral aneurysm"
acute lymphoblastic leukemia congenital sporadic aniridia,Q55789860, , , , , , , , , , , , , , , , , , ,"disease characterized by acute lymphoblastic leukemia with the presence of congenital sporadic aniridia, the absence of an iris, where neither parent has aniridia", 
annuloaortic ectasia,Q731569, , , , , , , , , , , , , , ,C0345050,C562834, ,https://en.wikipedia.org/wiki/Annuloaortic_ectasia,dilation of the proximal ascending aorta and aortic annulus,cystic medial necrosis of aorta
Microphthalmos and Anophthalmos with or without Coincident Oligophrenia. A Clinical and Geneticstatistical study,Q93808832, , , , , , , , , , , , , , , , , , , , 
anorgasmia,Q1772397, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Anorgasmia,type of sexual dysfunction in which a person cannot achieve orgasm despite adequate stimulation,"inhibited orgasm,orgasmic dysfunction,psychogenic anorgasmy"
Aortopulmonary window,Q616089, , , , , , , , , , , , , , ,C0003516, ,C101050,https://en.wikipedia.org/wiki/Aortopulmonary_window,acquired or  congenital anomaly in the aorta in which a communication exists between the ascending aorta and the pulmonary artery,"AP Window,APSD,APW,Aortic-pulmonary window,Aorto-pulmonary window,Aortopulmonary Septal Defect,Aortopulmonary Window"
pure red-cell aplasia,Q751631, , ,(RS)-cyclophosphamide,Q408524, , , , , , , , ,284.81, ,C0034902,D012010,C34974,https://en.wikipedia.org/wiki/Pure_red_cell_aplasia,human disease,"PRCA,Pure Red cell Aplasia,Pure red cell aplasia (disorder),Pure red cell aplasia, PRCA,Red cell hypoplasia,Red-Cell Aplasia, Pure,primary red cell aplasia"
reticulocytopenia,Q7316733, , , , , , , , , , , , , , ,C0858867, ,C113710,https://en.wikipedia.org/wiki/Reticulocytopenia,aplastic crisis, 
Apudoma,Q3621073, , , , , , , , , , , , , , ,C0003650,D001079, ,https://en.wikipedia.org/wiki/Apudoma,medical condition, 
"enamel hypoplasia, cataracts, and aqueductal stenosis",Q55782883, , , , , , , , , , , , , , ,C1833163,C563430, , ,human disease,"ENAMEL HYPOPLASIA, CATARACTS, AND AQUEDUCTAL STENOSIS"
arsenic poisoning,Q730249,"abdominal pain,asthenia,cough,dehydration,dermatitis,diarrhea,dyspnea,erythema,gastroenteritis,hyperpigmentation,nausea,peripheral neuropathy,red eye,respiratory irritation,shock,sore throat,ulceration of nasal septum,unconsciousness,vomiting","Q1166142,Q127076,Q12829165,Q1292082,Q156103,Q1641068,Q178061,Q183425,Q186889,Q188008,Q194290,Q21112283,Q21117237,Q229256,Q2610154,Q35805,Q40878,Q633403,Q945238", , , , , , ,arsenic,Q871, , , , , ,D020261, ,https://en.wikipedia.org/wiki/Arsenic_poisoning,arsenic affecting human life,arsenic toxicity
giant cell arteritis,Q707816,"diplopia,fatigue,fever,headache,jaw pain,tenderness,weight loss","Q12680516,Q38933,Q4922732,Q718113,Q775940,Q86,Q9690","methotrexate,prednisolone,prednisone,sumatriptan,tocilizumab","Q11426176,Q416978,Q422232,Q424972,Q425154", , , , , , , , ,446.5,M31.6,"C0039483,C1956391",D013700,C35065,https://en.wikipedia.org/wiki/Giant_cell_arteritis,human disease,"Cranial Arteritis,GCA,Giant cell arteritis (disorder),Giant cell arteritis NOS (disorder),Giant-cell arteritis,Horton disease,Horton's disease,Polymyalgia Rheumatica,Temporal arteritis,Temporal arteritis (disorder)"
Ashman phenomenon,Q4805668, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Ashman_phenomenon,medical condition, 
abasia,Q305641, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Abasia,disease, 
Astrovirus infection in children living in the Central West region of Brazil ]]>,Q106424107, , , , , , , , , , , , , , , , , , , , 
athetosis,Q755524, , , , ,dyskinetic cerebral palsy,Q4813631, , , , , , , , ,"C0004158,C1845265",D001264,C116574,https://en.wikipedia.org/wiki/Athetosis,"slow, involuntary, convoluted, writhing movements of the fingers, hands, toes, and feet and in some cases, arms, legs, neck and tongue", 
esophageal atresia,Q298233, , , , , , , , , , , , ,750.3,Q39.0,C0014850,D004933,C87072,https://en.wikipedia.org/wiki/Esophageal_atresia,congenital disorder of digestive system,"Congenital atresia of esophagus (disorder),Imperforate esophagus,Imperforate esophagus (disorder),atresia of oesophagus,congenital atresia of esophagus,congenital esophageal atresia,congenital imperforate esophagus,esophagus atresia,oesophageal atresia,oesophagus atresia"
Cardiac myxoma,Q4817544, , , , , , , , , , , , , , ,"C0151241,C1850635",C538262, ,https://en.wikipedia.org/wiki/Cardiac_myxoma,medical condition,Cardiac Myxoma
Atrioventricular fistula,Q4817566, , , , , , , , , , , , , , ,C0340330, , ,https://en.wikipedia.org/wiki/Atrioventricular_fistula, , 
auditory processing disorder,Q433152, , , , , , , , , , , , , , , ,D001308,C97170,https://en.wikipedia.org/wiki/Auditory_processing_disorder,"neurological disorder, developmental or acquired","Acoustic Perceptual Disorder,Acoustic Perceptual Disorders,Auditory Comprehension Disorder,Auditory Comprehension Disorders,Auditory Inattention,Auditory Inattentions,Auditory Perceptual Disorder,Auditory Perceptual Disorders,Auditory Processing Disorder,Auditory Processing Disorders,Comprehension Disorder, Auditory,Comprehension Disorders, Auditory,Disorder, Acoustic Perceptual,Disorder, Auditory Comprehension,Disorder, Auditory Processing,Disorder, Psychoacoustical,Disorders, Acoustic Perceptual,Disorders, Auditory Comprehension,Disorders, Auditory Processing,Disorders, Psychoacoustical,Inattention, Auditory,Inattentions, Auditory,Perceptual Disorder, Acoustic,Perceptual Disorder, Auditory,Perceptual Disorders, Acoustic,Perceptual Disorders, Auditory,Processing Disorder, Auditory,Processing Disorders, Auditory,Psychoacoustical Disorder,Psychoacoustical Disorders,central auditory processing disorder,disorder of sensory perception of sound"
axial spondyloarthritis,Q28867094, , , , , , , , , , , , , , ,C3203547,D000089183, ,https://en.wikipedia.org/wiki/Axial_spondyloarthritis,disease,"axSpA,axial Spondyloarthropathy"
Faculty of 1000 evaluation for Association of Bacillus cereus infection with contaminated alcohol prep pads,Q63363744, , , , , , , , , , , , , , , , , , , , 
bacterial gastroenteritis,Q18966636, , , , , , , , , , , , , , , , ,C35483, ,human disease,"Bacterial gastroenteritis (disorder),Gastroenteritis - bact.,bacterial diarrhea,obsolete bacterial gastroenteritis"
Bangstad syndrome,Q4855629, , , , , , , , , , , , ,759.89,E31.8,C0342284,C537902, ,https://en.wikipedia.org/wiki/Bangstad_syndrome,medical condition,"Ataxia-diabetes-goiter-gonadal insufficiency syndrome,BANGSTAD SYNDROME,Bird-Headed Dwarfism With Progressive Ataxia, Insulin-Resistant Diabetes, Goiter, and Primary Gonadal Insufficiency,Bird-headed dwarfism with progressive ataxia, insulin-resistant diabetes, goiter and primary gonadal insufficiency"
barbiturate overdose,Q1184752, , , , , , , , , , , , , , ,C0572916, , ,https://en.wikipedia.org/wiki/Barbiturate_overdose,medical condition, 
basilar-type migraine,Q12857771, , , , , , , , , , , , , , ,C0270860, ,C117013, , ,"MBA,Migraine with brainstem aura,basilar artery migraine"
Bathophobia,Q6898244, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Bathophobia,fear of depths, 
cutaneous B-cell lymphoma,Q5196683, , , , , , , , , , , , ,202.80, ,C1274310, , ,https://en.wikipedia.org/wiki/Cutaneous_B-cell_lymphoma,human disease,"PCBCL,primary cutaneous B-cell lymphoma"
[Benign congenital hypotonia: a disease or syndrome?],Q93659865, , , , , , , , , , , , , , , , , , , , 
benign fasciculation syndrome,Q817298,fasciculation,Q1397878, , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Benign_fasciculation_syndrome,medical condition, 
benzodiazepine dependence,Q380409, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Benzodiazepine_dependence,"one or more of either tolerance, withdrawal symptoms, drug seeking behaviors, such as continued use despite harmful effects, and maladaptive pattern of substance use, according to the DSM-IV", 
Benzodiazepine overdose,Q4890788, , , , , , , , ,benzodiazepine,Q83871, , , , ,C0572933, , ,https://en.wikipedia.org/wiki/Benzodiazepine_overdose,high doses of benzodiazepines and the side effects, 
benzodiazepine withdrawal syndrome,Q6119887, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Benzodiazepine_withdrawal_syndrome,signs and symptoms due to benzodiazepines discontinuation in physically dependent persons,benzo withdrawal
Bhaskar–Jagannathan syndrome,Q4901373, , , , , , , , , , , , , , , ,C535437, ,https://en.wikipedia.org/wiki/Bhaskar%E2%80%93Jagannathan_syndrome,human disease,bhaskar jagannathan syndrome
blood platelet disease,Q2429620, , , , , , , , , , , , , , ,C0005818,D001791, , ,disorder of platelet function,"Thrombocytopathy,platelet disorder,thrombocytopathy"
vascular cancer,Q1683689, , , , , , , , , , , , , , ,"C0282607,C0346845,C1290407,C1334616,C1334617,C1334630,C1335753", ,"C5348,C5380,C5383,C5388,C7387,C7388,C7390", ,cardiovascular cancer that is located in blood vessels,"Blood Vessel neoplasm,Blood vessel tumor,Blood vessel tumor (morphologic abnormality),Blood vessel tumors,Blood vessel tumors (morphologic abnormality),Blood vessel tumour disorder,Haemangiomatous tumour,blood vessel neoplasm,blood vessel neoplasm (disease),leiomyosarcoma of the renal Vein,malignant great vessel tumor,malignant tumor of pulmonary Vein,malignant tumor of pulmonary artery,malignant vascular neoplasm,malignant vascular tumor,neoplasm of blood vessel,neoplasm of great vessel,pulmonary artery malignant neoplasm,pulmonary vein malignant neoplasm,renal vein leiomyosarcoma,tumor of blood vessel,vascular tissue neoplasm,vascular tumors"
Blue diaper syndrome,Q503458, , , , , , , , , , , , , ,E70.8,C0268478,C536239, ,https://en.wikipedia.org/wiki/Blue_diaper_syndrome,Blue Diaper syndrome is a hereditary metabolic disorder characterised by hypercalcaemia with nephrocalcinosis and indicanuria,"BLUE DIAPER SYNDROME,Drummond syndrome,Familial hypercalcemia-nephrocalcinosis-indicanuria syndrome,Hypercalcemia, familial, with nephrocalcinosis and indicanuria"
congenital bone marrow failure syndromes,Q98713408, , , , , , , , , , , , , , , ,D000080984, , ,inherited syndromes caused by mutations affecting hematopoietic stem cells,Congenital Bone Marrow Failure Syndrome
bradykinesia,Q897134, , , , , , , , , , , , , , , , ,C116707, ,"clinical sign, slow movements",Bradykinesia
brief psychotic disorder,Q2787727, , , , , , , , , , , , , , ,C0033958, , ,https://en.wikipedia.org/wiki/Brief_psychotic_disorder,"period of psychosis whose duration is generally shorter, is not always non-recurring, but can be, and is not caused by another condition",acute and transient psychotic disorders
Bright's disease,Q3246646, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Bright%27s_disease,historical classification of nephritis, 
olfactory reference syndrome,Q4386741, , , , , , , , , , , , , , ,"CL1643562,CL1657629",C000711529, ,https://en.wikipedia.org/wiki/Olfactory_reference_syndrome,False belief that you emit unpleasant body odours,"Bromidrosiphobia,bromidrophobia"
caffeine-induced sleep disorder,Q5017161, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Caffeine-induced_sleep_disorder,medical condition, 
Calcinosis cutis,Q5018783, , , , , , , , , , , , , , ,C0006664, , ,https://en.wikipedia.org/wiki/Calcinosis_cutis,Medical condition in which calcium deposits form in the skin, 
SARSr-CoV,Q278567, , , , ,"COVID-19,SARS-CoV-1,SARS-CoV-2,coronavirus disease","Q18975243,Q82069695,Q84263196,Q85438966", , , , , , , , , , , ,https://en.wikipedia.org/wiki/SARSr-CoV,species of coronavirus causing SARS and COVID-19,"SARS coronavirus,SARS-related virus,SARSr-CoV,Severe acute respiratory syndrome-related coronavirus,severe acute respiratory syndrome-related coronavirus"
Canga's bead symptom,Q5032332, , , , , , , , ,female genital tuberculosis,Q18967471, , , , , , , ,https://en.wikipedia.org/wiki/Canga%27s_bead_symptom,radiologic sign, 
canine distemper,Q601037, , , , ,Q11793055,Q11793055, , ,Canine distemper virus,Q1637524, , , , , ,D004216, ,https://en.wikipedia.org/wiki/Canine_distemper,dog disease,"Canine Distemper,Canine Distempers,Canine distemper,Distemper,Distemper, Canine,Distempers,Distempers, Canine,obsolete canine distemper"
Patients admitted for inpatient cannabis detoxification: withdrawal symptoms and impacts of common comorbidities,Q63378907, , , , , , , , , , , , , , , , , , , , 
Progression of cardiac amyloid deposition in hereditary transthyretin amyloidosis patients after liver transplantation,Q58278688, , , , , , , , , , , , , , , , , , , , 
Caregiver syndrome,Q5038976, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Caregiver_stress,Emotional and mental taxing of those who care for individuals with disabilities, 
isolated microphthalmia with cataract 1,Q55950267, , , , , , , , , , , , , , ,C1834919,C563582, , ,human disease,"Cataract, Congenital, With Microphthalmia,MCOPCT1,MICROPHTHALMIA, ISOLATED, WITH CATARACT 1"
celiac disease-epilepsy-cerebral calcification syndrome,Q6137184, , , , , , , , , , , , , , ,C1856930,C535496, , ,"Celiac disease, epilepsy and cerebral calcification syndrome (CEC) is a rare disorder characterized by the combination of auto-immune intestinal disease, epileptic seizures and cerebral calcifications","CEC,EPILEPSY WITH BILATERAL OCCIPITAL CALCIFICATIONS,Gobbi syndrome,celiac disease, epilepsy, and cerebral calcification syndrome"
Central serous retinopathy,Q1431217, , , , , , , , , , , , ,362.41,H35.7,C0730328,D056833,C115124,https://en.wikipedia.org/wiki/Central_serous_chorioretinopathy,visual impairment,"CSC,CSCR,CSR,Central Serous Retinopathy,Central serous chorioretinopathy after bone marrow transplantation,Central serous choroidopathy,central serous chorioretinopathy"
Cerebellar agenesis,Q18345210, , , , , , , , , , , , , , ,C0344488, , ,https://en.wikipedia.org/wiki/Cerebellar_agenesis,human disease, 
spinocerebellar ataxia type 7,Q22443706, , , , , , , , , , , , , ,G11.8,C0752125, ,C126562, ,Human disease,"Adca, Type 2,Ataxia with pigmentary retinopathy,Autosomal Dominant Cerebellar Ataxia, Type 2,Cerebellar syndrome-pigmentary maculopathy syndrome,Olivopontocerebellar Atrophy 3,Opca 3,Opca With Macular Degeneration and External Ophthalmoplegia,Opca With Retinal Degeneration,SCA7,SPINOCEREBELLAR ATAXIA 7,SPINOCEREBELLAR ATAXIA 7, SCA7,Spinocerebellar Ataxia type 7"
cerebral ventricle neoplasm,Q71396405, , , , , , , , , , , , , , , ,D002551, , ,neoplasm located in the brain ventricles,"Intraventricular Brain Neoplasm,Intraventricular Brain Tumor,Intraventricular tumor of brain,cerebral ventricle neoplasm"
Infantile neuronal ceroid lipofuscinosis,Q4357262, , , , , , , , , , , , , ,E75.4,"C0268281,C2931673",C537948, ,https://en.wikipedia.org/wiki/Infantile_neuronal_ceroid_lipofuscinosis,Neuronal ceroid lipofuscinosis,"Balkan disease,Hagberg-Santavuori disease,INCL,Infantile Finnish type neuronal ceroid lipofuscinosis,Infantile NCL,Santavuori disease,Santavuori-Haltia disease,infantile neuronal ceroid lipofuscinosis"
multifocal atrial tachycardia,Q1165996, , , , , , , , , , , , ,427.89,I47.1,C0221158, , ,https://en.wikipedia.org/wiki/Multifocal_atrial_tachycardia,"abnormal heart rhythm, specifically a type of supraventricular tachycardia","Chaotic atrial tachycardia,MAT"
Cheilitis glandularis simplex,Q95413493, , , , , , , , , , , , , , , , , , , , 
chemophobia,Q2055121, , , , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Chemophobia,fear of chemicals,"chemonoia,chemphobia"
Chimerism,Q26842138, , , , , , , , , , , , , , , , , , ,journal, 
Cholinesterase inhibitors and Chinese-restaurant syndrome,Q93702418, , , , , , , , , , , , , , , , , , , , 
Chlamydia trachomatis,Q131065, , , , , , , , , , , , , , , ,D002692, ,https://en.wikipedia.org/wiki/Chlamydia_trachomatis,species of bacterium,C. trachomatis
Chlamydia pneumoniae CWL029,Q21397863, , , , , , , , , , , , , , , , , , ,strain of obligate intracellular bacterium,Chlamydophila pneumoniae CWL029
progressive familial intrahepatic cholestasis,Q1018534, , , , , , , , , , , , , , ,C0268312, ,C84453,https://en.wikipedia.org/wiki/Progressive_familial_intrahepatic_cholestasis,"intrahepatic cholestasis characterized by early onset of chronic unremitting cholestasis of hepatocellular origin that progresses to hepatic fibrosis, cirrhosis, and end-stage liver disease before adulthood","PFIC, Byler disease"
Choroid plexus cyst,Q1237766, , , , , , , , , , , , , , ,C0338597, ,C4351,https://en.wikipedia.org/wiki/Choroid_plexus_cyst,human disease,"choroid plexus cyst,cpc - choroid plexus cyst"
