diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
Q731569,Q731569, , , , , , , , , , , , , , ,C0345050,C562834, , , , 
Q72277448,Q72277448, , , , , , , , , , , , , , , , , , , , 
Q65361991,Q65361991, , , , , , , , , , , , , , , , , , , , 
anorgasmia,Q1772397, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Anorgasmia,Orgasmo-gutxiegitasuna edo orgasmorik eza, 
Q11788623,Q11788623, , , , , , , , , , , , , , , , , , , , 
Q5488,Q5488, , , , , , , , , , , , , , ,C0243065, , , , , 
Q7316733,Q7316733, , , , , , , , , , , , , , ,C0858867, ,C113710, , , 
Q3621073,Q3621073, , , , , , , , , , , , , , ,C0003650,D001079, , , , 
Q17080749,Q17080749, , , , , , , , , , , , , , , , , , , , 
artsenikoko intoxikazio,Q730249,"Arnasestu,Astenia,Dermatitis,Eritema,Eztul,Gastroenteritis,Q12829165,Q178061,Q21112283,Q21117237,Q2610154,beherako,deshidratazioa,eztarriko min,goragale,hiperpigmentazio,neuropatia,oka,tripako min","Q1166142,Q127076,Q12829165,Q1292082,Q156103,Q1641068,Q178061,Q183425,Q186889,Q188008,Q194290,Q21112283,Q21117237,Q229256,Q2610154,Q35805,Q40878,Q633403,Q945238", , , , , , ,artseniko,Q871, , , , , ,D020261, , , , 
Q707816,Q707816,"Q12680516,Q4922732,buruko min,diplopia,neke,pisu galera,sukar","Q12680516,Q38933,Q4922732,Q718113,Q775940,Q86,Q9690","Q416978,Q425154,metotrexato,prednisolona,prednisona","Q11426176,Q416978,Q422232,Q424972,Q425154", , , , , , , , ,446.5,M31.6,"C0039483,C1956391",D013700,C35065, , , 
Q4805668,Q4805668, , , , , , , , , , , , , , , , , , , , 
Q9300736,Q9300736, , , , , , , , , , , , , , , , , , , , 
Q35160640,Q35160640, , , , , , , , , , , , , , , , , , , , 
Q755524,Q755524, , , , ,Q4813631,Q4813631, , , , , , , , ,"C0004158,C1845265",D001264,C116574, , , 
Hestegorriko sortzetiko malformazioak,Q298233, , , , , , , , , , , , ,750.3,Q39.0,C0014850,D004933,C87072,https://eu.wikipedia.org/wiki/Hestegorriko_sortzetiko_malformazioak, ,"Esofagoko atresi,Fistula trakeoesofagiko,Hestegorriko atresia"
Q4817544,Q4817544, , , , , , , , , , , , , , ,"C0151241,C1850635",C538262, , , , 
Q4817566,Q4817566, , , , , , , , , , , , , , ,C0340330, , , , , 
Q433152,Q433152, , , , , , , , , , , , , , , ,D001308,C97170, , , 
Q28867094,Q28867094, , , , , , , , , , , , , , ,C3203547,D000089183, , , , 
Q70486606,Q70486606, , , , , , , , , , , , , , , , , , , , 
Q18966636,Q18966636, , , , , , , , , , , , , , , , ,C35483, , , 
Q4855629,Q4855629, , , , , , , , , , , , ,759.89,E31.8,C0342284,C537902, , , , 
barbituriko gaindosi,Q1184752, , , , , , , , , , , , , , ,C0572916, , , , , 
Q12857771,Q12857771, , , , , , , , , , , , , , ,C0270860, ,C117013, , , 
Q6898244,Q6898244, , , , , , , , , , , , , , , , , , , , 
Q5196683,Q5196683, , , , , , , , , , , , ,202.80, ,C1274310, , , , , 
Q74639229,Q74639229, , , , , , , , , , , , , , , , , , , , 
Q817298,Q817298,faszikulazio,Q1397878, , , , , , , , , , , , , , , , , , 
Q380409,Q380409, , , , , , , , , , , , , , , , , , , , 
Q4890788,Q4890788, , , , , , , , ,Bentzodiazepina,Q83871, , , , ,C0572933, , , , , 
Q6119887,Q6119887, , , , , , , , , , , , , , , , , , , , 
Q4901373,Q4901373, , , , , , , , , , , , , , , ,C535437, , , , 
Q80794360,Q80794360, , , , , , , , , , , , , , , , , , , , 
Q2429620,Q2429620, , , , , , , , , , , , , , ,C0005818,D001791, , , , 
Q65075660,Q65075660, , , , , , , , , , , , , , , , , , , , 
Q503458,Q503458, , , , , , , , , , , , , ,E70.8,C0268478,C536239, , , , 
Q7882181,Q7882181, , , , , , , , , , , , , , ,CL406855,D000080983, , , , 
bradizinesia,Q897134, , , , , , , , , , , , , , , , ,C116707, ,"Gorputz-mugimenduen moteltasuna, lesio neurologikorik gabekoa", 
Q95445834,Q95445834, , , , , , , , , , , , , , , , , , , , 
Q3246646,Q3246646, , , , , , , , , , , , , , , , , , , , 
Q4386741,Q4386741, , , , , , , , , , , , , , ,"CL1643562,CL1657629",C000711529, , , , 
Q5017161,Q5017161, , , , , , , , , , , , , , , , , , , , 
larruazaleko kaltzinosi,Q5018783, , , , , , , , , , , , , , ,C0006664, , , , , 
SARS-CoV-2,Q82069695, , , , ,"Arnas sindrome akutu larria,COVID-19,COVID-19 gaixotasunaren 2019-2020ko pandemia,Q278567,SARS-CoV","Q103177,Q278567,Q81068910,Q84263196,Q85438966", , , , , , , , , ,D000086402, ,https://eu.wikipedia.org/wiki/SARS-CoV-2,koronabirusaren aldaera,2019-nCoV
Q5032332,Q5032332, , , , , , , , ,Q18967471,Q18967471, , , , , , , , , , 
mukieri,Q601037, , , , ,Q11793055,Q11793055, , ,Canine distemper virus,Q1637524, , , , , ,D004216, , ,"Txakurraren gaixotasun biral kutsakorra, Morbillivirus generoko birus batek eragiten duena. Sintoma ohikoenak sukarra, begi-katarroa, arnas bideetako katarroa, gastroenteritisa eta maiz nerbio-sistemako eta biriketako konplikazioak izaten dira.", 
Q65374287,Q65374287, , , , , , , , , , , , , , , , , , , , 
Q68923147,Q68923147, , , , , , , , , , , , , , , , , , , , 
Q5038976,Q5038976, , , , , , , , , , , , , , , , , , , , 
Q55950267,Q55950267, , , , , , , , , , , , , , ,C1834919,C563582, , , , 
Q6137184,Q6137184, , , , , , , , , , , , , , ,C1856930,C535496, , , , 
Q1431217,Q1431217, , , , , , , , , , , , ,362.41,H35.7,C0730328,D056833,C115124, , , 
Q18345210,Q18345210, , , , , , , , , , , , , , ,C0344488, , , , , 
Q29643762,Q29643762, , , , , , , , , , , , , , ,"C0262404,C0740279,C4020873", , , , , 
Q71396405,Q71396405, , , , , , , , , , , , , , , ,D002551, , , , 
Q4357262,Q4357262, , , , , , , , , , , , , ,E75.4,"C0268281,C2931673",C537948, , , , 
MAT,MAT, , , , , , , , , , , , , , , , , , , , 
Q70957905,Q70957905, , , , , , , , , , , , , , , , , , , , 
Q2055121,Q2055121, , , , , , , , , , , , , , , , , , , , 
Q26842138,Q26842138, , , , , , , , , , , , , , , , , , , , 
Q71921582,Q71921582, , , , , , , , , , , , , , , , , , , , 
Chlamydia trachomatis,Q131065, , , , , , , , , , , , , , , ,D002692, ,https://eu.wikipedia.org/wiki/Chlamydia_trachomatis, , 
Chlamydia pneumoniae,Q62869737, , , , , , , , , , , , , , , , , , , , 
Q30849793,Q30849793, , , , , , , , , , , , , , , , , , , , 
Q55785081,Q55785081, , , , , , , , , , , , , , ,C4310747, , , , , 
Q1237766,Q1237766, , , , , , , , , , , , , , ,C0338597, ,C4351, , , 
Q7455142,Q7455142, , , , , , , , , , , , ,363.8,H30.8,C0729842, , , , , 
trisomia,Q844903, , , , , , , , , , , , , , ,C0041107,D014314, , ,Zelula edo organismo diploide batek kromosoma-bikote batean hirugarren kromosoma bat edo horren zati bat izatea, 
Q936656,Q936656, , , , , , , , ,Kinina,Q189522, , , , ,C0151555, , , , , 
Q30314608,Q30314608, , , , , , , , , , , , , , , , , , , , 
Q5139133,Q5139133, , , , , , , , , , , , ,292.89,T40.5, , , , , , 
Q21503318,Q21503318, , , , , , , , , , , , , , , , , , , , 
Q3961632,Q3961632, , , , , , , , , , , , , ,D59.1,C0175816, , , , , 
Cold antibody hemolytic anemia,Q5142432, , , , , , , , , , , , , , , , , , ,Wikimediako argipen orri, 
Q3552503,Q3552503, , , , , , , , , , , , , , , , , , , , 
Q21132183,Q21132183, , , , , , , , , , , , , , , , , , , , 
afibrinogenemia,Q5160407, , , , , , , , , , , , , , ,C0001733,D000347,C98130, ,Odolean fibrinogenorik ez egotea edo gutxi egotea dakarren eritasuna, 
Q5160408,Q5160408, , , , , , , , , , , , , , ,C1857583, , , , , 
Q73105726,Q73105726, , , , , , , , , , , , , , , , , , , , 
Q71977549,Q71977549, , , , , , , , , , , , , , , , , , , , 
Q1395683,Q1395683, , , , , , , , , , , , ,777.8, ,C0009714,C562378,C97071, , , 
Q73433043,Q73433043, , , , , , , , , , , , , , , , , , , , 
Q50465198,Q50465198, , , , , , , , , , , , , , , , , , , , 
Q70709120,Q70709120, , , , , , , , , , , , , , , , , , , , 
Q30314657,Q30314657, , , , , , , , , , , , , , ,CL495035, , , , , 
Q2006818,Q2006818, , , , ,Q6279182,Q6279182, , , , , , , , ,C0026821,D009120,C34827, , , 
Q5181978,Q5181978, , , , , , , , , , , , ,704.8, ,C0432348, , , , , 
Q17084842,Q17084842, , , , , , , , , , , , ,758.81,E72.8,C1845862,C535598,C125665, , , 
Q72429825,Q72429825, , , , , , , , , , , , , , , , , , , , 
zianuroagatiko intoxikazio,Q883082,konbultsio,Q852376, , , , , , ,Zianuro,Q55076544, , ,989.0,T65.0, ,D003486, , , , 
Zitomegalobirus,Q6946, , , , ,Q6929,Q6929, , , , , , , , , ,D003587, ,https://eu.wikipedia.org/wiki/Zitomegalobirus, , 
Q5208264,Q5208264, , , , , , , , , , , , , ,Q87.8,C2931014,C535768, , , , 
Isurketa berantiar,Q1142563, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Isurketa_berantiar, , 
Q71218394,Q71218394, , , , , , , , , , , , , , , , , , , , 
Q5260921,Q5260921, , , , ,nortasunaren nahasmendu eskizoide,Q498237, , , , , , , , , , , , , , 
22,22, , , , , , , , , , , , , , , , , , , , 
dermatophytids,dermatophytids, , , , , , , , , , , , , , , , , , , , 
Q9390543,Q9390543,"Q1497481,Q6003455","Q1497481,Q6003455", , , , , , ,Q18556087,Q18556087, , ,253.8,C72.8,"C0271889,C0342436", ,C116955, , , 
Q55790152,Q55790152, , , , , , , , , , , , , , ,C2931124,C536172, , , , 
Q5275418,Q5275418, , , , , , , , , , , , , ,Q82.8,C0474965, , , , , 
Q3085380,Q3085380, , , , , , , , , , , , ,491.8,J44.8,C0878555,C536174, , , , 
Q151350,Q151350, , , , , , , , , , , , , ,T46.0, , , , , , 
diplopia,Q775940, , , , , , , , , , , , , , ,C0012569,D004172,C37941, ,"Ikusmenaren akatsa, objektuak bikoitz ikusarazten dituena", 
Q67786307,Q67786307, , , , , , , , , , , , , , , , , , , , 
Q76884715,Q76884715, , , , , , , , , , , , , , , , , , , , 
lupus eritematoso diskoide,Q1228801, , , , , , , , , , , , , ,L93.0,C0024138,D008179,C26820, , , 
Q3700220,Q3700220, , , , , , , , , , , , , , , , , , , , 
Q7168463,Q7168463, , , , , , , , , , , , ,704.8,L08.8,C0263506,C562486, , , , 
dibertikulosi,Q278158, , , , ,dibertikulitis,Q1066061, , , , , , , , , ,D043963, ,https://eu.wikipedia.org/wiki/Dibertikulosi,Dibertikulu asko egotea. Digestio-aparatuan gertatzen da maizenik, 
Q55790164,Q55790164, , , , , , , , ,Q18936,Q18936, , , , , , , , , , 
Q3709266,Q3709266, , , , , , , , , , , , , , ,C0004760, , , , , 
Q5319401,Q5319401, , , , , , , , , , , , , , ,C3840049, , , , , 
Q5319404,Q5319404, , , , , , , , , , , , ,286.3,D68.2,"C0272350,C1260903", ,C131659, , , 
Q77618310,Q77618310, , , , , , , , , , , , , , , , , , , , 
Q55781839,Q55781839, , , , , , , , , , , , , , ,C1857143,C565610, , , , 
Q55785972,Q55785972, , , , , , , , , , , , , , , , , , , , 
Q18966558,Q18966558, , , , , , , , ,infekzio,Q166231, , , , , ,D004457, , , , 
Atsedenik gabeko zangoen sindrome,Q916280, , ,"Gabapentina,Karbamazepina,Q407988,Q411985,Q412174,Q420590,Q421304,Q47521685,Q5515257","Q407988,Q410352,Q410412,Q411985,Q412174,Q420590,Q421304,Q47521685,Q5515257",Q1036662,Q1036662, , , , , , ,"333.94,333.99",G25.81,C0035258,D012148,C84501,https://eu.wikipedia.org/wiki/Atsedenik_gabeko_zangoen_sindrome, , 
enkopresi,Q653027, , , , , , , , , , , , , , , ,D004688,C92568, ,"Gorozkien inkontinentzia, arrazoi organikorik eta borondaterik gabekoa, esfinterren kontrolak normalean funtzionatu behar lukeen adin batetik aurrera gertatzen dena", 
Q3725133,Q3725133, , , , ,Q2661443,Q2661443, , , , , , , , , , , , , , 
Q5379381,Q5379381, , , , , , , , , , , , , , , , , , , , 
Q5380626,Q5380626, , ,"B anfoterizina,Q411229","Q411229,Q412223", , , , ,infekzio,Q166231, , , , ,C1396717,C000656785,C77212, , , 
Q55790206,Q55790206, , , , , , , , ,Q68854,Q68854, , , , , , , , , , 
Q16969155,Q16969155, , , , , , , , , , , , ,595.89, ,C0742965, , , , , 
Q48770946,Q48770946, , , , , , , , , , , , , , ,C0151788, , , , , 
Q4898733,Q4898733, , , , , , , , , , , , ,"345.7,345.70", ,C0085543,D017036, , , , 
Q68584496,Q68584496, , , , , , , , , , , , , , , , , , , , 
Q897843,Q897843, , , , , , , , , , , , , , ,C0014818,D004919,C3025, , , 
Q13419512,Q13419512, , , , , , , , , , , , , , , ,D054308, , , , 
esoforia,Q5398647, , , , , , , , , , , , , , , , , , , , 
Q3961670,Q3961670, , , , ,Fads,Q16782245, , , , , , , , ,C0342919, , , , , 
Q1774245,Q1774245, , , , , , , , , , , , , , , , , , , , 
Q25399683,Q25399683, , , , , , , , , , , , , , ,C0344183, , , , , 
Q7455128,Q7455128, , , , , , , , , , , , , , , ,C537586, , , , 
exoforia,Q3062042, , , , , , , , , , , , , , , , , , , , 
Q70066275,Q70066275, , , , , , , , , , , , , , , , , , , , 
Q3106901,Q3106901, , , , , , , , , , , , , , ,C3163857, , , , , 
Q65546308,Q65546308, , , , , , , , , , , , , , , , , , , , 
Q1393718,Q1393718,Odoljario,Q166019, , , , , , , , , , ,286.2,D68.1,C0015523,D005173,C84705, , , 
Q69529607,Q69529607, , , , , , , , , , , , , , , , , , , , 
Q30314825,Q30314825, , , , , , , , , , , , , , ,C0272192,C562722, , , , 
Q81154670,Q81154670, , , , , , , , , , , , , , , , , , , , 
Q85760447,Q85760447, , , , , , , , , , , , , , , , , , , , 
Q303331,Q303331, , , , , , , , , , , , , , , , , , , , 
Fibrosi,Q605709, , , , , , , , , , , , , , ,C3550476,D005355, ,https://eu.wikipedia.org/wiki/Fibrosi,Ehun bat zuntzezko ehun bilakatzean datzan fenomenoa, 
Q123251,Q123251, , , , , , , , , , , , , , ,C0024301,D008224,C3209, , , 
Q21174328,Q21174328,"Eztul,Q12153824,Q21112283,Q21118859,Q517104,Q7798315,begietako narritadura","Q11820606,Q12153824,Q21112283,Q21118859,Q35805,Q517104,Q7798315", , , , , , ,formaldehido,Q161210, , , , , ,C537268, , , , 
Fournier-en gangrena,Q616449, , , , , , , , , , , , , , , ,D018934, , , , 
Q951639,Q951639, , , , , , , , , , , , , , , , , , , , 
Galaktorrea,Q278515, , , , , , , , , , , , ,"611.6,676.6", ,"C0235660,C3665358",D005687,C113343,https://eu.wikipedia.org/wiki/Galaktorrea,Edoskitzaroarekin loturarik ez duen bularretako esne-jarioa, 
Q5517828,Q5517828, , , , , , , , , , , , , , , ,C535402, , , , 
Q55790276,Q55790276, , , , , , , , , , , , , , ,C2930966,C535647, , , , 
Q1080699,Q1080699, , , , ,Kuru,Q274615, , , , , , , , , ,D016911, , , , 
Q475972,Q475972, , , , , , , , , , , , , , , , , , , , 
Q4675775,Q4675775, , , , , , , , , , , , , , , ,C538187, , , , 
Q95444789,Q95444789, , , , , , , , , , , , , , , , , , , , 
Q5639639,Q5639639, , , , , , , , , , , , , , ,C1841694,C535620, , , , 
Hallux valgus,Q852574, , , , , , , , , , , , , , ,"C0006386,C0018536",D006215, ,https://eu.wikipedia.org/wiki/Hallux_valgus, ,Juanikote
Q72887210,Q72887210, , , , , , , , , , , , , , , , , , , , 
Q5656137,Q5656137, , , , , , , , , , , , ,334.3,G11.1,C0393520,C535633, , , , 
Q3542028,Q3542028, , , , , , , , , , , , , ,"C38.0,D15.1",C4274356, , , , , 
Q5695132,Q5695132, , , , , , , , , , , , , , , , , , , , 
Q764185,Q764185, , , , , , , , , , , , , , , ,D059885, , , , 
Q52771370,Q52771370, , , , , , , , , , , , , , ,C1865871,C535860, , , , 
Q5711155,Q5711155, , , , , , , , , , , , , , , ,D006399, , , , 
Hemotorax,Q369073, , , , , , , , , , , , , , ,C0019123,D006491,C50582,https://eu.wikipedia.org/wiki/Hemotorax,Pleuran odola pilatzea, 
Q37741170,Q37741170, , , , , , , , , , , , , , , , , , , , 
Q83059792,Q83059792, , , , , , , , , , , , , , , , , , , , 
Q1330599,Q1330599, , , , , , , , , , , , , , , ,D006568, , , , 
Q849223,Q849223, , , , , , , , , , , , , , , , , , , , 
Zotin,Q58952, , ,"Q413717,Q510494,benzonatato,dietil eter,klorpromazina","Q202218,Q2070778,Q407972,Q413717,Q510494", , , , , , , , ,786.8, , ,D006606,C37966,https://eu.wikipedia.org/wiki/Zotin, ,Txopin
Txakurraren aldakako displasia,Q1434611, , , , , , , , , , , , , , , ,D006619, ,https://eu.wikipedia.org/wiki/Txakurraren_aldakako_displasia, , 
Q70583462,Q70583462, , , , , , , , , , , , , , , , , , , , 
Q3136521,Q3136521, , , , , , , , , , , , , , ,C0019624,D015616, , , , 
GIB,Q15787, , , , , , , , , , , , , , , ,D006678, ,https://eu.wikipedia.org/wiki/Giza_Immunoeskasiaren_Birusa, , 
ferra-itxurako giltzurrun,Q1634033, , , , , , , , , , , , , , , , ,C98947, ,"Bi giltzurrunak mutur batetik elkarri fusionatuak izatea, sortzetiko gaitza da, eta kasu gehienetan beheko muturretik agertzen dira fusionatuta", 
Q83156253,Q83156253, , , , , , , , , , , , , , , , , , , , 
Q70926359,Q70926359, , , , , , , , , , , , , , , , , , , , 
Q1424702,Q1424702, , , , , , , , ,Q5160454,Q5160454, , , , ,C0020186, , , , , 
Q1640868,Q1640868, , , , , , , , , , , , , , ,C0220994,D022124,C98950, , , 
Q112610466,Q112610466, , , , , , , , , , , , , , , , , , , , 
Q112610466,Q112610466, , , , , , , , , , , , , , , , , , , , 
Q5958019,Q5958019, , , , , , , , , , , , , , ,C2609164, , , , , 
hiperhidrosi,Q935781, , ,"Hiosziamina,Q27286540","Q27286540,Q413762", , , , , , , , , , , ,D006945,C78345,https://eu.wikipedia.org/wiki/Hiperhidrosi,Izerdi gehiegi jariatzea, 
Q605259,Q605259, , ,Q21284261,Q21284261, , , , , , , , , , ,C0020461,D006947,C37968, , , 
Q43185102,Q43185102, , , , , , , , , , , , , , ,C0263420,C538377, , , , 
Q68640538,Q68640538, , , , , , , , , , , , , , , ,D008072, , , , 
Q1641052,Q1641052, , , , , , , , , , , , , , ,"C0020494,C4280524,C4280525,C4280526,C4280527",D006957,C84772, , , 
Q1429154,Q1429154, , , , , , , , , , , , , , , , , , , , 
Q21101401,Q21101401, , , , , , , , , , , , , , , , , , , , 
Q22303883,Q22303883, , , , , , , , , , , , , , , , , , , , 
hipertermia,Q242165, , ,"Azido azetilsaliziliko,Ibuprofeno,Naproxeno,Q1320691,Q20817210,Q2552927,Q419175,Zeftazidima,Ziprofloxazino,azido mefenamiko,parazetamol,salizilamida","Q1215575,Q1320691,Q18216,Q186969,Q20817210,Q2496906,Q2552927,Q256602,Q284321,Q419175,Q57055,Q808845", , , , , , , , ,780.6, , ,D000224,C50589,https://eu.wikipedia.org/wiki/Hipertermia,Gorputzeko tenperatura ohikoa baino altuagoa izatea, 
Q5958803,Q5958803, , , , , , , , , , , , , ,E70.8,C2931837,C538393, , , , 
Q37634646,Q37634646, , , , , , , , , , , , , , , , , , , , 
Q42417349,Q42417349, , , , , , , , , , , , , ,D68.2,C0272350, , , , , 
Q48837404,Q48837404, , , , , , , , , , , , , , , , , , , , 
Q68867580,Q68867580, , , , , , , , , , , , , , , , , , , , 
Q55788677,Q55788677, , , , , , , , , , , , , ,G40.5, , , , , , 
Q5986402,Q5986402, , , , , , , , ,Q17077413,Q17077413, , , , ,C1562426, , , , , 
Q71419022,Q71419022, , , , , , , , , , , , , , , , , , , , 
Q17048348,Q17048348, , , , , , , , , , , , , ,K65.8,"C0025470,C0267770", , , , , 
Q6004091,Q6004091, , , , , , , , , , , , ,270.8,E72.0,C0268654,C536285, , , , 
Q55781136,Q55781136, , , , , , , , , , , , , ,K00.2,"C2931081,C3494175",C535997, , , , 
Q25324240,Q25324240, , , , , , , , , , , , , , , , , , , , 
Q16917828,Q16917828, , , , , , , , , , , , ,238.8,M72.8,C1318562, ,C3456, , , 
Q18377123,Q18377123, , , , , , , , , , , , , , ,C0342199, , , , , 
Anemia ferropeniko,Q954674, , ,"Q20817270,Q27105054,Q27290556,Q27888379,Q416370,Q47495792,Q7553318,burdina","Q20817270,Q27105054,Q27290556,Q27888379,Q416370,Q47495792,Q677,Q7553318", , , , , , ,Q6817662,Q6817662,"280.8,280.9", ,"C0029810,C0162316",D018798,C84484,https://eu.wikipedia.org/wiki/Anemia_ferropeniko, , 
5p,5p, , , , , , , , , , , , , , , , , , , , 
Q55786078,Q55786078, , , , , , , , , , , , , ,D18.0,C1367420,C537007,C27510, , , 
Q1976193,Q1976193, , , , , , , , , , , , ,695.89, ,C0406756,C536155, , , , 
Q6434647,Q6434647, , , , , , , , ,hipersentsibilitate,Q5958765, , , , ,C2609176, , , , , 
Q315940,Q315940, , , , , , , , , , , , , , , , , , , , 
saturnismo,Q110315,"Burton linea,anemia,anorexia,aurpegiko zurbiltasun,begietako narritadura,dardara,entzefalopatia,hipertentsio,idorreri,insomnio,koliko,malnutrizio,nefropatia,neke,paralisi,pisu galera,tripako min","Q1054718,Q107231,Q11820606,Q12167,Q13522706,Q178436,Q183425,Q1869874,Q21111985,Q223907,Q254327,Q41861,Q5000947,Q5445,Q576349,Q718113,Q9690","Q413968,Q421239,Q423814","Q413968,Q421239,Q423814", , , , ,berun,Q708,Q3392515,Q3392515,"984.8,984.9",T56.0,C0023176,D007855, ,https://eu.wikipedia.org/wiki/Saturnismo,"Berun-gatzak larruazalaren bidez edo ahotik sartzearen ondorioz hartutako intoxikazio kronikoa, gehienetan berun-industrietan lan egiten dutenek izaten dutena", 
Q1628627,Q1628627, , , , , , , , , , , , , , ,C0149721,D017379, , , , 
Q112221244,Q112221244, , , , , , , , , , , , , , , , , , , , 
Q72475133,Q72475133, , , , , , , , , , , , , , , , , , , , 
liken plano-papilar,Q6543201, , , , , , , , , , , , , ,L66.1,C0023645,C535892, , , , 
Q6543215,Q6543215, , , , , , , , , , , , , , ,C0263373, , , , , 
Q55999740,Q55999740, , , , , , , , , , , , , ,Q04.3,CL939321, , , , , 
Q1335036,Q1335036, , , , , , , , , , , , , , , ,D065148, , , , 
Q2041643,Q2041643, , , , , , , , , , , , , , , , , , ,konposatu kimiko, 
Q33486846,Q33486846, , , , , , , , , , , , , , , , , , , , 
Q71191017,Q71191017, , , , , , , , , , , , , , , , , , , , 
Q68918646,Q68918646, , , , , , , , , , , , , , , , , , , , 
Q69253576,Q69253576, , , , , , , , , , , , , , , , , , , , 
Q1878745,Q1878745, , , , , , , , , , , , ,447.8,"C86.6,L41.2",C0206182,D017731,C3721, , , 
Q3331434,Q3331434, , , , , , , , , , , , , ,M60.8,C2931639,C537829, , , , 
depresio,Q42844,"Depresio,Q290620,Q5419936,neke","Q290620,Q4340209,Q5419936,Q9690","Ketamina,Neuroleptiko,Q1452256,Q2273909,Q238544,Q2622367,Q27139037,Q334477,Q395229,Q411932,Q418361,Q58356,Q6535779,Q834280","Q1452256,Q208144,Q2273909,Q238544,Q243547,Q2622367,Q27139037,Q334477,Q395229,Q411932,Q418361,Q58356,Q6535779,Q834280",Depresio,Q4340209,"Kroniko,Q2857712,Q3184856","Q2857712,Q3184856,Q383126","Genetika,Ingurumenarekin lotutako gaixotasunak","Q2142347,Q7162", , ,"296.2,296.20,296.3,296.30","F32,F32.9,F33,F33.9","C0024517,C0154409",D003865,C34796,https://eu.wikipedia.org/wiki/Depresio-nahasmendu_larri, , 
Q6744526,Q6744526, , , , , , , , , , , , , ,E72.8,C0342793,C535702, , , , 
Q53843869,Q53843869, , , , , , , , ,infekzio,Q166231, , , , , ,D008380,C84884, , , 
Q55781208,Q55781208, , , , , , , , , , , , , , ,C0268365,C531742, , , , 
