diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
Amelogenesis imperfecta,Q461854, , , , , , , , , , , , , ,K00.5,C0002452,D000567, ,https://es.wikipedia.org/wiki/Amelogenesis_imperfecta, ,Amelogénesis imperfecta
Q38572562,Q38572562, , , , , , , , , , , , , , , , , , ,artículo científico, 
Q5308804,Q5308804, , , , , , , , , , , , , , ,CL1380657, , , , , 
Q3614488,Q3614488, , , , , , , , , , , , , , , , , , , , 
anafilaxia,Q168800, , ,adrenalina,Q132621, , ,Q47521917,Q47521917, , , , , , ,C0002792,D000707,C107101,https://es.wikipedia.org/wiki/Anafilaxia,"reacción inmunitaria severa, generalizada, rápida y potencialmente mortal","Anafilactica,Anafilaxis,Anafiláctica,Ataque anafilactico,Ataque anafiláctico"
Q6058359,Q6058359, , , , , , , , , , , , , ,I60.7,C1835857, , , , , 
Q55789860,Q55789860, , , , , , , , , , , , , , , , , , , , 
Q731569,Q731569, , , , , , , , , , , , , , ,C0345050,C562834, , , , 
Q72277448,Q72277448, , , , , , , , , , , , , , , , , , , , 
Q65361991,Q65361991, , , , , , , , , , , , , , , , , , , , 
anorgasmia,Q1772397, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Anorgasmia,inhibición recurrente y persistente del orgasmo, 
Q11788623,Q11788623, , , , , , , , , , , , , , , , , , , , 
aplasia,Q5488, , , , , , , , , , , , , , ,C0243065, , ,https://es.wikipedia.org/wiki/Aplasia,desarrollo defectuoso o la ausencia congénita de un órgano o tejido, 
Reticulocitopenia,Q7316733, , , , , , , , , , , , , , ,C0858867, ,C113710,https://es.wikipedia.org/wiki/Reticulocitopenia, , 
Apudoma,Q3621073, , , , , , , , , , , , , , ,C0003650,D001079, ,https://es.wikipedia.org/wiki/Apudoma, ,"Tumor neuroendocrino,apudomas"
Q17080749,Q17080749, , , , , , , , , , , , , , , , , , , , 
intoxicación por arsénico,Q730249,"Q21117237,astenia,choque circulatorio,dermatitis,deshidratación,diarrea,disnea,dolor abdominal,dolor de garganta,eritema,gastroenteritis,hiperpigmentación,irritación de las vías respiratorias,neuropatía periférica,náusea,ojo rojo,pérdida de la conciencia,tos,vómito","Q1166142,Q127076,Q12829165,Q1292082,Q156103,Q1641068,Q178061,Q183425,Q186889,Q188008,Q194290,Q21112283,Q21117237,Q229256,Q2610154,Q35805,Q40878,Q633403,Q945238", , , , , , ,arsénico,Q871, , , , , ,D020261, ,https://es.wikipedia.org/wiki/Intoxicaci%C3%B3n_por_ars%C3%A9nico,conjunto de signos y síntomas que se derivan de la entrada en el organismo del arsénico en cualquiera de sus compuestos orgánicos o inorgánicos,"arsenicosis,envenenamiento por arsenico,envenenamiento por arsénico,intoxicacion por arsenico"
arteritis de células gigantes,Q707816,"Q4922732,adelgazamiento,cansancio,cefalea,diplopía,dolor de mandíbula,fiebre","Q12680516,Q38933,Q4922732,Q718113,Q775940,Q86,Q9690","Metotrexato,Prednisolona,Prednisona,sumatriptán,tocilizumab","Q11426176,Q416978,Q422232,Q424972,Q425154", , , , , , , , ,446.5,M31.6,"C0039483,C1956391",D013700,C35065,https://es.wikipedia.org/wiki/Arteritis_de_c%C3%A9lulas_gigantes, ,"arteritis de celulas gigantes,arteritis de la temporal,enfermedad de Horton"
Q4805668,Q4805668, , , , , , , , , , , , , , , , , , , , 
Q9300736,Q9300736, , , , , , , , , , , , , , , , , , , , 
Q35160640,Q35160640, , , , , , , , , , , , , , , , , , ,artículo científico publicado en 2003, 
atetosis,Q755524, , , , ,Q4813631,Q4813631, , , , , , , , ,"C0004158,C1845265",D001264,C116574,https://es.wikipedia.org/wiki/Atetosis, , 
atresia esofágica,Q298233, , , , , , , , , , , , ,750.3,Q39.0,C0014850,D004933,C87072,https://es.wikipedia.org/wiki/Atresia_esof%C3%A1gica, ,"Atresia de esofago,Atresia de esófago,Atresia esofagica"
Q4817544,Q4817544, , , , , , , , , , , , , , ,"C0151241,C1850635",C538262, , , , 
Q4817566,Q4817566, , , , , , , , , , , , , , ,C0340330, , , , , 
Trastorno del Procesamiento Auditivo,Q433152, , , , , , , , , , , , , , , ,D001308,C97170,https://es.wikipedia.org/wiki/Trastorno_del_procesamiento_auditivo, , 
Q28867094,Q28867094, , , , , , , , , , , , , , ,C3203547,D000089183, , , , 
Q70486606,Q70486606, , , , , , , , , , , , , , , , , , , , 
gastroenteritis bacteriana,Q18966636, , , , , , , , , , , , , , , , ,C35483, , ,gastroenteritis bacterial
Q4855629,Q4855629, , , , , , , , , , , , ,759.89,E31.8,C0342284,C537902, , , , 
sobredosis de barbitúricos,Q1184752, , , , , , , , , , , , , , ,C0572916, , ,https://es.wikipedia.org/wiki/Sobredosis_de_barbit%C3%BAricos, ,sobredosis de barbituricos
Q12857771,Q12857771, , , , , , , , , , , , , , ,C0270860, ,C117013, , , 
Q6898244,Q6898244, , , , , , , , , , , , , , , , , , , , 
Q5196683,Q5196683, , , , , , , , , , , , ,202.80, ,C1274310, , , , , 
Q74639229,Q74639229, , , , , , , , , , , , , , , , , , , , 
Síndrome de fasciculación benigno,Q817298,fasciculación,Q1397878, , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/S%C3%ADndrome_de_fasciculaci%C3%B3n_benigno, ,"Sindrome de fasciculacion benigno,Sindrome de fasciculación benigno,Síndrome de fasciculacion benigno"
Dependencia de las benzodiazepinas,Q380409, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Dependencia_de_las_benzodiazepinas, , 
Q4890788,Q4890788, , , , , , , , ,benzodiazepina,Q83871, , , , ,C0572933, , , , , 
Síndrome de abstinencia de las benzodiazepinas,Q6119887, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/S%C3%ADndrome_de_abstinencia_de_las_benzodiazepinas, ,"Sindrome de abstinencia de las benzodiacepinas,Sindrome de abstinencia de las benzodiazepinas,Sindrome por la suspension de benzodiazepinas,Síndrome de abstinencia de las benzodiacepinas,Síndrome por la suspensión de benzodiazepinas"
Q4901373,Q4901373, , , , , , , , , , , , , , , ,C535437, , , , 
Q80794360,Q80794360, , , , , , , , , , , , , , , , , , , , 
trombocitopatía,Q2429620, , , , , , , , , , , , , , ,C0005818,D001791, , , ,trombopatía
Q65075660,Q65075660, , , , , , , , , , , , , , , , , , , , 
Síndrome del pañal azul,Q503458, , , , , , , , , , , , , ,E70.8,C0268478,C536239, ,https://es.wikipedia.org/wiki/S%C3%ADndrome_del_pa%C3%B1al_azul, ,"Sindrome de Drummond,Síndrome de Drummond"
aplasia medular,Q7882181, , , , , , , , , , , , , , ,CL406855,D000080983, ,https://es.wikipedia.org/wiki/Aplasia_medular, ,insuficiencia medular
bradiquinesia,Q897134, , , , , , , , , , , , , , , , ,C116707, , , 
Q95445834,Q95445834, , , , , , , , , , , , , , , , , , , , 
Bright,Q3246646, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Enfermedad_de_Bright, , 
síndrome de referencia olfativo,Q4386741, , , , , , , , , , , , , , ,"CL1643562,CL1657629",C000711529, ,https://es.wikipedia.org/wiki/S%C3%ADndrome_de_referencia_olfativo, ,"autodisosmofobia,bromidrofobia"
trastorno del sueño inducido por la cafeína,Q5017161, , , , , , , , , , , , , , , , , , , , 
Calcinosis cutis,Q5018783, , , , , , , , , , , , , , ,C0006664, , ,https://es.wikipedia.org/wiki/Calcinosis_cutis, , 
SARS-CoV-2,Q82069695, , , , ,"COVID-19,SARS coronavirus,SARS-CoV,pandemia de COVID-19,síndrome respiratorio agudo severo","Q103177,Q278567,Q81068910,Q84263196,Q85438966", , , , , , , , , ,D000086402, ,https://es.wikipedia.org/wiki/SARS-CoV-2,virus ARN monocatenario positivo de la familia Coronaviridae,"2019-nCoV,SRAS-CoV-2"
Q5032332,Q5032332, , , , , , , , ,tuberculosis del sistema reproductor femenino,Q18967471, , , , , , , , , , 
moquillo,Q601037, , , , ,Q11793055,Q11793055, , ,Canine distemper virus,Q1637524, , , , , ,D004216, ,https://es.wikipedia.org/wiki/Moquillo,Enfermedad infecto contagiosa de origen viral,Virus del moquillo canino
Q65374287,Q65374287, , , , , , , , , , , , , , , , , , , , 
Q68923147,Q68923147, , , , , , , , , , , , , , , , , , , , 
Q5038976,Q5038976, , , , , , , , , , , , , , , , , , , , 
Q55950267,Q55950267, , , , , , , , , , , , , , ,C1834919,C563582, , , , 
Síndrome de Gobbi,Q6137184, , , , , , , , , , , , , , ,C1856930,C535496, ,https://es.wikipedia.org/wiki/S%C3%ADndrome_de_Gobbi, ,Sindrome de Gobbi
Coriorretinopatía serosa central,Q1431217, , , , , , , , , , , , ,362.41,H35.7,C0730328,D056833,C115124,https://es.wikipedia.org/wiki/Coriorretinopat%C3%ADa_serosa_central, ,Coriorretinopatia serosa central
Q18345210,Q18345210, , , , , , , , , , , , , , ,C0344488, , , , , 
atrofia del cerebelo,Q29643762, , , , , , , , , , , , , , ,"C0262404,C0740279,C4020873", , , , ,degeneración del cerebelo
Q71396405,Q71396405, , , , , , , , , , , , , , , ,D002551, , , , 
MAT,MAT, , , , , , , , , , , , , , , , , , , , 
Q70957905,Q70957905, , , , , , , , , , , , , , , , , , , , 
quimiofobia,Q2055121, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Quimiofobia,aversión irracional o prejuicio contra sustancias químicas o la química en general,quimofobia
Chimerism,Q26842138, , , , , , , , , , , , , , , , , , ,revista científica, 
Q71921582,Q71921582, , , , , , , , , , , , , , , , , , , , 
Chlamydia trachomatis,Q131065, , , , , , , , , , , , , , , ,D002692, ,https://es.wikipedia.org/wiki/Chlamydia_trachomatis,especie de bacteria,"C trachomatis,C. trachomatis"
Chlamydia pneumoniae,Q62869737, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Chlamydia_pneumoniae, , 
Q30849793,Q30849793, , , , , , , , , , , , , , , , , , ,artículo científico publicado en 1961, 
Q55785081,Q55785081, , , , , , , , , , , , , , ,C4310747, , , , , 
Q1237766,Q1237766, , , , , , , , , , , , , , ,C0338597, ,C4351, , , 
Coroiditis serpiginosa,Q7455142, , , , , , , , , , , , ,363.8,H30.8,C0729842, , ,https://es.wikipedia.org/wiki/Coroiditis_serpiginosa, , 
Trisomía,Q844903, , , , , , , , , , , , , , ,C0041107,D014314, ,https://es.wikipedia.org/wiki/Trisom%C3%ADa,situación médica en el que hay tres cromosomas en un par,"Trisomia,Trisomico,Trisómico"
cinchonismo,Q936656, , , , , , , , ,quinina,Q189522, , , , ,C0151555, , ,https://es.wikipedia.org/wiki/Cinconismo,intoxicación por quinina, 
Q30314608,Q30314608, , , , , , , , , , , , , , , , , , , , 
intoxicación por cocaína,Q5139133, , , , , , , , , , , , ,292.89,T40.5, , , , , ,intoxicacion por cocaina
Q21503318,Q21503318, , , , , , , , , , , , , , , , , , , , 
Q3961632,Q3961632, , , , , , , , , , , , , ,D59.1,C0175816, , , , , 
Cold antibody hemolytic anemia,Q5142432, , , , , , , , , , , , , , , , , , ,página de desambiguación de Wikimedia, 
urticaria por frío,Q3552503, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Urticaria_a_frigore, ,urticaria a frigore
Q21132183,Q21132183, , , , , , , , , , , , , , , , , , , , 
Afibrinogenemia,Q5160407, , , , , , , , , , , , , , ,C0001733,D000347,C98130,https://es.wikipedia.org/wiki/Afibrinogenemia, ,Fibrinogenopenia
amputación congénita,Q5160408, , , , , , , , , , , , , , ,C1857583, , , , , 
Q73105726,Q73105726, , , , , , , , , , , , , , , , , , , , 
Q71977549,Q71977549, , , , , , , , , , , , , , , , , , , , 
Q1395683,Q1395683, , , , , , , , , , , , ,777.8, ,C0009714,C562378,C97071, , , 
Q73433043,Q73433043, , , , , , , , , , , , , , , , , , , , 
Q50465198,Q50465198, , , , , , , , , , , , , , , , , , ,artículo científico publicado en 2006, 
Q70709120,Q70709120, , , , , , , , , , , , , , , , , , , , 
Q30314657,Q30314657, , , , , , , , , , , , , , ,CL495035, , , , , 
calambre,Q2006818, , , , ,Convulsión,Q6279182, , , , , , , , ,C0026821,D009120,C34827,https://es.wikipedia.org/wiki/Calambre,sensación de dolor causada por un espasmo involuntario del músculo,"Calambre muscular,Calambres musculares,rampa"
Síndrome de Crandall,Q5181978, , , , , , , , , , , , ,704.8, ,C0432348, , ,https://es.wikipedia.org/wiki/S%C3%ADndrome_de_Crandall, ,Sindrome de Crandall
Q17084842,Q17084842, , , , , , , , , , , , ,758.81,E72.8,C1845862,C535598,C125665, , , 
Q72429825,Q72429825, , , , , , , , , , , , , , , , , , , , 
intoxicación cianhídrica,Q883082,convulsión,Q852376, , , , , , ,cianuro,Q55076544, , ,989.0,T65.0, ,D003486, ,https://es.wikipedia.org/wiki/Intoxicaci%C3%B3n_cianh%C3%ADdrica,Cuadro clínico producido por la ingestión intencional o accidental de cianuro,"Intoxicacion cianhidrica,Intoxicacion cianhídrica,Intoxicacion por cianuro,Intoxicación cianhidrica,Intoxicación por cianuro"
citomegalovirus,Q6946, , , , ,citomegalovirus humano,Q6929, , , , , , , , , ,D003587, ,https://es.wikipedia.org/wiki/Citomegalovirus,forma de herpesvirus,CMV
Q5208264,Q5208264, , , , , , , , , , , , , ,Q87.8,C2931014,C535768, , , , 
eyaculación retardada,Q1142563, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Eyaculaci%C3%B3n_retardada,Disfunción sexual,Eyaculacion retardada
Q71218394,Q71218394, , , , , , , , , , , , , , , , , , , , 
Q5260921,Q5260921, , , , ,trastorno esquizoide de la personalidad,Q498237, , , , , , , , , , , , , , 
22,22, , , , , , , , , , , , , , , , , , , , 
dermatophytids,dermatophytids, , , , , , , , , , , , , , , , , , , , 
Q9390543,Q9390543,"caquexia,retardo del crecimiento","Q1497481,Q6003455", , , , , , ,neoplasia diencefálica,Q18556087, , ,253.8,C72.8,"C0271889,C0342436", ,C116955, , , 
Q55790152,Q55790152, , , , , , , , , , , , , , ,C2931124,C536172, , , , 
Q5275418,Q5275418, , , , , , , , , , , , , ,Q82.8,C0474965, , , , , 
panbronquiolitis difusa,Q3085380, , , , , , , , , , , , ,491.8,J44.8,C0878555,C536174, ,https://es.wikipedia.org/wiki/Panbronquiolitis_difusa, , 
Intoxicación por digoxina,Q151350, , , , , , , , , , , , , ,T46.0, , , ,https://es.wikipedia.org/wiki/Intoxicaci%C3%B3n_por_digoxina, , 
diplopía,Q775940, , , , , , , , , , , , , , ,C0012569,D004172,C37941,https://es.wikipedia.org/wiki/Diplop%C3%ADa, ,visión doble
Q67786307,Q67786307, , , , , , , , , , , , , , , , , , , , 
Q76884715,Q76884715, , , , , , , , , , , , , , , , , , , , 
lupus eritematoso cutáneo,Q1228801, , , , , , , , , , , , , ,L93.0,C0024138,D008179,C26820,https://es.wikipedia.org/wiki/Lupus_eritematoso_cut%C3%A1neo, ,"Lupus eritematoso cutaneo,Lupus eritematoso discoide"
Q3700220,Q3700220, , , , , , , , , , , , , , , , , , , , 
Q7168463,Q7168463, , , , , , , , , , , , ,704.8,L08.8,C0263506,C562486, , , , 
enfermedad diverticular,Q278158, , , , ,diverticulitis,Q1066061, , , , , , , , , ,D043963, ,https://es.wikipedia.org/wiki/Diverticulosis, ,diverticulosis
Q55790164,Q55790164, , , , , , , , ,doxorrubicina,Q18936, , , , , , , , , , 
disbarismo,Q3709266, , , , , , , , , , , , , , ,C0004760, , , ,trastorno causado por un cambio de presión, 
Q5319401,Q5319401, , , , , , , , , , , , , , ,C3840049, , , , , 
Q5319404,Q5319404, , , , , , , , , , , , ,286.3,D68.2,"C0272350,C1260903", ,C131659, , , 
Q77618310,Q77618310, , , , , , , , , , , , , , , , , , ,artículo científico publicado en 1998, 
Q55781839,Q55781839, , , , , , , , , , , , , , ,C1857143,C565610, , , , 
defectos cualitativos o cuantitativos de distrofina,Q55785972, , , , , , , , , , , , , , , , , , , , 
Q18966558,Q18966558, , , , , , , , ,infección,Q166231, , , , , ,D004457, , , , 
síndrome de las piernas inquietas,Q916280, , ,"Gabapentina,Pramipexol,Pregabalina,Q47521685,Q5515257,Ropinirol,Rotigotina,carbamazepina,clonazepam","Q407988,Q410352,Q410412,Q411985,Q412174,Q420590,Q421304,Q47521685,Q5515257",hipocinesia,Q1036662, , , , , , ,"333.94,333.99",G25.81,C0035258,D012148,C84501,https://es.wikipedia.org/wiki/S%C3%ADndrome_de_las_piernas_inquietas, ,"Sindrome de las piernas inquietas,Síndrome de piernas inquietas,sindrome de Ekbom,sindrome de piernas inquietas,síndrome de Ekbom"
Encopresis infantil,Q653027, , , , , , , , , , , , , , , ,D004688,C92568,https://es.wikipedia.org/wiki/Encopresis_infantil,cómo tratarla encopresis,Encopresis
Q3725133,Q3725133, , , , ,enfermedad endocrina,Q2661443, , , , , , , , , , , , , , 
Q5379381,Q5379381, , , , , , , , , , , , , , , , , , , , 
Q5380626,Q5380626, , ,"Anfotericina B,itraconazol","Q411229,Q412223", , , , ,infección,Q166231, , , , ,C1396717,C000656785,C77212, , , 
Q55790206,Q55790206, , , , , , , , ,mordedura de serpiente,Q68854, , , , , , , , , , 
Cistitis eosinofílica,Q16969155, , , , , , , , , , , , ,595.89, ,C0742965, , ,https://es.wikipedia.org/wiki/Cistitis_eosinof%C3%ADlica, ,Cistitis eosinofilica
Q48770946,Q48770946, , , , , , , , , , , , , , ,C0151788, , , , , 
Epilepsia partialis continua,Q4898733, , , , , , , , , , , , ,"345.7,345.70", ,C0085543,D017036, ,https://es.wikipedia.org/wiki/Epilepsia_partialis_continua, ,"Epilepsia de Kojevnikov,Epilepsia parcial continua"
Q68584496,Q68584496, , , , , , , , , , , , , , , , , , , , 
Eritroplasia,Q897843, , , , , , , , , , , , , , ,C0014818,D004919,C3025,https://es.wikipedia.org/wiki/Eritroplasia, , 
Q13419512,Q13419512, , , , , , , , , , , , , , , ,D054308, , , , 
Q5398647,Q5398647, , , , , , , , , , , , , , , , , , , , 
Q3961670,Q3961670, , , , ,Fads,Q16782245, , , , , , , , ,C0342919, , , , , 
Exencefalia,Q1774245, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Exencefalia, , 
Q25399683,Q25399683, , , , , , , , , , , , , , ,C0344183, , , , , 
Q7455128,Q7455128, , , , , , , , , , , , , , , ,C537586, , , , 
Q3062042,Q3062042, , , , , , , , , , , , , , , , , , , , 
Q70066275,Q70066275, , , , , , , , , , , , , , , , , , , , 
síndrome de la cabeza explosiva,Q3106901, , , , , , , , , , , , , , ,C3163857, , ,https://es.wikipedia.org/wiki/S%C3%ADndrome_de_la_cabeza_explosiva, ,Sindrome de la cabeza explosiva
Q65546308,Q65546308, , , , , , , , , , , , , , , , , , , , 
hemofilia C,Q1393718,hemorragia,Q166019, , , , , , , , , , ,286.2,D68.1,C0015523,D005173,C84705,https://es.wikipedia.org/wiki/Hemofilia_C,enfermedad hereditaria,déficit congénito del factor XI
Q69529607,Q69529607, , , , , , , , , , , , , , , , , , , , 
Q30314825,Q30314825, , , , , , , , , , , , , , ,C0272192,C562722, , , , 
Q81154670,Q81154670, , , , , , , , , , , , , , , , , , , , 
Q85760447,Q85760447, , , , , , , , , , , , , , , , , , , , 
muerte por ventilador,Q303331, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Muerte_por_ventilador, , 
fibrosis,Q605709, , , , , , , , , , , , , , ,C3550476,D005355, ,https://es.wikipedia.org/wiki/Fibrosis, , 
linfoma folicular,Q123251, , , , , , , , , , , , , , ,C0024301,D008224,C3209,https://es.wikipedia.org/wiki/Linfoma_folicular, , 
Q21174328,Q21174328,"irritación de garganta,irritación de las vías respiratorias,irritación nasal,irritación ocular,secreción lagrimal,sibilancia,tos","Q11820606,Q12153824,Q21112283,Q21118859,Q35805,Q517104,Q7798315", , , , , , ,formaldehído,Q161210, , , , , ,C537268, , , , 
gangrena de Fournier,Q616449, , , , , , , , , , , , , , , ,D018934, ,https://es.wikipedia.org/wiki/Gangrena_de_Fournier,Infección Bacteriana Genital, 
estado de fuga,Q951639, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Estado_de_fuga,trastorno de la memoria,fuga disociativa
galactorrea,Q278515, , , , , , , , , , , , ,"611.6,676.6", ,"C0235660,C3665358",D005687,C113343,https://es.wikipedia.org/wiki/Galactorrea,trastorno de la lactancia, 
Q5517828,Q5517828, , , , , , , , , , , , , , , ,C535402, , , , 
Q55790276,Q55790276, , , , , , , , , , , , , , ,C2930966,C535647, , , , 
koro,Q1080699, , , , ,Kuru,Q274615, , , , , , , , , ,D016911, ,https://es.wikipedia.org/wiki/Koro_(trastorno), , 
Q475972,Q475972, , , , , , , , , , , , , , , , , , , , 
Q4675775,Q4675775, , , , , , , , , , , , , , , ,C538187, , , , 
Q95444789,Q95444789, , , , , , , , , , , , , , , , , , , , 
Q5639639,Q5639639, , , , , , , , , , , , , , ,C1841694,C535620, , , , 
hallux valgus,Q852574, , , , , , , , , , , , , , ,"C0006386,C0018536",D006215, ,https://es.wikipedia.org/wiki/Hallux_valgus,deformidad del pie,"ajuanetado,hallux valgo,juanete,juanetes"
Q72887210,Q72887210, , , , , , , , , , , , , , , , , , , , 
Q5656137,Q5656137, , , , , , , , , , , , ,334.3,G11.1,C0393520,C535633, , , , 
Q3542028,Q3542028, , , , , , , , , , , , , ,"C38.0,D15.1",C4274356, , , , , 
Heavy Metal Poisoning,Q5695132, , , , , , , , , , , , , , , , , , , , 
Q764185,Q764185, , , , , , , , , , , , , , , ,D059885, , , , 
Q52771370,Q52771370, , , , , , , , , , , , , , ,C1865871,C535860, , , , 
hematocolpos,Q5711155, , , , , , , , , , , , , , , ,D006399, ,https://es.wikipedia.org/wiki/Hematocolpos,condición médica en la que sangre menstrual es retenida en el interior de la vagina, 
hemotórax,Q369073, , , , , , , , , , , , , , ,C0019123,D006491,C50582,https://es.wikipedia.org/wiki/Hemot%C3%B3rax,presencia de sangre en la cavidad pleural,Hemotorax
Q37741170,Q37741170, , , , , , , , , , , , , , , , , , , , 
Q83059792,Q83059792, , , , , , , , , , , , , , , , , , ,artículo científico publicado en 2010, 
virus herpes b,Q1330599, , , , , , , , , , , , , , , ,D006568, ,https://es.wikipedia.org/wiki/Herpes_B, , 
heterofobia,Q849223, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Heterofobia,sentimiento de miedo y rechazo hacia las personas heterosexuales, 
hipo,Q58952, , ,"Benzonatato,Clorpromazina,Q510494,baclofeno,éter etílico","Q202218,Q2070778,Q407972,Q413717,Q510494", , , , , , , , ,786.8, , ,D006606,C37966,https://es.wikipedia.org/wiki/Hipo,"contracción espasmódica, involuntaria y repetitiva del diafragma y de los músculos intercostales que provoca una inspiración súbita de aire","Singulto,Singultus"
Displasia de cadera,Q1434611, , , , , , , , , , , , , , , ,D006619, ,https://es.wikipedia.org/wiki/Displasia_de_cadera_(canina), , 
Q70583462,Q70583462, , , , , , , , , , , , , , , , , , , , 
histiocitosis de células no-Langerhans,Q3136521, , , , , , , , , , , , , , ,C0019624,D015616, , , ,histiocitosis tipo II
virus de la inmunodeficiencia humana,Q15787, , , , , , , , , , , , , , , ,D006678, ,https://es.wikipedia.org/wiki/Virus_de_la_inmunodeficiencia_humana,"lentivirus, causante del síndrome de inmunodeficiencia adquirida",VIH
Riñón en herradura,Q1634033, , , , , , , , , , , , , , , , ,C98947,https://es.wikipedia.org/wiki/Ri%C3%B1%C3%B3n_en_herradura, ,"Rinon en herradura,Rinón en herradura,Riñon en herradura"
Q83156253,Q83156253, , , , , , , , , , , , , , , , , , , , 
Q70926359,Q70926359, , , , , , , , , , , , , , , , , , , , 
dientes de Hutchinson,Q1424702, , , , , , , , ,sífilis congénita,Q5160454, , , , ,C0020186, , , ,signo de sífilis congénito, 
Hiperamonemia,Q1640868, , , , , , , , , , , , , , ,C0220994,D022124,C98950,https://es.wikipedia.org/wiki/Hiperamonemia, , 
Q112610466,Q112610466, , , , , , , , , , , , , , , , , , , , 
Q112610466,Q112610466, , , , , , , , , , , , , , , , , , , , 
Q5958019,Q5958019, , , , , , , , , , , , , , ,C2609164, , , , , 
hiperhidrosis,Q935781, , ,"Hiosciamina,Q27286540","Q27286540,Q413762", , , , , , , , , , , ,D006945,C78345,https://es.wikipedia.org/wiki/Hiperhidrosis,enfermedad caracterizada por una excesiva producción de sudor,hipersudoración
