Name,Wikipedia link (en)
Gestational diabetes mellitus,https://en.wikipedia.org/wiki/Gestational_diabetes_mellitus
Gestational pemphigoid,https://en.wikipedia.org/wiki/Gestational_pemphigoid
Gestational trophoblastic disease,https://en.wikipedia.org/wiki/Gestational_trophoblastic_disease
Gianotti-Crosti syndrome,https://en.wikipedia.org/wiki/Gianotti-Crosti_syndrome
Giant axonal neuropathy,https://en.wikipedia.org/wiki/Giant_axonal_neuropathy
Giant cell arteritis,https://en.wikipedia.org/wiki/Giant_cell_arteritis
Giant cell myocarditis,https://en.wikipedia.org/wiki/Giant_cell_myocarditis
Giant congenital nevi,https://en.wikipedia.org/wiki/Giant_congenital_nevi
Giant papillary conjunctivitis,https://en.wikipedia.org/wiki/Giant_papillary_conjunctivitis
Giant pigmented hairy nevus,https://en.wikipedia.org/wiki/Giant_pigmented_hairy_nevus
Giant platelet syndrome,https://en.wikipedia.org/wiki/Giant_platelet_syndrome
Giardiasis,https://en.wikipedia.org/wiki/Giardiasis
Gigantism,https://en.wikipedia.org/wiki/Gigantism
Gilbert's syndrome,https://en.wikipedia.org/wiki/Gilbert%27s_syndrome
Gilles de la Tourette's syndrome,https://en.wikipedia.org/wiki/Tourette_syndrome
Gingivitis,https://en.wikipedia.org/wiki/Gingivitis
Gyrate atrophy of the choroid and retina,https://en.wikipedia.org/wiki/Gyrate_atrophy_of_the_choroid_and_retina
Gitelman syndrome,https://en.wikipedia.org/wiki/Gitelman_syndrome
Gittings syndrome,https://en.wikipedia.org/wiki/Gittings_syndrome
Glanzmann thrombasthenia,https://en.wikipedia.org/wiki/Glanzmann_thrombasthenia
Glaucoma,https://en.wikipedia.org/wiki/Glaucoma
"Glaucoma, congenital","https://en.wikipedia.org/wiki/Glaucoma,_congenital"
"Glaucoma, hereditary adult type 1A","https://en.wikipedia.org/wiki/Glaucoma,_hereditary_adult_type_1A"
"Glaucoma, hereditary juvenile type 1B","https://en.wikipedia.org/wiki/Glaucoma,_hereditary_juvenile_type_1B"
"Glaucoma, hereditary","https://en.wikipedia.org/wiki/Glaucoma,_hereditary"
"Glaucoma, primary infantile type 3A","https://en.wikipedia.org/wiki/Glaucoma,_primary_infantile_type_3A"
"Glaucoma, primary infantile type 3B","https://en.wikipedia.org/wiki/Glaucoma,_primary_infantile_type_3B"
Glioblastoma multiforme,https://en.wikipedia.org/wiki/Glioblastoma_multiforme
Glioblastoma,https://en.wikipedia.org/wiki/Glioblastoma
Glioma,https://en.wikipedia.org/wiki/Glioma
Gliomatosis cerebri,https://en.wikipedia.org/wiki/Gliomatosis_cerebri
Gliosarcoma,https://en.wikipedia.org/wiki/Gliosarcoma
Glomerulonephritis,https://en.wikipedia.org/wiki/Glomerulonephritis
Glomerulosclerosis,https://en.wikipedia.org/wiki/Glomerulosclerosis
Gloomy face syndrome,https://en.wikipedia.org/wiki/Gloomy_face_syndrome
Glossodynia,https://en.wikipedia.org/wiki/Glossodynia
Glossopharyngeal neuralgia,https://en.wikipedia.org/wiki/Glossopharyngeal_neuralgia
Glossophobia,https://en.wikipedia.org/wiki/Glossophobia
Glucagonoma,https://en.wikipedia.org/wiki/Glucagonoma
"Glucocorticoid deficiency, familial","https://en.wikipedia.org/wiki/Glucocorticoid_deficiency,_familial"
Glucocorticoid resistance,https://en.wikipedia.org/wiki/Glucocorticoid_resistance
Glucose 6 phosphate dehydrogenase deficiency,https://en.wikipedia.org/wiki/Glucose_6_phosphate_dehydrogenase_deficiency
Glucose-galactose malabsorption,https://en.wikipedia.org/wiki/Glucose-galactose_malabsorption
Glutaricaciduria I,https://en.wikipedia.org/wiki/Glutaricaciduria_I
Glutaricaciduria II,https://en.wikipedia.org/wiki/Glutaricaciduria_II
Glutaryl-CoA dehydrogenase deficiency,https://en.wikipedia.org/wiki/Glutaryl-CoA_dehydrogenase_deficiency
Glutathione synthetase deficiency,https://en.wikipedia.org/wiki/Glutathione_synthetase_deficiency
Glycogen storage disease,https://en.wikipedia.org/wiki/Glycogen_storage_disease
Glycogen storage disease type 1B,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_1B
Glycogen storage disease type 1C,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_1C
"Glycogen storage disease type 6, due to phosphorylation","https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_6,_due_to_phosphorylation"
Glycogen storage disease type 7,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_7
Glycogen storage disease type 9,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_9
Glycogen storage disease type II,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_II
Glycogen storage disease type V,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_V
Glycogen storage disease type VI,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_VI
Glycogen storage disease type VII,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_VII
Glycogen storage disease type VIII,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_VIII
Glycogenosis,https://en.wikipedia.org/wiki/Glycogenosis
Glycogenosis type II,https://en.wikipedia.org/wiki/Glycogenosis_type_II
Glycogenosis type III,https://en.wikipedia.org/wiki/Glycogenosis_type_III
Glycogenosis type IV,https://en.wikipedia.org/wiki/Glycogenosis_type_IV
Glycogenosis type V,https://en.wikipedia.org/wiki/Glycogenosis_type_V
Glycogenosis type VI,https://en.wikipedia.org/wiki/Glycogenosis_type_VI
Glycogenosis type VII,https://en.wikipedia.org/wiki/Glycogenosis_type_VII
Glycogenosis type VIII,https://en.wikipedia.org/wiki/Glycogenosis_type_VIII
"Glycogenosis, type 0","https://en.wikipedia.org/wiki/Glycogenosis,_type_0"
Glycosuria,https://en.wikipedia.org/wiki/Glycosuria
GMS syndrome,https://en.wikipedia.org/wiki/GMS_syndrome
Goitre,https://en.wikipedia.org/wiki/Goitre
Goldenhar syndrome,https://en.wikipedia.org/wiki/Goldenhar_syndrome
Goltz syndrome,https://en.wikipedia.org/wiki/Goltz_syndrome
Gomez and López-Hernández syndrome,https://en.wikipedia.org/wiki/Gomez_and_L%C3%B3pez-Hern%C3%A1ndez_syndrome
Gonadal dysgenesis,https://en.wikipedia.org/wiki/Gonadal_dysgenesis
Gonadal dysgenesis mixed,https://en.wikipedia.org/wiki/Gonadal_dysgenesis_mixed
Gonadal dysgenesis Turner type,https://en.wikipedia.org/wiki/Gonadal_dysgenesis_Turner_type
"Gonadal dysgenesis, XX type","https://en.wikipedia.org/wiki/Gonadal_dysgenesis,_XX_type"
"Gonadal dysgenesis, XY female type","https://en.wikipedia.org/wiki/Gonadal_dysgenesis,_XY_female_type"
Gonococcal conjunctivitis,https://en.wikipedia.org/wiki/Gonococcal_conjunctivitis
Goodpasture pneumorenal syndrome,https://en.wikipedia.org/wiki/Goodpasture_pneumorenal_syndrome
Goodpasture's syndrome,https://en.wikipedia.org/wiki/Goodpasture%27s_syndrome
Gordon syndrome,https://en.wikipedia.org/wiki/Gordon_Syndrome
Gorham's disease,https://en.wikipedia.org/wiki/Gorham%27s_disease
Gottron's syndrome,https://en.wikipedia.org/wiki/Gottron%27s_syndrome
Gougerot–Blum syndrome,https://en.wikipedia.org/wiki/Gougerot%E2%80%93Blum_syndrome
Gout,https://en.wikipedia.org/wiki/Gout
Graft versus host disease,https://en.wikipedia.org/wiki/Graft_versus_host_disease
Granulocytopenia,https://en.wikipedia.org/wiki/Granulocytopenia
Granuloma annulare,https://en.wikipedia.org/wiki/Granuloma_annulare
"Granulomatosis, lymphomatoid","https://en.wikipedia.org/wiki/Granulomatosis,_lymphomatoid"
Granulomatous rosacea,https://en.wikipedia.org/wiki/Granulomatous_rosacea
Graves' disease,https://en.wikipedia.org/wiki/Graves%27_disease
Gray platelet syndrome,https://en.wikipedia.org/wiki/Gray_platelet_syndrome
Great vessels transposition,https://en.wikipedia.org/wiki/Great_vessels_transposition
Greenberg dysplasia,https://en.wikipedia.org/wiki/Greenberg_dysplasia
Griscelli disease,https://en.wikipedia.org/wiki/Griscelli_disease
Grover's disease,https://en.wikipedia.org/wiki/Grover%27s_disease
"Growth delay, constitutional","https://en.wikipedia.org/wiki/Growth_delay,_constitutional"
Growth hormone deficiency,https://en.wikipedia.org/wiki/Growth_hormone_deficiency
Guanidinoacetate methyltransferase deficiency,https://en.wikipedia.org/wiki/Guanidinoacetate_methyltransferase_deficiency
Guillain–Barré syndrome,https://en.wikipedia.org/wiki/Guillain%E2%80%93Barr%C3%A9_syndrome
Guizar–Vasquez–Sanchez–Manzano syndrome,https://en.wikipedia.org/wiki/Guizar%E2%80%93Vasquez%E2%80%93Sanchez%E2%80%93Manzano_syndrome
Gymnophobia,https://en.wikipedia.org/wiki/Gymnophobia
Gynecomastia,https://en.wikipedia.org/wiki/Gynecomastia
Gyrate atrophy of the retina,https://en.wikipedia.org/wiki/Gyrate_atrophy_of_the_retina
Gyrate atrophy,https://en.wikipedia.org/wiki/Gyrate_atrophy
