Name,Wikipedia link (en),Redirected,Redirect link
Malonyl-CoA decarboxylase deficiency,https://en.wikipedia.org/wiki/Malonyl-CoA_decarboxylase_deficiency,No,https://en.wikipedia.org/wiki/Malonyl-CoA_decarboxylase_deficiency
Malouf syndrome,https://en.wikipedia.org/wiki/Malouf_syndrome,No,https://en.wikipedia.org/wiki/Malouf_syndrome
Malpuech facial clefting syndrome,https://en.wikipedia.org/wiki/Malpuech_facial_clefting_syndrome,No,https://en.wikipedia.org/wiki/Malpuech_facial_clefting_syndrome
Mandibuloacral dysplasia,https://en.wikipedia.org/wiki/Mandibuloacral_dysplasia,No,https://en.wikipedia.org/wiki/Mandibuloacral_dysplasia
"Manic Depression, Bipolar","https://en.wikipedia.org/wiki/Manic_Depression,_Bipolar",Yes,https://en.wikipedia.org/wiki/Bipolar_disorder
Mannosidosis,https://en.wikipedia.org/wiki/Mannosidosis,No,https://en.wikipedia.org/wiki/Mannosidosis
Mansonelliasis,https://en.wikipedia.org/wiki/Mansonelliasis,No,https://en.wikipedia.org/wiki/Mansonelliasis
Mantle cell lymphoma,https://en.wikipedia.org/wiki/Mantle_cell_lymphoma,No,https://en.wikipedia.org/wiki/Mantle_cell_lymphoma
Marburg fever,https://en.wikipedia.org/wiki/Marburg_fever,Yes,https://en.wikipedia.org/wiki/Marburg_virus_disease
Marchiafava–Bignami disease,https://en.wikipedia.org/wiki/Marchiafava%E2%80%93Bignami_disease,No,https://en.wikipedia.org/wiki/Marchiafava%E2%80%93Bignami_disease
Marcus Gunn phenomenon,https://en.wikipedia.org/wiki/Marcus_Gunn_phenomenon,No,https://en.wikipedia.org/wiki/Marcus_Gunn_phenomenon
Marden–Walker syndrome,https://en.wikipedia.org/wiki/Marden%E2%80%93Walker_syndrome,No,https://en.wikipedia.org/wiki/Marden%E2%80%93Walker_syndrome
Marek disease,https://en.wikipedia.org/wiki/Marek_disease,Yes,https://en.wikipedia.org/wiki/Marek%27s_disease
Marfan syndrome,https://en.wikipedia.org/wiki/Marfan_syndrome,Yes,https://en.wikipedia.org/wiki/Marfan_syndrome
Marfan Syndrome type II,https://en.wikipedia.org/wiki/Marfan_Syndrome_type_II,Yes,https://en.wikipedia.org/wiki/Loeys%E2%80%93Dietz_syndrome
Marfanoid hypermobility,https://en.wikipedia.org/wiki/Marfanoid_hypermobility,Yes,https://en.wikipedia.org/wiki/Marfanoid
Marinesco–Sjögren syndrome,https://en.wikipedia.org/wiki/Marinesco%E2%80%93Sj%C3%B6gren_syndrome,No,https://en.wikipedia.org/wiki/Marinesco%E2%80%93Sj%C3%B6gren_syndrome
Marker chromosome 15 syndrome,https://en.wikipedia.org/wiki/Small_supernumerary_marker_chromosome#Marker_chromosome_15_syndrome,No,https://en.wikipedia.org/wiki/Small_supernumerary_marker_chromosome#Marker_chromosome_15_syndrome
Maroteaux–Lamy syndrome,https://en.wikipedia.org/wiki/Maroteaux%E2%80%93Lamy_syndrome,No,https://en.wikipedia.org/wiki/Maroteaux%E2%80%93Lamy_syndrome
Marshall syndrome,https://en.wikipedia.org/wiki/Marshall%E2%80%93Smith_syndrome,No,https://en.wikipedia.org/wiki/Marshall%E2%80%93Smith_syndrome
Marshall–Smith syndrome,https://en.wikipedia.org/wiki/Marshall%E2%80%93Smith_syndrome,No,https://en.wikipedia.org/wiki/Marshall%E2%80%93Smith_syndrome
MASA syndrome,https://en.wikipedia.org/wiki/MASA_syndrome,No,https://en.wikipedia.org/wiki/MASA_syndrome
Mass psychogenic illness,https://en.wikipedia.org/wiki/Mass_psychogenic_illness,No,https://en.wikipedia.org/wiki/Mass_psychogenic_illness
MASS syndrome,https://en.wikipedia.org/wiki/MASS_syndrome,No,https://en.wikipedia.org/wiki/MASS_syndrome
Mast cell disease,https://en.wikipedia.org/wiki/Mast_cell_disease,Yes,https://en.wikipedia.org/wiki/Mast_cell#Role_in_disease
Mastocytosis,https://en.wikipedia.org/wiki/Mastocytosis,No,https://en.wikipedia.org/wiki/Mastocytosis
Mastoiditis,https://en.wikipedia.org/wiki/Mastoiditis,No,https://en.wikipedia.org/wiki/Mastoiditis
MAT deficiency,https://en.wikipedia.org/wiki/Hypermethioninemia,No,https://en.wikipedia.org/wiki/Hypermethioninemia
Maternally inherited diabetes and deafness,https://en.wikipedia.org/wiki/Maternally_inherited_diabetes_and_deafness,Yes,https://en.wikipedia.org/wiki/Diabetes_and_deafness
Maturity onset diabetes of the young,https://en.wikipedia.org/wiki/Maturity_onset_diabetes_of_the_young,Yes,https://en.wikipedia.org/wiki/Maturity-onset_diabetes_of_the_young
"Maxillonasal dysplasia, Binder type","https://en.wikipedia.org/wiki/Maxillonasal_dysplasia,_Binder_type",Yes,https://en.wikipedia.org/wiki/Binder%27s_syndrome
Mayer–Rokitanski–Kuster syndrome,https://en.wikipedia.org/wiki/Mayer%E2%80%93Rokitanski%E2%80%93Kuster_syndrome,Yes,https://en.wikipedia.org/wiki/M%C3%BCllerian_agenesis
May–Hegglin anomaly,https://en.wikipedia.org/wiki/May%E2%80%93Hegglin_anomaly,No,https://en.wikipedia.org/wiki/May%E2%80%93Hegglin_anomaly
McArdle disease,https://en.wikipedia.org/wiki/McArdle_disease,Yes,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_V
McCune–Albright syndrome,https://en.wikipedia.org/wiki/McCune%E2%80%93Albright_syndrome,No,https://en.wikipedia.org/wiki/McCune%E2%80%93Albright_syndrome
McDonough syndrome,https://en.wikipedia.org/wiki/McDonough_syndrome,No,https://en.wikipedia.org/wiki/McDonough_syndrome
McGillivray syndrome,https://en.wikipedia.org/wiki/McGillivray_syndrome,No,https://en.wikipedia.org/wiki/McGillivray_syndrome
McKusick–Kaufman syndrome,https://en.wikipedia.org/wiki/McKusick%E2%80%93Kaufman_syndrome,No,https://en.wikipedia.org/wiki/McKusick%E2%80%93Kaufman_syndrome
McKusick type metaphyseal chondrodysplasia,https://en.wikipedia.org/wiki/McKusick_type_metaphyseal_chondrodysplasia,Yes,https://en.wikipedia.org/wiki/Cartilage%E2%80%93hair_hypoplasia
Munchausen syndrome by proxy,https://en.wikipedia.org/wiki/Munchausen_syndrome_by_proxy,Yes,https://en.wikipedia.org/wiki/Factitious_disorder_imposed_on_another
Munchausen syndrome by proxy,https://en.wikipedia.org/wiki/Munchausen_syndrome_by_proxy,Yes,https://en.wikipedia.org/wiki/Factitious_disorder_imposed_on_another
Peripartum cardiomyopathy,https://en.wikipedia.org/wiki/Peripartum_cardiomyopathy,No,https://en.wikipedia.org/wiki/Peripartum_cardiomyopathy
Measles,https://en.wikipedia.org/wiki/Measles,No,https://en.wikipedia.org/wiki/Measles
Meckel syndrome,https://en.wikipedia.org/wiki/Meckel_syndrome,Yes,https://en.wikipedia.org/wiki/Meckel%E2%80%93Gruber_syndrome
Mediterranean fever,https://en.wikipedia.org/wiki/Brucellosis,No,https://en.wikipedia.org/wiki/Brucellosis
Medium-chain Acyl-CoA dehydrogenase deficiency,https://en.wikipedia.org/wiki/Medium-chain_Acyl-CoA_dehydrogenase_deficiency,Yes,https://en.wikipedia.org/wiki/Medium-chain_acyl-coenzyme_A_dehydrogenase_deficiency
Medullary cystic disease,https://en.wikipedia.org/wiki/Medullary_cystic_disease,Yes,https://en.wikipedia.org/wiki/Medullary_cystic_kidney_disease
Medullary thyroid carcinoma,https://en.wikipedia.org/wiki/Medullary_thyroid_carcinoma,Yes,https://en.wikipedia.org/wiki/Medullary_thyroid_cancer
Medulloblastoma,https://en.wikipedia.org/wiki/Medulloblastoma,No,https://en.wikipedia.org/wiki/Medulloblastoma
Megacystis microcolon intestinal hypoperistalsis syndrome,https://en.wikipedia.org/wiki/Megacystis_microcolon_intestinal_hypoperistalsis_syndrome,Yes,https://en.wikipedia.org/wiki/Berdon_syndrome
Megaduodenum,https://en.wikipedia.org/wiki/Megaduodenum,No,https://en.wikipedia.org/wiki/Megaduodenum
Mega-epiphyseal dwarfism,https://en.wikipedia.org/wiki/Mega-epiphyseal_dwarfism,Yes,https://en.wikipedia.org/wiki/Otospondylomegaepiphyseal_dysplasia
Megaloblastic anemia,https://en.wikipedia.org/wiki/Megaloblastic_anemia,No,https://en.wikipedia.org/wiki/Megaloblastic_anemia
Meige syndrome,https://en.wikipedia.org/wiki/Meige_syndrome,Yes,https://en.wikipedia.org/wiki/Meige%27s_syndrome
MELAS,https://en.wikipedia.org/wiki/MELAS,Yes,https://en.wikipedia.org/wiki/MELAS_syndrome
Meleda disease,https://en.wikipedia.org/wiki/Meleda_disease,No,https://en.wikipedia.org/wiki/Meleda_disease
Melioidosis,https://en.wikipedia.org/wiki/Melioidosis,No,https://en.wikipedia.org/wiki/Melioidosis
Melkersson–Rosenthal syndrome,https://en.wikipedia.org/wiki/Melkersson%E2%80%93Rosenthal_syndrome,No,https://en.wikipedia.org/wiki/Melkersson%E2%80%93Rosenthal_syndrome
Melnick–Needles syndrome,https://en.wikipedia.org/wiki/Melnick%E2%80%93Needles_syndrome,No,https://en.wikipedia.org/wiki/Melnick%E2%80%93Needles_syndrome
Menetrier's disease,https://en.wikipedia.org/wiki/Menetrier%27s_disease,Yes,https://en.wikipedia.org/wiki/M%C3%A9n%C3%A9trier%27s_disease
Ménière's disease,https://en.wikipedia.org/wiki/M%C3%A9ni%C3%A8re%27s_disease,No,https://en.wikipedia.org/wiki/M%C3%A9ni%C3%A8re%27s_disease
Meningioma,https://en.wikipedia.org/wiki/Meningioma,No,https://en.wikipedia.org/wiki/Meningioma
"Meningitis, meningococcal","https://en.wikipedia.org/wiki/Meningitis,_meningococcal",Yes,https://en.wikipedia.org/wiki/Meningococcal_disease
Meningitis,https://en.wikipedia.org/wiki/Meningitis,No,https://en.wikipedia.org/wiki/Meningitis
Meningocele,https://en.wikipedia.org/wiki/Meningocele,Yes,https://en.wikipedia.org/wiki/Spina_bifida
Meningococcemia,https://en.wikipedia.org/wiki/Meningococcemia,Yes,https://en.wikipedia.org/wiki/Meningococcal_disease#Meningococcemia
Meningoencephalocele,https://en.wikipedia.org/wiki/Meningoencephalocele,Yes,https://en.wikipedia.org/wiki/Encephalocele
Meningomyelocele,https://en.wikipedia.org/wiki/Meningomyelocele,Yes,https://en.wikipedia.org/wiki/Spina_bifida
Mental retardation,https://en.wikipedia.org/wiki/Intellectual_disability,No,https://en.wikipedia.org/wiki/Intellectual_disability
"Mental retardation, X linked, Marfanoid habitus","https://en.wikipedia.org/wiki/Mental_retardation,_X_linked,_Marfanoid_habitus",Yes,https://en.wikipedia.org/wiki/Lujan%E2%80%93Fryns_syndrome
Mercury poisoning,https://en.wikipedia.org/wiki/Mercury_poisoning,Yes,https://en.wikipedia.org/wiki/Mercury_poisoning
Meretoja syndrome,https://en.wikipedia.org/wiki/Meretoja_syndrome,Yes,"https://en.wikipedia.org/wiki/Familial_Amyloidosis,_Finnish_Type"
Mesenteric ischemia,https://en.wikipedia.org/wiki/Mesenteric_ischemia,Yes,https://en.wikipedia.org/wiki/Intestinal_ischemia
Mesomelia,https://en.wikipedia.org/wiki/Mesomelia,No,https://en.wikipedia.org/wiki/Mesomelia
Mesothelioma,https://en.wikipedia.org/wiki/Mesothelioma,No,https://en.wikipedia.org/wiki/Mesothelioma
Metabolic acidosis,https://en.wikipedia.org/wiki/Metabolic_acidosis,No,https://en.wikipedia.org/wiki/Metabolic_acidosis
Metabolic disorder,https://en.wikipedia.org/wiki/Metabolic_disorder,No,https://en.wikipedia.org/wiki/Metabolic_disorder
Metabolic syndrome X,https://en.wikipedia.org/wiki/Metabolic_syndrome_X,Yes,https://en.wikipedia.org/wiki/Metabolic_syndrome
Metachondromatosis,https://en.wikipedia.org/wiki/Metachondromatosis,No,https://en.wikipedia.org/wiki/Metachondromatosis
Metageria,https://en.wikipedia.org/wiki/Metageria,No,https://en.wikipedia.org/wiki/Metageria
Metaphyseal chondrodysplasia Schmid type,https://en.wikipedia.org/wiki/Metaphyseal_chondrodysplasia_Schmid_type,No,https://en.wikipedia.org/wiki/Metaphyseal_chondrodysplasia_Schmid_type
Metastatic Insulinoma,https://en.wikipedia.org/wiki/Metastatic_Insulinoma,Yes,https://en.wikipedia.org/wiki/Metastatic_insulinoma
Metatarsus adductus,https://en.wikipedia.org/wiki/Metatarsus_adductus,Yes,https://en.wikipedia.org/wiki/Pigeon_toe
Metatropic dwarfism,https://en.wikipedia.org/wiki/Metatropic_dwarfism,Yes,https://en.wikipedia.org/wiki/Dwarfism
Methimazole antenatal infection,https://en.wikipedia.org/wiki/Methimazole_antenatal_infection,Yes,https://en.wikipedia.org/wiki/Thiamazole
Methionine adenosyltransferase deficiency,https://en.wikipedia.org/wiki/Methionine_adenosyltransferase_deficiency,Yes,https://en.wikipedia.org/wiki/Hypermethioninemia
Methyl mercury antenatal infection,https://en.wikipedia.org/wiki/Methyl_mercury_antenatal_infection,Yes,https://en.wikipedia.org/wiki/Methylmercury
Methylenetetrahydrofolate reductase deficiency,https://en.wikipedia.org/wiki/Methylenetetrahydrofolate_reductase_deficiency,No,https://en.wikipedia.org/wiki/Methylenetetrahydrofolate_reductase_deficiency
Methylmalonic acidemia,https://en.wikipedia.org/wiki/Methylmalonic_acidemia,No,https://en.wikipedia.org/wiki/Methylmalonic_acidemia
Methylmalonyl-Coenzyme A mutase deficiency,https://en.wikipedia.org/wiki/Methylmalonyl-Coenzyme_A_mutase_deficiency,Yes,https://en.wikipedia.org/wiki/Methylmalonyl-CoA_mutase_deficiency
Mevalonate kinase deficiency,https://en.wikipedia.org/wiki/Mevalonate_kinase_deficiency,No,https://en.wikipedia.org/wiki/Mevalonate_kinase_deficiency
Mevalonicaciduria,https://en.wikipedia.org/wiki/Mevalonicaciduria,Yes,https://en.wikipedia.org/wiki/Mevalonate_kinase_deficiency
Meyenburg–Altherr–Uehlinger syndrome,https://en.wikipedia.org/wiki/Meyenburg%E2%80%93Altherr%E2%80%93Uehlinger_syndrome,Yes,https://en.wikipedia.org/wiki/Relapsing_polychondritis
Michelin tire baby syndrome,https://en.wikipedia.org/wiki/Michelin_tire_baby_syndrome,No,https://en.wikipedia.org/wiki/Michelin_tire_baby_syndrome
Michels Caskey syndrome,https://en.wikipedia.org/wiki/Michels_Caskey_syndrome,No,https://en.wikipedia.org/wiki/Michels_Caskey_syndrome
Michels syndrome,https://en.wikipedia.org/wiki/Michels_syndrome,No,https://en.wikipedia.org/wiki/Michels_syndrome
Mickleson syndrome,https://en.wikipedia.org/wiki/Mickleson_syndrome,No,https://en.wikipedia.org/wiki/Mickleson_syndrome
Micro syndrome,https://en.wikipedia.org/wiki/Micro_syndrome,Yes,https://en.wikipedia.org/wiki/Warburg_Micro_syndrome
Microcephaly,https://en.wikipedia.org/wiki/Microcephaly,No,https://en.wikipedia.org/wiki/Microcephaly
Microcephaly albinism digital anomalies syndrome,https://en.wikipedia.org/wiki/Microcephaly_albinism_digital_anomalies_syndrome,No,https://en.wikipedia.org/wiki/Microcephaly_albinism_digital_anomalies_syndrome
Microcephaly deafness syndrome,https://en.wikipedia.org/wiki/Microcephaly_deafness_syndrome,No,https://en.wikipedia.org/wiki/Microcephaly_deafness_syndrome
Microcephaly lymphoedema chorioretinal dysplasia,https://en.wikipedia.org/wiki/Microcephaly_lymphoedema_chorioretinal_dysplasia,No,https://en.wikipedia.org/wiki/Microcephaly_lymphoedema_chorioretinal_dysplasia
Microcephaly nonsyndromal,https://en.wikipedia.org/wiki/Microcephaly_nonsyndromal,Yes,https://en.wikipedia.org/wiki/Microcephaly
"Microcoria, congenital","https://en.wikipedia.org/wiki/Microcoria,_congenital",Yes,https://en.wikipedia.org/wiki/Microcoria
macular hypoplasia,https://en.wikipedia.org/wiki/Macular_hypoplasia,No,https://en.wikipedia.org/wiki/Macular_hypoplasia
Microencephaly,https://en.wikipedia.org/wiki/Microencephaly,Yes,https://en.wikipedia.org/wiki/Microcephaly
Microinfarct,https://en.wikipedia.org/wiki/Microinfarct,No,https://en.wikipedia.org/wiki/Microinfarct
Microphthalmia,https://en.wikipedia.org/wiki/Microphthalmia,No,https://en.wikipedia.org/wiki/Microphthalmia
"Microphthalmia, Lentz type","https://en.wikipedia.org/wiki/Microphthalmia,_Lentz_type",Yes,https://en.wikipedia.org/wiki/Lenz_microphthalmia_syndrome
Microscopic polyangiitis,https://en.wikipedia.org/wiki/Microscopic_polyangiitis,No,https://en.wikipedia.org/wiki/Microscopic_polyangiitis
Microsporidiosis,https://en.wikipedia.org/wiki/Microsporidiosis,No,https://en.wikipedia.org/wiki/Microsporidiosis
"Microtia, meatal atresia and conductive deafness","https://en.wikipedia.org/wiki/Microtia,_meatal_atresia_and_conductive_deafness",Yes,https://en.wikipedia.org/wiki/Microtia
Microvillus inclusion disease,https://en.wikipedia.org/wiki/Microvillus_inclusion_disease,Yes,https://en.wikipedia.org/wiki/Microvillous_inclusion_disease
Miculicz syndrome,https://en.wikipedia.org/wiki/Miculicz_syndrome,Yes,https://en.wikipedia.org/wiki/Sj%C3%B6gren_syndrome
MIDAS syndrome,https://en.wikipedia.org/wiki/MIDAS_syndrome,Yes,https://en.wikipedia.org/wiki/Microphthalmia%E2%80%93dermal_aplasia%E2%80%93sclerocornea_syndrome
Mietens syndrome,https://en.wikipedia.org/wiki/Mietens_syndrome,No,https://en.wikipedia.org/wiki/Mietens_syndrome
Migraine,https://en.wikipedia.org/wiki/Migraine,No,https://en.wikipedia.org/wiki/Migraine
Mikulicz syndrome,https://en.wikipedia.org/wiki/Mikulicz_syndrome,Yes,https://en.wikipedia.org/wiki/Benign_lymphoepithelial_lesion
Mild cognitive impairment,https://en.wikipedia.org/wiki/Mild_cognitive_impairment,No,https://en.wikipedia.org/wiki/Mild_cognitive_impairment
Miller Fisher syndrome,https://en.wikipedia.org/wiki/Miller_Fisher_syndrome,Yes,https://en.wikipedia.org/wiki/Guillain%E2%80%93Barr%C3%A9_syndrome#Clinical_subtypes
Miller–Dieker syndrome,https://en.wikipedia.org/wiki/Miller%E2%80%93Dieker_syndrome,No,https://en.wikipedia.org/wiki/Miller%E2%80%93Dieker_syndrome
Minamata disease,https://en.wikipedia.org/wiki/Minamata_disease,No,https://en.wikipedia.org/wiki/Minamata_disease
Minkowski–Chauffard syndrome,https://en.wikipedia.org/wiki/Minkowski%E2%80%93Chauffard_syndrome,Yes,https://en.wikipedia.org/wiki/Hereditary_spherocytosis
Mirhosseini–Holmes–Walton syndrome,https://en.wikipedia.org/wiki/Mirhosseini%E2%80%93Holmes%E2%80%93Walton_syndrome,No,https://en.wikipedia.org/wiki/Mirhosseini%E2%80%93Holmes%E2%80%93Walton_syndrome
Mitochondrial disease,https://en.wikipedia.org/wiki/Mitochondrial_disease,No,https://en.wikipedia.org/wiki/Mitochondrial_disease
Mitochondrial myopathy-encephalopathy-lactic acidosis,https://en.wikipedia.org/wiki/Mitochondrial_myopathy-encephalopathy-lactic_acidosis,Yes,https://en.wikipedia.org/wiki/MELAS_syndrome
Mitochondrial trifunctional protein deficiency,https://en.wikipedia.org/wiki/Mitochondrial_trifunctional_protein_deficiency,No,https://en.wikipedia.org/wiki/Mitochondrial_trifunctional_protein_deficiency
Mitral atresia,https://en.wikipedia.org/wiki/Mitral_atresia,Yes,https://en.wikipedia.org/wiki/Mitral_stenosis
"Mitral valve prolapse, familial, autosomal dominant","https://en.wikipedia.org/wiki/Mitral_valve_prolapse,_familial,_autosomal_dominant",Yes,https://en.wikipedia.org/wiki/Mitral_valve_prolapse
"Mitral valve prolapse, familial, X linked","https://en.wikipedia.org/wiki/Mitral_valve_prolapse,_familial,_X_linked",Yes,https://en.wikipedia.org/wiki/Mitral_valve_prolapse
Mitral valve prolapse,https://en.wikipedia.org/wiki/Mitral_valve_prolapse,No,https://en.wikipedia.org/wiki/Mitral_valve_prolapse
Mixed connective tissue disease,https://en.wikipedia.org/wiki/Mixed_connective_tissue_disease,No,https://en.wikipedia.org/wiki/Mixed_connective_tissue_disease
Mixed Müllerian tumor,https://en.wikipedia.org/wiki/Mixed_M%C3%BCllerian_tumor,No,https://en.wikipedia.org/wiki/Mixed_M%C3%BCllerian_tumor
Mixed receptive-expressive language disorder,https://en.wikipedia.org/wiki/Mixed_receptive-expressive_language_disorder,No,https://en.wikipedia.org/wiki/Mixed_receptive-expressive_language_disorder
MN1,https://en.wikipedia.org/wiki/MN1_(gene),No,https://en.wikipedia.org/wiki/MN1_(gene)
Möbius syndrome,https://en.wikipedia.org/wiki/M%C3%B6bius_syndrome,No,https://en.wikipedia.org/wiki/M%C3%B6bius_syndrome
MODY syndrome,https://en.wikipedia.org/wiki/MODY_syndrome,Yes,https://en.wikipedia.org/wiki/Maturity-onset_diabetes_of_the_young
Moeschler–Clarren syndrome,https://en.wikipedia.org/wiki/Moeschler%E2%80%93Clarren_syndrome,Yes,https://en.wikipedia.org/wiki/Hemifacial_microsomia
Mohr syndrome,https://en.wikipedia.org/wiki/Mohr_syndrome,Yes,https://en.wikipedia.org/wiki/Orofaciodigital_syndrome
Mohr–Tranebjærg syndrome,https://en.wikipedia.org/wiki/Mohr%E2%80%93Tranebj%C3%A6rg_syndrome,No,https://en.wikipedia.org/wiki/Mohr%E2%80%93Tranebj%C3%A6rg_syndrome
Molluscum contagiosum,https://en.wikipedia.org/wiki/Molluscum_contagiosum,No,https://en.wikipedia.org/wiki/Molluscum_contagiosum
Molybdenum cofactor deficiency,https://en.wikipedia.org/wiki/Molybdenum_cofactor_deficiency,No,https://en.wikipedia.org/wiki/Molybdenum_cofactor_deficiency
MOMO syndrome,https://en.wikipedia.org/wiki/MOMO_syndrome,No,https://en.wikipedia.org/wiki/MOMO_syndrome
Mondini dysplasia,https://en.wikipedia.org/wiki/Mondini_dysplasia,No,https://en.wikipedia.org/wiki/Mondini_dysplasia
Mondor's disease,https://en.wikipedia.org/wiki/Mondor%27s_disease,No,https://en.wikipedia.org/wiki/Mondor%27s_disease
Monge's disease,https://en.wikipedia.org/wiki/Monge%27s_disease,Yes,https://en.wikipedia.org/wiki/Chronic_mountain_sickness
Monilethrix,https://en.wikipedia.org/wiki/Monilethrix,No,https://en.wikipedia.org/wiki/Monilethrix
Monoamine oxidase A deficiency,https://en.wikipedia.org/wiki/Monoamine_oxidase_A_deficiency,Yes,https://en.wikipedia.org/wiki/Brunner_syndrome
Monoclonal gammopathy of undetermined significance,https://en.wikipedia.org/wiki/Monoclonal_gammopathy_of_undetermined_significance,No,https://en.wikipedia.org/wiki/Monoclonal_gammopathy_of_undetermined_significance
