Name,Wikipedia link (en),Redirected,Redirect link
West syndrome,https://en.wikipedia.org/wiki/West_syndrome,Yes,https://en.wikipedia.org/wiki/Epileptic_spasms
Westerhof–Beemer–Cormane syndrome,https://en.wikipedia.org/wiki/Westerhof%E2%80%93Beemer%E2%80%93Cormane_syndrome,Yes,https://en.wikipedia.org/wiki/Familial_progressive_hyperpigmentation
Western equine encephalitis,https://en.wikipedia.org/wiki/Western_equine_encephalitis,Yes,https://en.wikipedia.org/wiki/Western_equine_encephalitis_virus
Westphall disease,https://en.wikipedia.org/wiki/Westphall_disease,Yes,https://en.wikipedia.org/wiki/Hypokalemic_periodic_paralysis
Wheat hypersensitivity,https://en.wikipedia.org/wiki/Wheat_hypersensitivity,Yes,https://en.wikipedia.org/wiki/Wheat_allergy
Whipple disease,https://en.wikipedia.org/wiki/Whipple_disease,Yes,https://en.wikipedia.org/wiki/Whipple%27s_disease
Whitaker syndrome,https://en.wikipedia.org/wiki/Whitaker_syndrome,Yes,https://en.wikipedia.org/wiki/Autoimmune_polyendocrine_syndrome_type_1
White sponge nevus,https://en.wikipedia.org/wiki/White_sponge_nevus,No,https://en.wikipedia.org/wiki/White_sponge_nevus
Whooping cough,https://en.wikipedia.org/wiki/Whooping_cough,No,https://en.wikipedia.org/wiki/Whooping_cough
Wieacker syndrome,https://en.wikipedia.org/wiki/Wieacker_syndrome,No,https://en.wikipedia.org/wiki/Wieacker_syndrome
Wiedemann–Rautenstrauch syndrome,https://en.wikipedia.org/wiki/Wiedemann%E2%80%93Rautenstrauch_syndrome,No,https://en.wikipedia.org/wiki/Wiedemann%E2%80%93Rautenstrauch_syndrome
Wildervanck syndrome,https://en.wikipedia.org/wiki/Wildervanck_syndrome,No,https://en.wikipedia.org/wiki/Wildervanck_syndrome
"Willebrand disease, acquired","https://en.wikipedia.org/wiki/Willebrand_disease,_acquired",Yes,https://en.wikipedia.org/wiki/Von_Willebrand_disease
Willebrand disease,https://en.wikipedia.org/wiki/Willebrand_disease,Yes,https://en.wikipedia.org/wiki/Von_Willebrand_disease
Williams syndrome,https://en.wikipedia.org/wiki/Williams_syndrome,No,https://en.wikipedia.org/wiki/Williams_syndrome
Wilms' tumor,https://en.wikipedia.org/wiki/Wilms%27_tumor,No,https://en.wikipedia.org/wiki/Wilms%27_tumor
Wilms tumor-aniridia syndrome,https://en.wikipedia.org/wiki/Wilms_tumor-aniridia_syndrome,Yes,https://en.wikipedia.org/wiki/WAGR_syndrome
Wilson's disease,https://en.wikipedia.org/wiki/Wilson%27s_disease,No,https://en.wikipedia.org/wiki/Wilson%27s_disease
Wilson–Turner syndrome,https://en.wikipedia.org/wiki/Wilson%E2%80%93Turner_syndrome,No,https://en.wikipedia.org/wiki/Wilson%E2%80%93Turner_syndrome
Winchester syndrome,https://en.wikipedia.org/wiki/Winchester_syndrome,No,https://en.wikipedia.org/wiki/Winchester_syndrome
Wiskott–Aldrich syndrome,https://en.wikipedia.org/wiki/Wiskott%E2%80%93Aldrich_syndrome,No,https://en.wikipedia.org/wiki/Wiskott%E2%80%93Aldrich_syndrome
Witkop syndrome,https://en.wikipedia.org/wiki/Witkop_syndrome,Yes,https://en.wikipedia.org/wiki/Tooth_and_nail_syndrome
Wolcott–Rallison syndrome,https://en.wikipedia.org/wiki/Wolcott%E2%80%93Rallison_syndrome,No,https://en.wikipedia.org/wiki/Wolcott%E2%80%93Rallison_syndrome
Wolff–Parkinson–White syndrome,https://en.wikipedia.org/wiki/Wolff%E2%80%93Parkinson%E2%80%93White_syndrome,No,https://en.wikipedia.org/wiki/Wolff%E2%80%93Parkinson%E2%80%93White_syndrome
Wolf–Hirschhorn syndrome,https://en.wikipedia.org/wiki/Wolf%E2%80%93Hirschhorn_syndrome,No,https://en.wikipedia.org/wiki/Wolf%E2%80%93Hirschhorn_syndrome
Wolfram syndrome,https://en.wikipedia.org/wiki/Wolfram_syndrome,No,https://en.wikipedia.org/wiki/Wolfram_syndrome
Wolman disease,https://en.wikipedia.org/wiki/Wolman_disease,Yes,https://en.wikipedia.org/wiki/Lysosomal_acid_lipase_deficiency
Woodhouse–Sakati syndrome,https://en.wikipedia.org/wiki/Woodhouse%E2%80%93Sakati_syndrome,No,https://en.wikipedia.org/wiki/Woodhouse%E2%80%93Sakati_syndrome
Wooly hair syndrome,https://en.wikipedia.org/wiki/Wooly_hair_syndrome,Yes,https://en.wikipedia.org/wiki/Afro-textured_hair
Woolly hair autosomal recessive,https://en.wikipedia.org/wiki/Woolly_hair_autosomal_recessive,No,https://en.wikipedia.org/wiki/Woolly_hair_autosomal_recessive
"Woolly hair, congenital","https://en.wikipedia.org/wiki/Woolly_hair,_congenital",Yes,https://en.wikipedia.org/wiki/Afro-textured_hair
Worster-Drought syndrome,https://en.wikipedia.org/wiki/Worster-Drought_syndrome,No,https://en.wikipedia.org/wiki/Worster-Drought_syndrome
Worster-Drought syndrome,https://en.wikipedia.org/wiki/Worster-Drought_syndrome,No,https://en.wikipedia.org/wiki/Worster-Drought_syndrome
familial British dementia,https://en.wikipedia.org/wiki/Familial_British_dementia,No,https://en.wikipedia.org/wiki/Familial_British_dementia
Worth syndrome,https://en.wikipedia.org/wiki/Worth_syndrome,No,https://en.wikipedia.org/wiki/Worth_syndrome
Wrinkly skin syndrome,https://en.wikipedia.org/wiki/Wrinkly_skin_syndrome,No,https://en.wikipedia.org/wiki/Wrinkly_skin_syndrome
Writer's cramp,https://en.wikipedia.org/wiki/Writer%27s_cramp,No,https://en.wikipedia.org/wiki/Writer%27s_cramp
