Name,Wikipedia link (en),Redirected,Redirect link
Idiopathic pulmonary haemosiderosis,https://en.wikipedia.org/wiki/Idiopathic_pulmonary_haemosiderosis,No,https://en.wikipedia.org/wiki/Idiopathic_pulmonary_haemosiderosis
Idiopathic sclerosing mesenteritis,https://en.wikipedia.org/wiki/Idiopathic_sclerosing_mesenteritis,No,https://en.wikipedia.org/wiki/Idiopathic_sclerosing_mesenteritis
Idiopathic thrombocytopenic purpura,https://en.wikipedia.org/wiki/Idiopathic_thrombocytopenic_purpura,Yes,https://en.wikipedia.org/wiki/Immune_thrombocytopenic_purpura
Iduronate 2-sulfatase deficiency,https://en.wikipedia.org/wiki/Iduronate_2-sulfatase_deficiency,Yes,https://en.wikipedia.org/wiki/Hunter_syndrome
IFAP syndrome,https://en.wikipedia.org/wiki/IFAP_syndrome,Yes,https://en.wikipedia.org/wiki/Ichthyosis_follicularis_with_alopecia_and_photophobia_syndrome
IgA deficiency,https://en.wikipedia.org/wiki/Selective_immunoglobulin_A_deficiency,No,https://en.wikipedia.org/wiki/Selective_immunoglobulin_A_deficiency
IgA nephropathy,https://en.wikipedia.org/wiki/IgA_nephropathy,No,https://en.wikipedia.org/wiki/IgA_nephropathy
IgA vasculitis,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura,No,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura
IgG4-related disease,https://en.wikipedia.org/wiki/IgG4-related_disease,No,https://en.wikipedia.org/wiki/IgG4-related_disease
Illum syndrome,https://en.wikipedia.org/wiki/Illum_syndrome,Yes,https://en.wikipedia.org/wiki/Arthrogryposis
Iminoglycinuria,https://en.wikipedia.org/wiki/Iminoglycinuria,No,https://en.wikipedia.org/wiki/Iminoglycinuria
Immune thrombocytopenia,https://en.wikipedia.org/wiki/Immune_thrombocytopenia,Yes,https://en.wikipedia.org/wiki/Immune_thrombocytopenic_purpura
Imperforate anus,https://en.wikipedia.org/wiki/Imperforate_anus,No,https://en.wikipedia.org/wiki/Imperforate_anus
Impetigo,https://en.wikipedia.org/wiki/Impetigo,No,https://en.wikipedia.org/wiki/Impetigo
Inborn amino acid metabolism disorder,https://en.wikipedia.org/wiki/Inborn_amino_acid_metabolism_disorder,Yes,https://en.wikipedia.org/wiki/Inborn_errors_of_metabolism
Inborn branched chain aminoaciduria,https://en.wikipedia.org/wiki/Inborn_branched_chain_aminoaciduria,Yes,https://en.wikipedia.org/wiki/Organic_acidemia
Inborn error of metabolism,https://en.wikipedia.org/wiki/Inborn_error_of_metabolism,Yes,https://en.wikipedia.org/wiki/Inborn_errors_of_metabolism
Inborn metabolic disorder,https://en.wikipedia.org/wiki/Inborn_metabolic_disorder,Yes,https://en.wikipedia.org/wiki/Inborn_errors_of_metabolism
Inborn renal aminoaciduria,https://en.wikipedia.org/wiki/Inborn_renal_aminoaciduria,Yes,https://en.wikipedia.org/wiki/Inborn_errors_of_renal_tubular_transport
Incisors fused,https://en.wikipedia.org/wiki/Incisors_fused,Yes,https://en.wikipedia.org/wiki/Tooth_fusion
Inclusion-cell disease,https://en.wikipedia.org/wiki/Inclusion-cell_disease,Yes,https://en.wikipedia.org/wiki/I-cell_disease
Inclusion conjunctivitis,https://en.wikipedia.org/wiki/Inclusion_conjunctivitis,Yes,https://en.wikipedia.org/wiki/Conjunctivitis
Incontinentia pigmenti,https://en.wikipedia.org/wiki/Incontinentia_pigmenti,No,https://en.wikipedia.org/wiki/Incontinentia_pigmenti
Incontinentia pigmenti achromians,https://en.wikipedia.org/wiki/Incontinentia_pigmenti_achromians,No,https://en.wikipedia.org/wiki/Incontinentia_pigmenti_achromians
Indomethacin antenatal infection,https://en.wikipedia.org/wiki/Indomethacin_antenatal_infection,Yes,https://en.wikipedia.org/wiki/Indometacin
Induced delusional disorder,https://en.wikipedia.org/wiki/Induced_delusional_disorder,Yes,https://en.wikipedia.org/wiki/Folie_%C3%A0_deux
Infant respiratory distress syndrome,https://en.wikipedia.org/wiki/Infant_respiratory_distress_syndrome,No,https://en.wikipedia.org/wiki/Infant_respiratory_distress_syndrome
Infantile apnea,https://en.wikipedia.org/wiki/Infantile_apnea,No,https://en.wikipedia.org/wiki/Infantile_apnea
Infantile digital fibromatosis,https://en.wikipedia.org/wiki/Infantile_digital_fibromatosis,No,https://en.wikipedia.org/wiki/Infantile_digital_fibromatosis
Infantile myofibromatosis,https://en.wikipedia.org/wiki/Infantile_myofibromatosis,No,https://en.wikipedia.org/wiki/Infantile_myofibromatosis
Infantile sialic acid storage disorder,https://en.wikipedia.org/wiki/Infantile_sialic_acid_storage_disorder,Yes,https://en.wikipedia.org/wiki/Infantile_free_sialic_acid_storage_disease
Infantile spasms,https://en.wikipedia.org/wiki/Infantile_spasms,Yes,https://en.wikipedia.org/wiki/Epileptic_spasms
Infectious arthritis,https://en.wikipedia.org/wiki/Infectious_arthritis,Yes,https://en.wikipedia.org/wiki/Septic_arthritis
Infectious myocarditis,https://en.wikipedia.org/wiki/Infectious_myocarditis,Yes,https://en.wikipedia.org/wiki/Myocarditis
Infective endocarditis,https://en.wikipedia.org/wiki/Infective_endocarditis,No,https://en.wikipedia.org/wiki/Infective_endocarditis
Inflammatory breast cancer,https://en.wikipedia.org/wiki/Inflammatory_breast_cancer,No,https://en.wikipedia.org/wiki/Inflammatory_breast_cancer
Influenza,https://en.wikipedia.org/wiki/Influenza,No,https://en.wikipedia.org/wiki/Influenza
Inguinal hernia,https://en.wikipedia.org/wiki/Inguinal_hernia,No,https://en.wikipedia.org/wiki/Inguinal_hernia
Inhalant abuse,https://en.wikipedia.org/wiki/Inhalant_abuse,Yes,https://en.wikipedia.org/wiki/Inhalant
"Inhalant abuse, aliphatic hydrocarbons",https://en.wikipedia.org/wiki/Inhalant_abuse#Classification,Yes,https://en.wikipedia.org/wiki/Inhalant
"Inhalant abuse, aromatic hydrocarbons",https://en.wikipedia.org/wiki/Inhalant_abuse#Classification,Yes,https://en.wikipedia.org/wiki/Inhalant
"Inhalant abuse, ketones",https://en.wikipedia.org/wiki/Inhalant_abuse#Classification,Yes,https://en.wikipedia.org/wiki/Inhalant
"Inhalant abuse, haloalkanes",https://en.wikipedia.org/wiki/Inhalant_abuse#Classification,Yes,https://en.wikipedia.org/wiki/Inhalant
"Inhalant abuse, nitrites",https://en.wikipedia.org/wiki/Inhalant_abuse#Classification,Yes,https://en.wikipedia.org/wiki/Inhalant
Insulinoma,https://en.wikipedia.org/wiki/Insulinoma,No,https://en.wikipedia.org/wiki/Insulinoma
Intraocular lymphoma,https://en.wikipedia.org/wiki/Intraocular_lymphoma,No,https://en.wikipedia.org/wiki/Intraocular_lymphoma
Interstitial cystitis,https://en.wikipedia.org/wiki/Interstitial_cystitis,No,https://en.wikipedia.org/wiki/Interstitial_cystitis
Interstitial lung disease,https://en.wikipedia.org/wiki/Interstitial_lung_disease,No,https://en.wikipedia.org/wiki/Interstitial_lung_disease
Interstitial pneumonia,https://en.wikipedia.org/wiki/Interstitial_pneumonia,Yes,https://en.wikipedia.org/wiki/Interstitial_lung_disease
Intestinal lipodystrophy,https://en.wikipedia.org/wiki/Whipple%27s_disease,No,https://en.wikipedia.org/wiki/Whipple%27s_disease
Intestinal pseudoobstruction chronic idiopathic,https://en.wikipedia.org/wiki/Intestinal_pseudoobstruction_chronic_idiopathic,Yes,https://en.wikipedia.org/wiki/Intestinal_pseudo-obstruction
Intestinal pseudo-obstruction,https://en.wikipedia.org/wiki/Intestinal_pseudo-obstruction,No,https://en.wikipedia.org/wiki/Intestinal_pseudo-obstruction
Intestinal spirochetosis,https://en.wikipedia.org/wiki/Intestinal_spirochetosis,No,https://en.wikipedia.org/wiki/Intestinal_spirochetosis
Intoeing,https://en.wikipedia.org/wiki/Intoeing,Yes,https://en.wikipedia.org/wiki/Pigeon_toe
Intracranial arteriovenous malformations,https://en.wikipedia.org/wiki/Intracranial_arteriovenous_malformations,Yes,https://en.wikipedia.org/wiki/Cerebral_arteriovenous_malformation
Intrauterine infections,https://en.wikipedia.org/wiki/Intrauterine_infections,Yes,https://en.wikipedia.org/wiki/Vertically_transmitted_infection
Iodine antenatal infection,https://en.wikipedia.org/wiki/Iodine_antenatal_infection,Yes,https://en.wikipedia.org/wiki/Iodine
Iodine deficiency,https://en.wikipedia.org/wiki/Iodine_deficiency,No,https://en.wikipedia.org/wiki/Iodine_deficiency
Iophobia,https://en.wikipedia.org/wiki/Iophobia,Yes,https://en.wikipedia.org/wiki/List_of_phobias
Iridocyclitis,https://en.wikipedia.org/wiki/Iridocyclitis,Yes,https://en.wikipedia.org/wiki/Uveitis#Classification
"Iridogoniodysgenesis, dominant type","https://en.wikipedia.org/wiki/Iridogoniodysgenesis,_dominant_type",No,"https://en.wikipedia.org/wiki/Iridogoniodysgenesis,_dominant_type"
Iritis,https://en.wikipedia.org/wiki/Iritis,Yes,https://en.wikipedia.org/wiki/Uveitis
Iron deficiency,https://en.wikipedia.org/wiki/Iron_deficiency,No,https://en.wikipedia.org/wiki/Iron_deficiency
Iron overload,https://en.wikipedia.org/wiki/Iron_overload,No,https://en.wikipedia.org/wiki/Iron_overload
Irritable bowel syndrome,https://en.wikipedia.org/wiki/Irritable_bowel_syndrome,No,https://en.wikipedia.org/wiki/Irritable_bowel_syndrome
Isaacs syndrome,https://en.wikipedia.org/wiki/Isaacs_syndrome,Yes,https://en.wikipedia.org/wiki/Neuromyotonia
Ischiopatellar dysplasia,https://en.wikipedia.org/wiki/Ischiopatellar_dysplasia,No,https://en.wikipedia.org/wiki/Ischiopatellar_dysplasia
Isochromosome i (5p),https://en.wikipedia.org/wiki/Small_supernumerary_marker_chromosome#Isochromosome_i_(5p),No,https://en.wikipedia.org/wiki/Small_supernumerary_marker_chromosome#Isochromosome_i_(5p)
Isochromosome 18p syndrome,https://en.wikipedia.org/wiki/Small_supernumerary_marker_chromosome#Isochromosome_18p_syndrome,No,https://en.wikipedia.org/wiki/Small_supernumerary_marker_chromosome#Isochromosome_18p_syndrome
Isosporosiasis,https://en.wikipedia.org/wiki/Isosporosiasis,Yes,https://en.wikipedia.org/wiki/Isosporiasis
Isotretinoin embryopathy,https://en.wikipedia.org/wiki/Isotretinoin_embryopathy,Yes,https://en.wikipedia.org/wiki/Isotretinoin
Ivemark syndrome,https://en.wikipedia.org/wiki/Ivemark_syndrome,Yes,https://en.wikipedia.org/wiki/Asplenia_with_cardiovascular_anomalies
