Name,Wikipedia link (en)
Hay–Wells syndrome,https://en.wikipedia.org/wiki/Hay%E2%80%93Wells_syndrome
"Headache, cluster","https://en.wikipedia.org/wiki/Headache,_cluster"
Hearing disorder,https://en.wikipedia.org/wiki/Hearing_disorder
Hearing impairment,https://en.wikipedia.org/wiki/Hearing_impairment
Hearing loss,https://en.wikipedia.org/wiki/Hearing_loss
Heart aneurysm,https://en.wikipedia.org/wiki/Heart_aneurysm
Heart attack,https://en.wikipedia.org/wiki/Heart_attack
"Heart block progressive, familial","https://en.wikipedia.org/w/index.php?title=Heart_block_progressive,_familial&action=edit&redlink=1"
Heart block,https://en.wikipedia.org/wiki/Heart_block
Heart defect round face congenital retarded development,https://en.wikipedia.org/w/index.php?title=Heart_defect_round_face_congenital_retarded_development&action=edit&redlink=1
Heart defect tongue hamartoma polysyndactyly,https://en.wikipedia.org/w/index.php?title=Heart_defect_tongue_hamartoma_polysyndactyly&action=edit&redlink=1
Heart defects limb shortening,https://en.wikipedia.org/w/index.php?title=Heart_defects_limb_shortening&action=edit&redlink=1
Heart hand syndrome Spanish type,https://en.wikipedia.org/w/index.php?title=Heart_hand_syndrome_Spanish_type&action=edit&redlink=1
"Heart hypertrophy, hereditary","https://en.wikipedia.org/wiki/Heart_hypertrophy,_hereditary"
Heart situs anomaly,https://en.wikipedia.org/wiki/Heart_situs_anomaly
Heart tumor of the adult,https://en.wikipedia.org/wiki/Heart_tumor_of_the_adult
Heart tumor of the child,https://en.wikipedia.org/wiki/Heart_tumor_of_the_child
Heavy metal poisoning,https://en.wikipedia.org/wiki/Heavy_metal_poisoning
HEC syndrome,https://en.wikipedia.org/wiki/HEC_syndrome
Hecht–Scott syndrome,https://en.wikipedia.org/w/index.php?title=Hecht%E2%80%93Scott_syndrome&action=edit&redlink=1
Heckenlively syndrome,https://en.wikipedia.org/w/index.php?title=Heckenlively_syndrome&action=edit&redlink=1
Heide syndrome,https://en.wikipedia.org/w/index.php?title=Heide_syndrome&action=edit&redlink=1
Heliophobia,https://en.wikipedia.org/wiki/Heliophobia
HELLP syndrome,https://en.wikipedia.org/wiki/HELLP_syndrome
Helmerhorst–Heaton–Crossen syndrome,https://en.wikipedia.org/w/index.php?title=Helmerhorst%E2%80%93Heaton%E2%80%93Crossen_syndrome&action=edit&redlink=1
Helminthiasis,https://en.wikipedia.org/wiki/Helminthiasis
HEM dysplasia,https://en.wikipedia.org/w/index.php?title=HEM_dysplasia&action=edit&redlink=1
Hemangioblastoma,https://en.wikipedia.org/wiki/Hemangioblastoma
Hemangioendothelioma,https://en.wikipedia.org/wiki/Hemangioendothelioma
Hemangioma thrombocytopenia syndrome,https://en.wikipedia.org/wiki/Hemangioma_thrombocytopenia_syndrome
"Hemangioma, capillary infantile","https://en.wikipedia.org/wiki/Hemangioma,_capillary_infantile"
Hemangioma,https://en.wikipedia.org/wiki/Hemangioma
"Hemangiomatosis, familial pulmonary capillary","https://en.wikipedia.org/w/index.php?title=Hemangiomatosis,_familial_pulmonary_capillary&action=edit&redlink=1"
Hemangiopericytoma,https://en.wikipedia.org/wiki/Hemangiopericytoma
Hematocolpos,https://en.wikipedia.org/wiki/Hematocolpos
"Hemeralopia, congenital essential","https://en.wikipedia.org/w/index.php?title=Hemeralopia,_congenital_essential&action=edit&redlink=1"
"Hemeralopia, familial","https://en.wikipedia.org/w/index.php?title=Hemeralopia,_familial&action=edit&redlink=1"
Hemi 3 syndrome,https://en.wikipedia.org/w/index.php?title=Hemi_3_syndrome&action=edit&redlink=1
Hemifacial atrophy agenesis of the caudate nucleus,https://en.wikipedia.org/w/index.php?title=Hemifacial_atrophy_agenesis_of_the_caudate_nucleus&action=edit&redlink=1
Hemifacial atrophy progressive,https://en.wikipedia.org/w/index.php?title=Hemifacial_atrophy_progressive&action=edit&redlink=1
Hemifacial hyperplasia strabismus,https://en.wikipedia.org/w/index.php?title=Hemifacial_hyperplasia_strabismus&action=edit&redlink=1
Hemifacial microsomia,https://en.wikipedia.org/wiki/Hemifacial_microsomia
Hemihypertrophy in context of NF,https://en.wikipedia.org/w/index.php?title=Hemihypertrophy_in_context_of_NF&action=edit&redlink=1
Hemihypertrophy intestinal web corneal opacity,https://en.wikipedia.org/w/index.php?title=Hemihypertrophy_intestinal_web_corneal_opacity&action=edit&redlink=1
Hemimegalencephaly,https://en.wikipedia.org/wiki/Hemimegalencephaly
Hemiplegia,https://en.wikipedia.org/wiki/Hemiplegia
"Hemiplegic migraine, familial","https://en.wikipedia.org/wiki/Hemiplegic_migraine,_familial"
Hemochromatosis,https://en.wikipedia.org/wiki/Hemochromatosis
Hemochromatosis type 1,https://en.wikipedia.org/wiki/Hemochromatosis_type_1
Hemochromatosis type 2,https://en.wikipedia.org/wiki/Juvenile_hemochromatosis
Hemochromatosis type 3,https://en.wikipedia.org/wiki/Haemochromatosis_type_3
Hemochromatosis type 4,https://en.wikipedia.org/wiki/Hemochromatosis_type_4
Hemoglobin C disease,https://en.wikipedia.org/wiki/Hemoglobin_C_disease
Hemoglobin E disease,https://en.wikipedia.org/wiki/Hemoglobin_E_disease
Hemoglobin SC disease,https://en.wikipedia.org/wiki/Hemoglobin_SC_disease
Hemoglobinopathy,https://en.wikipedia.org/wiki/Hemoglobinopathy
Hemoglobinuria,https://en.wikipedia.org/wiki/Hemoglobinuria
Hemolytic anemia lethal genital anomalies,https://en.wikipedia.org/w/index.php?title=Hemolytic_anemia_lethal_genital_anomalies&action=edit&redlink=1
Hemolytic-uremic syndrome,https://en.wikipedia.org/wiki/Hemolytic-uremic_syndrome
Hemophagocytic lymphohistiocytosis,https://en.wikipedia.org/wiki/Hemophagocytic_lymphohistiocytosis
Hemophagocytic reticulosis,https://en.wikipedia.org/wiki/Hemophagocytic_reticulosis
Hemophilia A,https://en.wikipedia.org/wiki/Hemophilia_A
Hemophilic arthropathy,https://en.wikipedia.org/wiki/Hemophilic_arthropathy
Hemophobia,https://en.wikipedia.org/wiki/Hemophobia
Hemorrhagic fever with renal syndrome,https://en.wikipedia.org/wiki/Hemorrhagic_fever_with_renal_syndrome
Hemorrhoid,https://en.wikipedia.org/wiki/Hemorrhoid
Hemorrhagic proctocolitis,https://en.wikipedia.org/wiki/Hemorrhagic_proctocolitis
Hemorrhagic thrombocythemia,https://en.wikipedia.org/w/index.php?title=Hemorrhagic_thrombocythemia&action=edit&redlink=1
Hemorrhagiparous thrombocytic dystrophy,https://en.wikipedia.org/wiki/Hemorrhagiparous_thrombocytic_dystrophy
Hemosiderosis,https://en.wikipedia.org/wiki/Hemosiderosis
Hemothorax,https://en.wikipedia.org/wiki/Hemothorax
Hennekam–Beemer syndrome,https://en.wikipedia.org/w/index.php?title=Hennekam%E2%80%93Beemer_syndrome&action=edit&redlink=1
Hennekam–Koss–de Geest syndrome,https://en.wikipedia.org/w/index.php?title=Hennekam%E2%80%93Koss%E2%80%93de_Geest_syndrome&action=edit&redlink=1
Hennekam syndrome,https://en.wikipedia.org/wiki/Hennekam_syndrome
Hennekam–Van der Horst syndrome,https://en.wikipedia.org/w/index.php?title=Hennekam%E2%80%93Van_der_Horst_syndrome&action=edit&redlink=1
Henoch–Schönlein purpura,https://en.wikipedia.org/wiki/Henoch%E2%80%93Sch%C3%B6nlein_purpura
Hepadnovirus D,https://en.wikipedia.org/wiki/Hepadnovirus_D
Heparane sulfamidase deficiency,https://en.wikipedia.org/w/index.php?title=Heparane_sulfamidase_deficiency&action=edit&redlink=1
Heparin-induced thrombopenia,https://en.wikipedia.org/wiki/Heparin-induced_thrombopenia
Hepatic cystic hamartoma,https://en.wikipedia.org/w/index.php?title=Hepatic_cystic_hamartoma&action=edit&redlink=1
Hepatic ductular hypoplasia,https://en.wikipedia.org/w/index.php?title=Hepatic_ductular_hypoplasia&action=edit&redlink=1
Hepatic encephalopathy,https://en.wikipedia.org/wiki/Hepatic_encephalopathy
Hepatic fibrosis renal cysts mental retardation,https://en.wikipedia.org/w/index.php?title=Hepatic_fibrosis_renal_cysts_mental_retardation&action=edit&redlink=1
Hepatic fibrosis,https://en.wikipedia.org/wiki/Hepatic_fibrosis
Hepatic venoocclusive disease,https://en.wikipedia.org/wiki/Hepatic_venoocclusive_disease
Hepatic veno-occlusive disease,https://en.wikipedia.org/wiki/Hepatic_veno-occlusive_disease
Hepatitis,https://en.wikipedia.org/wiki/Hepatitis
Hepatitis A,https://en.wikipedia.org/wiki/Hepatitis_A
Hepatitis B,https://en.wikipedia.org/wiki/Hepatitis_B
Hepatitis C,https://en.wikipedia.org/wiki/Hepatitis_C
Hepatitis D,https://en.wikipedia.org/wiki/Hepatitis_D
Hepatitis E,https://en.wikipedia.org/wiki/Hepatitis_E
Hepatoblastoma,https://en.wikipedia.org/wiki/Hepatoblastoma
Hepatocellular carcinoma,https://en.wikipedia.org/wiki/Hepatocellular_carcinoma
Hepatorenal syndrome,https://en.wikipedia.org/wiki/Hepatorenal_syndrome
Hepatorenal tyrosinemia,https://en.wikipedia.org/wiki/Hepatorenal_tyrosinemia
Herpes,https://en.wikipedia.org/wiki/Herpes
Hereditary amyloidosis,https://en.wikipedia.org/wiki/Hereditary_amyloidosis
Hereditary angioedema,https://en.wikipedia.org/wiki/Hereditary_angioedema
Hereditary ataxia,https://en.wikipedia.org/wiki/Hereditary_ataxia
Hereditary carnitine deficiency myopathy,https://en.wikipedia.org/wiki/Hereditary_carnitine_deficiency_myopathy
Hereditary carnitine deficiency syndrome,https://en.wikipedia.org/w/index.php?title=Hereditary_carnitine_deficiency_syndrome&action=edit&redlink=1
Hereditary carnitine deficiency,https://en.wikipedia.org/wiki/Hereditary_carnitine_deficiency
Hereditary ceroid lipofuscinosis,https://en.wikipedia.org/wiki/Hereditary_ceroid_lipofuscinosis
Hereditary coproporphyria,https://en.wikipedia.org/wiki/Hereditary_coproporphyria
Hereditary deafness,https://en.wikipedia.org/wiki/Hereditary_deafness
Hereditary elliptocytosis,https://en.wikipedia.org/wiki/Hereditary_elliptocytosis
Hereditary fibrinogen Aα-Chain amyloidosis,https://en.wikipedia.org/wiki/Dysfibrinogenemia#Pathophysiology#Hereditary_fibrinogen_Aα-Chain_amyloidosis
Hereditary fructose intolerance,https://en.wikipedia.org/wiki/Hereditary_fructose_intolerance
Hereditary hearing disorder,https://en.wikipedia.org/wiki/Hereditary_hearing_disorder
Hereditary hearing loss,https://en.wikipedia.org/wiki/Hereditary_hearing_loss
Hereditary hemochromatosis,https://en.wikipedia.org/wiki/Hereditary_hemochromatosis
Hereditary hemorrhagic telangiectasia,https://en.wikipedia.org/wiki/Hereditary_hemorrhagic_telangiectasia
Hereditary hyperuricemia,https://en.wikipedia.org/wiki/Hereditary_hyperuricemia
Hereditary macrothrombocytopenia,https://en.wikipedia.org/w/index.php?title=Hereditary_macrothrombocytopenia&action=edit&redlink=1
"Hereditary methemoglobinemia, recessive","https://en.wikipedia.org/wiki/Hereditary_methemoglobinemia,_recessive"
Hereditary myopathy with intranuclear filamentous,https://en.wikipedia.org/w/index.php?title=Hereditary_myopathy_with_intranuclear_filamentous&action=edit&redlink=1
Hereditary nodular heterotopia,https://en.wikipedia.org/w/index.php?title=Hereditary_nodular_heterotopia&action=edit&redlink=1
Hereditary non-spherocytic hemolytic anemia,https://en.wikipedia.org/wiki/Hereditary_non-spherocytic_hemolytic_anemia
Hereditary pancreatitis,https://en.wikipedia.org/wiki/Hereditary_pancreatitis
Hereditary paroxysmal cerebral ataxia,https://en.wikipedia.org/w/index.php?title=Hereditary_paroxysmal_cerebral_ataxia&action=edit&redlink=1
Hereditary peripheral nervous disorder,https://en.wikipedia.org/wiki/Hereditary_peripheral_nervous_disorder
Hereditary primary Fanconi disease,https://en.wikipedia.org/wiki/Hereditary_primary_Fanconi_disease
Hereditary resistance to anti-vitamin K,https://en.wikipedia.org/w/index.php?title=Hereditary_resistance_to_anti-vitamin_K&action=edit&redlink=1
Hereditary sensory and autonomic neuropathy 3,https://en.wikipedia.org/wiki/Hereditary_sensory_and_autonomic_neuropathy_3
Hereditary sensory and autonomic neuropathy 4,https://en.wikipedia.org/wiki/Hereditary_sensory_and_autonomic_neuropathy_4
Hereditary sensory neuropathy type I,https://en.wikipedia.org/w/index.php?title=Hereditary_sensory_neuropathy_type_I&action=edit&redlink=1
Hereditary sensory neuropathy type II,https://en.wikipedia.org/w/index.php?title=Hereditary_sensory_neuropathy_type_II&action=edit&redlink=1
Hereditary spastic paraplegia,https://en.wikipedia.org/wiki/Hereditary_spastic_paraplegia
Hereditary spherocytic hemolytic anemia,https://en.wikipedia.org/w/index.php?title=Hereditary_spherocytic_hemolytic_anemia&action=edit&redlink=1
Hereditary spherocytosis,https://en.wikipedia.org/wiki/Hereditary_spherocytosis
Hereditary type 1 neuropathy,https://en.wikipedia.org/w/index.php?title=Hereditary_type_1_neuropathy&action=edit&redlink=1
Hereditary type 2 neuropathy,https://en.wikipedia.org/w/index.php?title=Hereditary_type_2_neuropathy&action=edit&redlink=1
Hermansky–Pudlak syndrome,https://en.wikipedia.org/wiki/Hermansky%E2%80%93Pudlak_syndrome
Hermaphroditism,https://en.wikipedia.org/wiki/Hermaphroditism
Hernandez–Aguire–Negrete syndrome,https://en.wikipedia.org/w/index.php?title=Hernandez%E2%80%93Aguire%E2%80%93Negrete_syndrome&action=edit&redlink=1
Herpangina,https://en.wikipedia.org/wiki/Herpangina
Herpes encephalitis,https://en.wikipedia.org/wiki/Herpes_encephalitis
Herpes simplex disease,https://en.wikipedia.org/wiki/Herpes_simplex_disease
Herpes simplex encephalitis,https://en.wikipedia.org/wiki/Herpes_simplex_encephalitis
Herpes viridae disease,https://en.wikipedia.org/wiki/Herpes_viridae_disease
Herpes virus antenatal infection,https://en.wikipedia.org/wiki/Herpes_virus_antenatal_infection
Herpes zoster oticus,https://en.wikipedia.org/wiki/Herpes_zoster_oticus
Herpes zoster,https://en.wikipedia.org/wiki/Herpes_zoster
Herpesvirus simiae B virus,https://en.wikipedia.org/wiki/Herpesvirus_simiae_B_virus
Herpetic embryopathy,https://en.wikipedia.org/w/index.php?title=Herpetic_embryopathy&action=edit&redlink=1
Herpetic keratitis,https://en.wikipedia.org/wiki/Herpetic_keratitis
Herpetophobia,https://en.wikipedia.org/wiki/Herpetophobia
Herrmann–Opitz arthrogryposis syndrome,https://en.wikipedia.org/w/index.php?title=Herrmann%E2%80%93Opitz_arthrogryposis_syndrome&action=edit&redlink=1
Herrmann–Opitz craniosynostosis,https://en.wikipedia.org/w/index.php?title=Herrmann%E2%80%93Opitz_craniosynostosis&action=edit&redlink=1
Hers' disease,https://en.wikipedia.org/wiki/Hers%27_disease
Hersh–Podruch–Weisskopk syndrome,https://en.wikipedia.org/w/index.php?title=Hersh%E2%80%93Podruch%E2%80%93Weisskopk_syndrome&action=edit&redlink=1
Heterophobia,https://en.wikipedia.org/wiki/Heterophobia
Heterotaxia (generic term),https://en.wikipedia.org/wiki/Heterotaxia_(generic_term)
Heterotaxia autosomal dominant type,https://en.wikipedia.org/w/index.php?title=Heterotaxia_autosomal_dominant_type&action=edit&redlink=1
Heterotaxy with polysplenia or asplenia,https://en.wikipedia.org/w/index.php?title=Heterotaxy_with_polysplenia_or_asplenia&action=edit&redlink=1
"Heterotaxy, visceral, X-linked","https://en.wikipedia.org/w/index.php?title=Heterotaxy,_visceral,_X-linked&action=edit&redlink=1"
Hexosaminidases A and B deficiency,https://en.wikipedia.org/w/index.php?title=Hexosaminidases_A_and_B_deficiency&action=edit&redlink=1
HHH syndrome,https://en.wikipedia.org/wiki/HHH_syndrome
"Hibernian fever, familial","https://en.wikipedia.org/wiki/Hibernian_fever,_familial"
Hiccups,https://en.wikipedia.org/wiki/Hiccups
Hidradenitis suppurativa familial,https://en.wikipedia.org/w/index.php?title=Hidradenitis_suppurativa_familial&action=edit&redlink=1
Hidradenitis suppurativa,https://en.wikipedia.org/wiki/Hidradenitis_suppurativa
Hidrotic ectodermal dysplasia type Christianson Fouris,https://en.wikipedia.org/w/index.php?title=Hidrotic_ectodermal_dysplasia_type_Christianson_Fouris&action=edit&redlink=1
High scapula,https://en.wikipedia.org/wiki/High_scapula
"High-molecular-weight kininogen deficiency, congenital","https://en.wikipedia.org/w/index.php?title=High-molecular-weight_kininogen_deficiency,_congenital&action=edit&redlink=1"
Hillig syndrome,https://en.wikipedia.org/w/index.php?title=Hillig_syndrome&action=edit&redlink=1
Hing–Torack–Dowston syndrome,https://en.wikipedia.org/w/index.php?title=Hing%E2%80%93Torack%E2%80%93Dowston_syndrome&action=edit&redlink=1
Hinson–Pepys disease,https://en.wikipedia.org/w/index.php?title=Hinson%E2%80%93Pepys_disease&action=edit&redlink=1
Hip dislocation,https://en.wikipedia.org/wiki/Hip_dislocation
Hip dysplasia Beukes type,https://en.wikipedia.org/w/index.php?title=Hip_dysplasia_Beukes_type&action=edit&redlink=1
Hip dysplasia (canine),https://en.wikipedia.org/wiki/Hip_dysplasia_(canine)
Hip dysplasia (human),https://en.wikipedia.org/wiki/Hip_dysplasia_(human)
Hip luxation,https://en.wikipedia.org/wiki/Hip_luxation
Hip subluxation,https://en.wikipedia.org/w/index.php?title=Hip_subluxation&action=edit&redlink=1
Hipo syndrome,https://en.wikipedia.org/w/index.php?title=Hipo_syndrome&action=edit&redlink=1
Hirschsprung disease,https://en.wikipedia.org/wiki/Hirschsprung_disease
Hirschsprung disease ganglioneuroblastoma,https://en.wikipedia.org/w/index.php?title=Hirschsprung_disease_ganglioneuroblastoma&action=edit&redlink=1
Hirschsprung disease polydactyly heart disease,https://en.wikipedia.org/w/index.php?title=Hirschsprung_disease_polydactyly_heart_disease&action=edit&redlink=1
Hirschsprung disease type 2,https://en.wikipedia.org/w/index.php?title=Hirschsprung_disease_type_2&action=edit&redlink=1
Hirschsprung disease type 3,https://en.wikipedia.org/w/index.php?title=Hirschsprung_disease_type_3&action=edit&redlink=1
Hirschsprung disease type d brachydactyly,https://en.wikipedia.org/w/index.php?title=Hirschsprung_disease_type_d_brachydactyly&action=edit&redlink=1
Hirschsprung microcephaly cleft palate,https://en.wikipedia.org/w/index.php?title=Hirschsprung_microcephaly_cleft_palate&action=edit&redlink=1
Hirschsprung nail hypoplasia dysmorphism,https://en.wikipedia.org/w/index.php?title=Hirschsprung_nail_hypoplasia_dysmorphism&action=edit&redlink=1
Hirsutism congenital gingival hyperplasia,https://en.wikipedia.org/w/index.php?title=Hirsutism_congenital_gingival_hyperplasia&action=edit&redlink=1
Hirsutism skeletal dysplasia mental retardation,https://en.wikipedia.org/w/index.php?title=Hirsutism_skeletal_dysplasia_mental_retardation&action=edit&redlink=1
His bundle tachycardia,https://en.wikipedia.org/wiki/His_bundle_tachycardia
Histadelia,https://en.wikipedia.org/wiki/Histadelia
Histapenia,https://en.wikipedia.org/wiki/Histapenia
Histidinemia,https://en.wikipedia.org/wiki/Histidinemia
Histidinuria renal tubular defect,https://en.wikipedia.org/w/index.php?title=Histidinuria_renal_tubular_defect&action=edit&redlink=1
Histiocytosis X,https://en.wikipedia.org/wiki/Histiocytosis_X
"Histiocytosis, Non-Langerhans-Cell","https://en.wikipedia.org/wiki/Histiocytosis,_Non-Langerhans-Cell"
Histoplasmosis,https://en.wikipedia.org/wiki/Histoplasmosis
Histrionic personality disorder,https://en.wikipedia.org/wiki/Histrionic_personality_disorder
Hittner–Hirsch–Kreh syndrome,https://en.wikipedia.org/w/index.php?title=Hittner%E2%80%93Hirsch%E2%80%93Kreh_syndrome&action=edit&redlink=1
HIV,https://en.wikipedia.org/wiki/HIV
Hm syndrome,https://en.wikipedia.org/wiki/Hm_syndrome
HMG-CoA lyase deficiency,https://en.wikipedia.org/wiki/HMG-CoA_lyase_deficiency
HMG CoA synthetase deficiency,https://en.wikipedia.org/w/index.php?title=HMG_CoA_synthetase_deficiency&action=edit&redlink=1
Hodgkin lymphoma,https://en.wikipedia.org/wiki/Hodgkin_lymphoma
Hodgkin's disease,https://en.wikipedia.org/wiki/Hodgkin%27s_disease
Hoepffner–Dreyer–Reimers syndrome,https://en.wikipedia.org/w/index.php?title=Hoepffner%E2%80%93Dreyer%E2%80%93Reimers_syndrome&action=edit&redlink=1
Hollow visceral myopathy,https://en.wikipedia.org/w/index.php?title=Hollow_visceral_myopathy&action=edit&redlink=1
Holmes–Benacerraf syndrome,https://en.wikipedia.org/w/index.php?title=Holmes%E2%80%93Benacerraf_syndrome&action=edit&redlink=1
Holmes–Borden syndrome,https://en.wikipedia.org/w/index.php?title=Holmes%E2%80%93Borden_syndrome&action=edit&redlink=1
Holmes–Collins syndrome,https://en.wikipedia.org/w/index.php?title=Holmes%E2%80%93Collins_syndrome&action=edit&redlink=1
Holmes–Gang syndrome,https://en.wikipedia.org/wiki/Holmes%E2%80%93Gang_syndrome
Holoacardius amorphus,https://en.wikipedia.org/w/index.php?title=Holoacardius_amorphus&action=edit&redlink=1
Holocarboxylase synthetase deficiency,https://en.wikipedia.org/wiki/Holocarboxylase_synthetase_deficiency
Holoprosencephaly caudal dysgenesis,https://en.wikipedia.org/w/index.php?title=Holoprosencephaly_caudal_dysgenesis&action=edit&redlink=1
Holoprosencephaly deletion 2p,https://en.wikipedia.org/w/index.php?title=Holoprosencephaly_deletion_2p&action=edit&redlink=1
Holoprosencephaly ectrodactyly cleft lip palate,https://en.wikipedia.org/w/index.php?title=Holoprosencephaly_ectrodactyly_cleft_lip_palate&action=edit&redlink=1
Holoprosencephaly radial heart renal anomalies,https://en.wikipedia.org/w/index.php?title=Holoprosencephaly_radial_heart_renal_anomalies&action=edit&redlink=1
Holoprosencephaly,https://en.wikipedia.org/wiki/Holoprosencephaly
Holt–Oram syndrome,https://en.wikipedia.org/wiki/Holt%E2%80%93Oram_syndrome
Holzgreve–Wagner–Rehder syndrome,https://en.wikipedia.org/w/index.php?title=Holzgreve%E2%80%93Wagner%E2%80%93Rehder_syndrome&action=edit&redlink=1
Homocarnosinase deficiency,https://en.wikipedia.org/w/index.php?title=Homocarnosinase_deficiency&action=edit&redlink=1
Homocarnosinosis,https://en.wikipedia.org/w/index.php?title=Homocarnosinosis&action=edit&redlink=1
Homocystinuria due to cystathionine beta-synthase,https://en.wikipedia.org/wiki/Homocystinuria_due_to_cystathionine_beta-synthase
Homocystinuria due to defect in methylation (cbl g),https://en.wikipedia.org/w/index.php?title=Homocystinuria_due_to_defect_in_methylation_(cbl_g)&action=edit&redlink=1
Homocystinuria due to defect in methylation cbl e,https://en.wikipedia.org/w/index.php?title=Homocystinuria_due_to_defect_in_methylation_cbl_e&action=edit&redlink=1
"Homocystinuria due to defect in methylation, MTHFR deficiency","https://en.wikipedia.org/w/index.php?title=Homocystinuria_due_to_defect_in_methylation,_MTHFR_deficiency&action=edit&redlink=1"
Homocystinuria,https://en.wikipedia.org/wiki/Homocystinuria
Homologous wasting disease,https://en.wikipedia.org/w/index.php?title=Homologous_wasting_disease&action=edit&redlink=1
Homozygous hypobetalipoproteinemia,https://en.wikipedia.org/w/index.php?title=Homozygous_hypobetalipoproteinemia&action=edit&redlink=1
Hoon–Hall syndrome,https://en.wikipedia.org/w/index.php?title=Hoon%E2%80%93Hall_syndrome&action=edit&redlink=1
Hordnes–Engebretsen–Knudtson syndrome,https://en.wikipedia.org/w/index.php?title=Hordnes%E2%80%93Engebretsen%E2%80%93Knudtson_syndrome&action=edit&redlink=1
Horn–Kolb syndrome,https://en.wikipedia.org/wiki/Horn%E2%80%93Kolb_syndrome
Horner's syndrome,https://en.wikipedia.org/wiki/Horner%27s_syndrome
