Name,Wikipedia link (en)
Fairbank disease,https://en.wikipedia.org/wiki/Fairbank_disease
Fallot tetralogy,https://en.wikipedia.org/wiki/Fallot_tetralogy
Familial ALS,https://en.wikipedia.org/w/index.php?title=Familial_ALS&action=edit&redlink=1
Familial ALS with dementia,https://en.wikipedia.org/w/index.php?title=Familial_ALS_with_dementia&action=edit&redlink=1
Familial adenomatous polyposis,https://en.wikipedia.org/wiki/Familial_adenomatous_polyposis
Familial amyloid polyneuropathy,https://en.wikipedia.org/wiki/Familial_amyloid_polyneuropathy
Familial aortic dissection,https://en.wikipedia.org/wiki/Familial_aortic_dissection
Familial band heterotopia,https://en.wikipedia.org/w/index.php?title=Familial_band_heterotopia&action=edit&redlink=1
Familial cold autoinflamatory syndrome (FCAS),https://en.wikipedia.org/wiki/Familial_cold_autoinflamatory_syndrome_(FCAS)
Familial colorectal cancer,https://en.wikipedia.org/wiki/Familial_colorectal_cancer
Familial deafness,https://en.wikipedia.org/wiki/Familial_deafness
Familial dilated cardiomyopathy,https://en.wikipedia.org/wiki/Familial_dilated_cardiomyopathy
Familial dysautonomia,https://en.wikipedia.org/wiki/Familial_dysautonomia
Familial emphysema,https://en.wikipedia.org/wiki/Familial_emphysema
Familial eosinophilia,https://en.wikipedia.org/wiki/Familial_eosinophilia
Familial hyperchylomicronemia,https://en.wikipedia.org/wiki/Familial_hyperchylomicronemia
Familial hyperlipoproteinemia type I,https://en.wikipedia.org/wiki/Familial_hyperlipoproteinemia_type_I
Familial hyperlipoproteinemia type III,https://en.wikipedia.org/wiki/Familial_hyperlipoproteinemia_type_III
Familial hyperlipoproteinemia type IV,https://en.wikipedia.org/wiki/Familial_hyperlipoproteinemia_type_IV
Familial hyperlipoproteinemia,https://en.wikipedia.org/wiki/Familial_hyperlipoproteinemia
Familial hypersensitivity pneumonitis,https://en.wikipedia.org/wiki/Familial_hypersensitivity_pneumonitis
Familial hypertension,https://en.wikipedia.org/wiki/Familial_hypertension
Familial hypopituitarism,https://en.wikipedia.org/wiki/Familial_hypopituitarism
Familial hypothyroidism,https://en.wikipedia.org/w/index.php?title=Familial_hypothyroidism&action=edit&redlink=1
Familial intestinal polyatresia syndrome,https://en.wikipedia.org/wiki/Familial_intestinal_polyatresia_syndrome
Familial Mediterranean fever,https://en.wikipedia.org/wiki/Familial_Mediterranean_fever
Familial multiple lipomatosis,https://en.wikipedia.org/wiki/Familial_multiple_lipomatosis
Familial multiple trichodiscomas,https://en.wikipedia.org/w/index.php?title=Familial_multiple_trichodiscomas&action=edit&redlink=1
Familial myelofibrosis,https://en.wikipedia.org/w/index.php?title=Familial_myelofibrosis&action=edit&redlink=1
Familial nasal acilia,https://en.wikipedia.org/w/index.php?title=Familial_nasal_acilia&action=edit&redlink=1
Familial non-immune hyperthyroidism,https://en.wikipedia.org/w/index.php?title=Familial_non-immune_hyperthyroidism&action=edit&redlink=1
Familial opposable triphalangeal thumbs duplication,https://en.wikipedia.org/wiki/Familial_opposable_triphalangeal_thumbs_duplication
Familial partial epilepsy with variable focus,https://en.wikipedia.org/w/index.php?title=Familial_partial_epilepsy_with_variable_focus&action=edit&redlink=1
Familial periodic paralysis,https://en.wikipedia.org/wiki/Familial_periodic_paralysis
Familial polyposis,https://en.wikipedia.org/wiki/Familial_polyposis
Familial porencephaly,https://en.wikipedia.org/w/index.php?title=Familial_porencephaly&action=edit&redlink=1
Familial supernumerary nipples,https://en.wikipedia.org/w/index.php?title=Familial_supernumerary_nipples&action=edit&redlink=1
Familial symmetric lipomatosis,https://en.wikipedia.org/w/index.php?title=Familial_symmetric_lipomatosis&action=edit&redlink=1
Familial Treacher–Collins syndrome,https://en.wikipedia.org/wiki/Familial_Treacher%E2%80%93Collins_syndrome
Familial veinous malformations,https://en.wikipedia.org/w/index.php?title=Familial_veinous_malformations&action=edit&redlink=1
Familial ventricular tachycardia,https://en.wikipedia.org/wiki/Familial_ventricular_tachycardia
Familial visceral myopathy,https://en.wikipedia.org/w/index.php?title=Familial_visceral_myopathy&action=edit&redlink=1
Familial wilms tumor 2,https://en.wikipedia.org/w/index.php?title=Familial_wilms_tumor_2&action=edit&redlink=1
Fan death,https://en.wikipedia.org/wiki/Fan_death
Fanconi anemia type 1,https://en.wikipedia.org/wiki/Fanconi_anemia_type_1
Fanconi anemia type 2,https://en.wikipedia.org/wiki/Fanconi_anemia_type_2
Fanconi anemia type 3,https://en.wikipedia.org/wiki/Fanconi_anemia_type_3
Fanconi–Bickel syndrome,https://en.wikipedia.org/wiki/Fanconi%E2%80%93Bickel_syndrome
Fanconi ichthyosis dysmorphism,https://en.wikipedia.org/w/index.php?title=Fanconi_ichthyosis_dysmorphism&action=edit&redlink=1
Fanconi like syndrome,https://en.wikipedia.org/w/index.php?title=Fanconi_like_syndrome&action=edit&redlink=1
Fanconi pancytopenia,https://en.wikipedia.org/wiki/Fanconi_pancytopenia
Fanconi syndrome,https://en.wikipedia.org/wiki/Fanconi_syndrome
"Fanconi syndrome, renal, with nephrocalcinosis and renal stones","https://en.wikipedia.org/wiki/Fanconi_syndrome,_renal,_with_nephrocalcinosis_and_renal_stones"
Fanconi anemia,https://en.wikipedia.org/wiki/Fanconi_anemia
Fara–Chlupackova syndrome,https://en.wikipedia.org/w/index.php?title=Fara%E2%80%93Chlupackova_syndrome&action=edit&redlink=1
Farber's disease,https://en.wikipedia.org/wiki/Farber%27s_disease
Farmer's lung,https://en.wikipedia.org/wiki/Farmer%27s_lung
Fas deficiency,https://en.wikipedia.org/w/index.php?title=Fas_deficiency&action=edit&redlink=1
Fascioliasis,https://en.wikipedia.org/wiki/Fascioliasis
Fatal familial insomnia,https://en.wikipedia.org/wiki/Fatal_familial_insomnia
Fatty liver,https://en.wikipedia.org/wiki/Fatty_liver
Faulk–Epstein–Jones syndrome,https://en.wikipedia.org/w/index.php?title=Faulk%E2%80%93Epstein%E2%80%93Jones_syndrome&action=edit&redlink=1
Faye–Petersen–Ward–Carey syndrome,https://en.wikipedia.org/w/index.php?title=Faye%E2%80%93Petersen%E2%80%93Ward%E2%80%93Carey_syndrome&action=edit&redlink=1
Fazio–Londe syndrome,https://en.wikipedia.org/wiki/Fazio%E2%80%93Londe_syndrome
Fealty syndrome,https://en.wikipedia.org/w/index.php?title=Fealty_syndrome&action=edit&redlink=1
Febrile seizure,https://en.wikipedia.org/wiki/Febrile_seizure
Fechtner syndrome,https://en.wikipedia.org/wiki/Fechtner_syndrome
Feigenbaum–Bergeron–Richardson syndrome,https://en.wikipedia.org/w/index.php?title=Feigenbaum%E2%80%93Bergeron%E2%80%93Richardson_syndrome&action=edit&redlink=1
Feigenbaum–Bergeron syndrome,https://en.wikipedia.org/w/index.php?title=Feigenbaum%E2%80%93Bergeron_syndrome&action=edit&redlink=1
Feingold syndrome,https://en.wikipedia.org/wiki/Feingold_syndrome
Felty's syndrome,https://en.wikipedia.org/wiki/Felty%27s_syndrome
Female pseudohermaphrodism Genuardi type,https://en.wikipedia.org/w/index.php?title=Female_pseudohermaphrodism_Genuardi_type&action=edit&redlink=1
Female pseudohermaphroditism,https://en.wikipedia.org/wiki/Female_pseudohermaphroditism
Female sexual arousal disorder,https://en.wikipedia.org/wiki/Female_sexual_arousal_disorder
Femoral facial syndrome,https://en.wikipedia.org/w/index.php?title=Femoral_facial_syndrome&action=edit&redlink=1
Femur bifid with monodactylous ectrodactyly,https://en.wikipedia.org/w/index.php?title=Femur_bifid_with_monodactylous_ectrodactyly&action=edit&redlink=1
Femur fibula ulna syndrome,https://en.wikipedia.org/wiki/Femur_fibula_ulna_syndrome
Fenton–Wilkinson–Toselano syndrome,https://en.wikipedia.org/w/index.php?title=Fenton%E2%80%93Wilkinson%E2%80%93Toselano_syndrome&action=edit&redlink=1
Ferlini–Ragno–Calzolari syndrome,https://en.wikipedia.org/w/index.php?title=Ferlini%E2%80%93Ragno%E2%80%93Calzolari_syndrome&action=edit&redlink=1
Fernhoff–Blackston–Oakley syndrome,https://en.wikipedia.org/w/index.php?title=Fernhoff%E2%80%93Blackston%E2%80%93Oakley_syndrome&action=edit&redlink=1
Ferrocalcinosis cerebro vascular,https://en.wikipedia.org/wiki/Ferrocalcinosis_cerebro_vascular
Fetal acitretin syndrome,https://en.wikipedia.org/w/index.php?title=Fetal_acitretin_syndrome&action=edit&redlink=1
Fetal akinesia syndrome X linked,https://en.wikipedia.org/w/index.php?title=Fetal_akinesia_syndrome_X_linked&action=edit&redlink=1
Fetal alcohol syndrome,https://en.wikipedia.org/wiki/Fetal_alcohol_syndrome
Fetal aminopterin syndrome,https://en.wikipedia.org/w/index.php?title=Fetal_aminopterin_syndrome&action=edit&redlink=1
Fetal and neonatal alloimmune thrombocytopenia,https://en.wikipedia.org/w/index.php?title=Fetal_and_neonatal_alloimmune_thrombocytopenia&action=edit&redlink=1
Fetal antihypertensive drugs syndrome,https://en.wikipedia.org/w/index.php?title=Fetal_antihypertensive_drugs_syndrome&action=edit&redlink=1
Fetal brain disruption sequence,https://en.wikipedia.org/w/index.php?title=Fetal_brain_disruption_sequence&action=edit&redlink=1
Fetal cytomegalovirus syndrome,https://en.wikipedia.org/wiki/Fetal_cytomegalovirus_syndrome
Fetal diethylstilbestrol syndrome,https://en.wikipedia.org/wiki/Fetal_diethylstilbestrol_syndrome
Fetal edema,https://en.wikipedia.org/w/index.php?title=Fetal_edema&action=edit&redlink=1
Fetal enterovirus syndrome,https://en.wikipedia.org/w/index.php?title=Fetal_enterovirus_syndrome&action=edit&redlink=1
Fetal hydantoin syndrome,https://en.wikipedia.org/wiki/Fetal_hydantoin_syndrome
Fetal indomethacin syndrome,https://en.wikipedia.org/w/index.php?title=Fetal_indomethacin_syndrome&action=edit&redlink=1
Fetal iodine syndrome,https://en.wikipedia.org/w/index.php?title=Fetal_iodine_syndrome&action=edit&redlink=1
Fetal left ventricular aneurysm,https://en.wikipedia.org/w/index.php?title=Fetal_left_ventricular_aneurysm&action=edit&redlink=1
Fetal methimazole syndrome,https://en.wikipedia.org/w/index.php?title=Fetal_methimazole_syndrome&action=edit&redlink=1
Fetal methyl mercury syndrome,https://en.wikipedia.org/wiki/Fetal_methyl_mercury_syndrome
Fetal minoxidil syndrome,https://en.wikipedia.org/w/index.php?title=Fetal_minoxidil_syndrome&action=edit&redlink=1
Fetal parainfluenza virus type 3 syndrome,https://en.wikipedia.org/w/index.php?title=Fetal_parainfluenza_virus_type_3_syndrome&action=edit&redlink=1
Fetal parvovirus syndrome,https://en.wikipedia.org/wiki/Fetal_parvovirus_syndrome
Fetal phenothiazine syndrome,https://en.wikipedia.org/w/index.php?title=Fetal_phenothiazine_syndrome&action=edit&redlink=1
Fetal prostaglandin syndrome,https://en.wikipedia.org/w/index.php?title=Fetal_prostaglandin_syndrome&action=edit&redlink=1
Fetal thalidomide syndrome,https://en.wikipedia.org/wiki/Fetal_thalidomide_syndrome
Fetal warfarin syndrome,https://en.wikipedia.org/wiki/Fetal_warfarin_syndrome
FG syndrome,https://en.wikipedia.org/wiki/FG_syndrome
"Fiber type disproportion, congenital","https://en.wikipedia.org/w/index.php?title=Fiber_type_disproportion,_congenital&action=edit&redlink=1"
"Fibrinogen deficiency, congenital","https://en.wikipedia.org/w/index.php?title=Fibrinogen_deficiency,_congenital&action=edit&redlink=1"
Fibrochondrogenesis,https://en.wikipedia.org/wiki/Fibrochondrogenesis
Fibrolipomatosis,https://en.wikipedia.org/wiki/Fibrolipomatosis
Fibroma,https://en.wikipedia.org/wiki/Fibroma
Fibromatosis gingival hypertrichosis,https://en.wikipedia.org/w/index.php?title=Fibromatosis_gingival_hypertrichosis&action=edit&redlink=1
Fibromatosis multiple non ossifying,https://en.wikipedia.org/w/index.php?title=Fibromatosis_multiple_non_ossifying&action=edit&redlink=1
Fibromatosis,https://en.wikipedia.org/wiki/Fibromatosis
Fibromuscular dysplasia of arteries,https://en.wikipedia.org/wiki/Fibromuscular_dysplasia_of_arteries
Fibromuscular dysplasia,https://en.wikipedia.org/wiki/Fibromuscular_dysplasia
Fibromyalgia,https://en.wikipedia.org/wiki/Fibromyalgia
Fibrosarcoma,https://en.wikipedia.org/wiki/Fibrosarcoma
Idiopathic pulmonary fibrosis,https://en.wikipedia.org/wiki/Idiopathic_pulmonary_fibrosis
Fibrosing mediastinitis,https://en.wikipedia.org/wiki/Fibrosing_mediastinitis
Fibrosis,https://en.wikipedia.org/wiki/Fibrosis
Fibrous dysplasia of bone,https://en.wikipedia.org/wiki/Fibrous_dysplasia_of_bone
Fibrous dysplasia,https://en.wikipedia.org/wiki/Fibrous_dysplasia
Fibrodysplasia ossificans progressiva,https://en.wikipedia.org/wiki/Fibrodysplasia_ossificans_progressiva
Fibula aplasia complex brachydactyly,https://en.wikipedia.org/w/index.php?title=Fibula_aplasia_complex_brachydactyly&action=edit&redlink=1
Fibular aplasia ectrodactyly,https://en.wikipedia.org/w/index.php?title=Fibular_aplasia_ectrodactyly&action=edit&redlink=1
Fibular hypoplasia femoral bowing oligodactyly,https://en.wikipedia.org/w/index.php?title=Fibular_hypoplasia_femoral_bowing_oligodactyly&action=edit&redlink=1
Fibular hypoplasia scapulo pelvic dysplasia absent,https://en.wikipedia.org/w/index.php?title=Fibular_hypoplasia_scapulo_pelvic_dysplasia_absent&action=edit&redlink=1
Fifth disease,https://en.wikipedia.org/wiki/Fifth_disease
Filariasis,https://en.wikipedia.org/wiki/Filariasis
Filippi syndrome,https://en.wikipedia.org/wiki/Filippi_syndrome
Fine–Lubinsky syndrome,https://en.wikipedia.org/w/index.php?title=Fine%E2%80%93Lubinsky_syndrome&action=edit&redlink=1
Fingerprints absence syndactyly milia,https://en.wikipedia.org/w/index.php?title=Fingerprints_absence_syndactyly_milia&action=edit&redlink=1
Finnish lethal neonatal metabolic syndrome,https://en.wikipedia.org/w/index.php?title=Finnish_lethal_neonatal_metabolic_syndrome&action=edit&redlink=1
Finnish type amyloidosis,https://en.wikipedia.org/wiki/Finnish_type_amyloidosis
Finucane–Kurtz–Scott syndrome,https://en.wikipedia.org/w/index.php?title=Finucane%E2%80%93Kurtz%E2%80%93Scott_syndrome&action=edit&redlink=1
Fish poisoning,https://en.wikipedia.org/w/index.php?title=Fish_poisoning&action=edit&redlink=1
Fish-eye disease,https://en.wikipedia.org/wiki/Fish-eye_disease
Fissured tongue,https://en.wikipedia.org/wiki/Fissured_tongue
Fistulous vegetative verrucous hydradenoma,https://en.wikipedia.org/w/index.php?title=Fistulous_vegetative_verrucous_hydradenoma&action=edit&redlink=1
Fitz-Hugh–Curtis syndrome,https://en.wikipedia.org/wiki/Fitz-Hugh%E2%80%93Curtis_syndrome
Fitzsimmons–Walson–Mellor syndrome,https://en.wikipedia.org/w/index.php?title=Fitzsimmons%E2%80%93Walson%E2%80%93Mellor_syndrome&action=edit&redlink=1
Fitzsimmons–Guilbert syndrome,https://en.wikipedia.org/wiki/Fitzsimmons%E2%80%93Guilbert_syndrome
Fitzsimmons–McLachlan–Gilbert syndrome,https://en.wikipedia.org/w/index.php?title=Fitzsimmons%E2%80%93McLachlan%E2%80%93Gilbert_syndrome&action=edit&redlink=1
Flavimonas oryzihabitans,https://en.wikipedia.org/wiki/Flavimonas_oryzihabitans
Flesh eating bacteria,https://en.wikipedia.org/wiki/Flesh_eating_bacteria
Floaters,https://en.wikipedia.org/wiki/Floaters
Floating limb syndrome,https://en.wikipedia.org/w/index.php?title=Floating_limb_syndrome&action=edit&redlink=1
Floating-Harbor syndrome,https://en.wikipedia.org/wiki/Floating-Harbor_syndrome
Florid cystic endosalpingiosis of the uterus,https://en.wikipedia.org/wiki/Florid_cystic_endosalpingiosis_of_the_uterus
Flotch syndrome,https://en.wikipedia.org/w/index.php?title=Flotch_syndrome&action=edit&redlink=1
Fluorosis,https://en.wikipedia.org/wiki/Fluorosis_(disambiguation)
Flynn–Aird syndrome,https://en.wikipedia.org/wiki/Flynn%E2%80%93Aird_syndrome
Focal agyria pachygyria,https://en.wikipedia.org/w/index.php?title=Focal_agyria_pachygyria&action=edit&redlink=1
Focal alopecia congenital megalencephaly,https://en.wikipedia.org/w/index.php?title=Focal_alopecia_congenital_megalencephaly&action=edit&redlink=1
Focal dermal hypoplasia,https://en.wikipedia.org/wiki/Focal_dermal_hypoplasia
Focal dystonia,https://en.wikipedia.org/wiki/Focal_dystonia
Focal facial dermal dysplasia,https://en.wikipedia.org/wiki/Focal_facial_dermal_dysplasia
Focal or multifocal malformations in neuronal migration,https://en.wikipedia.org/w/index.php?title=Focal_or_multifocal_malformations_in_neuronal_migration&action=edit&redlink=1
Foix–Chavany–Marie syndrome,https://en.wikipedia.org/wiki/Foix%E2%80%93Chavany%E2%80%93Marie_syndrome
Foix–Alajouanine syndrome,https://en.wikipedia.org/wiki/Foix%E2%80%93Alajouanine_syndrome
Follicular atrophoderma-basal cell carcinoma,https://en.wikipedia.org/w/index.php?title=Follicular_atrophoderma-basal_cell_carcinoma&action=edit&redlink=1
Follicular dendritic cell tumor,https://en.wikipedia.org/w/index.php?title=Follicular_dendritic_cell_tumor&action=edit&redlink=1
Follicular hamartoma alopecia cystic fibrosis,https://en.wikipedia.org/w/index.php?title=Follicular_hamartoma_alopecia_cystic_fibrosis&action=edit&redlink=1
Follicular ichthyosis,https://en.wikipedia.org/wiki/Follicular_ichthyosis
Follicular lymphoma,https://en.wikipedia.org/wiki/Follicular_lymphoma
Follicular lymphoreticuloma,https://en.wikipedia.org/w/index.php?title=Follicular_lymphoreticuloma&action=edit&redlink=1
Fontaine–Farriaux–Blanckaert syndrome,https://en.wikipedia.org/w/index.php?title=Fontaine%E2%80%93Farriaux%E2%80%93Blanckaert_syndrome&action=edit&redlink=1
Forbes–Albright syndrome,https://en.wikipedia.org/wiki/Forbes%E2%80%93Albright_syndrome
Forbes disease,https://en.wikipedia.org/wiki/Forbes_disease
Foreign accent syndrome,https://en.wikipedia.org/wiki/Foreign_accent_syndrome
Forestier's disease,https://en.wikipedia.org/wiki/Forestier%27s_disease
Formaldehyde poisoning,https://en.wikipedia.org/wiki/Formaldehyde_poisoning
Forney–Robinson–Pascoe syndrome,https://en.wikipedia.org/w/index.php?title=Forney%E2%80%93Robinson%E2%80%93Pascoe_syndrome&action=edit&redlink=1
Fountain syndrome,https://en.wikipedia.org/wiki/Fountain_syndrome
Fournier gangrene,https://en.wikipedia.org/wiki/Fournier_gangrene
Fowler–Christmas–Chapele syndrome,https://en.wikipedia.org/w/index.php?title=Fowler%E2%80%93Christmas%E2%80%93Chapele_syndrome&action=edit&redlink=1
Fowler's syndrome,https://en.wikipedia.org/wiki/Fowler%27s_syndrome
Fox–Fordyce disease,https://en.wikipedia.org/wiki/Fox%E2%80%93Fordyce_disease
Fragile X syndrome,https://en.wikipedia.org/wiki/Fragile_X_syndrome
Fragile X syndrome type 1,https://en.wikipedia.org/wiki/Fragile_X_syndrome_type_1
Fragile X syndrome type 2,https://en.wikipedia.org/wiki/Fragile_X_syndrome_type_2
Fragile X syndrome type 3,https://en.wikipedia.org/wiki/Fragile_X_syndrome_type_3
Fragoso–Cid–Garcia–Hernandez syndrome,https://en.wikipedia.org/w/index.php?title=Fragoso%E2%80%93Cid%E2%80%93Garcia%E2%80%93Hernandez_syndrome&action=edit&redlink=1
Franceschetti–Klein syndrome,https://en.wikipedia.org/wiki/Franceschetti%E2%80%93Klein_syndrome
Francheschini–Vardeu–Guala syndrome,https://en.wikipedia.org/w/index.php?title=Francheschini%E2%80%93Vardeu%E2%80%93Guala_syndrome&action=edit&redlink=1
Francois dyscephalic syndrome,https://en.wikipedia.org/wiki/Francois_dyscephalic_syndrome
Franek–Bocker–Kahlen syndrome,https://en.wikipedia.org/w/index.php?title=Franek%E2%80%93Bocker%E2%80%93Kahlen_syndrome&action=edit&redlink=1
Fraser–Jequier–Chen syndrome,https://en.wikipedia.org/w/index.php?title=Fraser%E2%80%93Jequier%E2%80%93Chen_syndrome&action=edit&redlink=1
Fraser-like syndrome,https://en.wikipedia.org/w/index.php?title=Fraser-like_syndrome&action=edit&redlink=1
Fraser syndrome,https://en.wikipedia.org/wiki/Fraser_syndrome
Frasier syndrome,https://en.wikipedia.org/wiki/Frasier_syndrome
FRAXA syndrome,https://en.wikipedia.org/wiki/FRAXA_syndrome
FRAXD,https://en.wikipedia.org/wiki/FRAXD
FRAXE syndrome,https://en.wikipedia.org/w/index.php?title=FRAXE_syndrome&action=edit&redlink=1
Free sialic acid storage disease,https://en.wikipedia.org/wiki/Free_sialic_acid_storage_disease
Freeman–Sheldon syndrome,https://en.wikipedia.org/wiki/Freeman%E2%80%93Sheldon_syndrome
Freiberg's disease,https://en.wikipedia.org/wiki/Freiberg%27s_disease
Freire–Maia odontotrichomelic syndrome,https://en.wikipedia.org/w/index.php?title=Freire%E2%80%93Maia_odontotrichomelic_syndrome&action=edit&redlink=1
Freire–Maia–Pinheiro–Opitz syndrome,https://en.wikipedia.org/w/index.php?title=Freire%E2%80%93Maia%E2%80%93Pinheiro%E2%80%93Opitz_syndrome&action=edit&redlink=1
Frenkel–Russe syndrome,https://en.wikipedia.org/w/index.php?title=Frenkel%E2%80%93Russe_syndrome&action=edit&redlink=1
Frey's syndrome,https://en.wikipedia.org/wiki/Frey%27s_syndrome
Frias syndrome,https://en.wikipedia.org/w/index.php?title=Frias_syndrome&action=edit&redlink=1
Fried–Goldberg–Mundel syndrome,https://en.wikipedia.org/w/index.php?title=Fried%E2%80%93Goldberg%E2%80%93Mundel_syndrome&action=edit&redlink=1
Friedel–Heid–Grosshans syndrome,https://en.wikipedia.org/w/index.php?title=Friedel%E2%80%93Heid%E2%80%93Grosshans_syndrome&action=edit&redlink=1
Friedman–Goodman syndrome,https://en.wikipedia.org/w/index.php?title=Friedman%E2%80%93Goodman_syndrome&action=edit&redlink=1
Friedreich ataxia congenital glaucoma,https://en.wikipedia.org/w/index.php?title=Friedreich_ataxia_congenital_glaucoma&action=edit&redlink=1
Friedreich's ataxia,https://en.wikipedia.org/wiki/Friedreich%27s_ataxia
Froelich's syndrome,https://en.wikipedia.org/wiki/Froelich%27s_syndrome
Frölich's syndrome,https://en.wikipedia.org/wiki/Fr%C3%B6lich%27s_syndrome
Fronto nasal malformation cloacal exstrophy,https://en.wikipedia.org/w/index.php?title=Fronto_nasal_malformation_cloacal_exstrophy&action=edit&redlink=1
Frontofacionasal dysplasia type Al gazali,https://en.wikipedia.org/w/index.php?title=Frontofacionasal_dysplasia_type_Al_gazali&action=edit&redlink=1
Fronto-facio-nasal dysplasia,https://en.wikipedia.org/w/index.php?title=Fronto-facio-nasal_dysplasia&action=edit&redlink=1
Frontometaphyseal dysplasia,https://en.wikipedia.org/w/index.php?title=Frontometaphyseal_dysplasia&action=edit&redlink=1
Frontonasal dysplasia acromelic,https://en.wikipedia.org/w/index.php?title=Frontonasal_dysplasia_acromelic&action=edit&redlink=1
Frontonasal dysplasia Klippel–Feil syndrome,https://en.wikipedia.org/wiki/Frontonasal_dysplasia_Klippel%E2%80%93Feil_syndrome
Frontonasal dysplasia phocomelic upper limbs,https://en.wikipedia.org/w/index.php?title=Frontonasal_dysplasia_phocomelic_upper_limbs&action=edit&redlink=1
Frontonasal dysplasia,https://en.wikipedia.org/wiki/Frontonasal_dysplasia
Frontotemporal dementia,https://en.wikipedia.org/wiki/Frontotemporal_dementia
Froster–Huch syndrome,https://en.wikipedia.org/w/index.php?title=Froster%E2%80%93Huch_syndrome&action=edit&redlink=1
Froster–Iskenius–Waterson syndrome,https://en.wikipedia.org/w/index.php?title=Froster%E2%80%93Iskenius%E2%80%93Waterson_syndrome&action=edit&redlink=1
Fructose intolerance,https://en.wikipedia.org/wiki/Hereditary_fructose_intolerance
"Fructose-1,6-bisphosphatase deficiency","https://en.wikipedia.org/wiki/Fructose-1,6-bisphosphatase_deficiency"
"Fructose-1-phosphate aldolase deficiency, heredita","https://en.wikipedia.org/wiki/Fructose-1-phosphate_aldolase_deficiency,_heredita"
"Fructosemia, hereditary","https://en.wikipedia.org/wiki/Fructosemia,_hereditary"
Fructosuria,https://en.wikipedia.org/wiki/Fructosuria
Frydman–Cohen–Ashenazi syndrome,https://en.wikipedia.org/w/index.php?title=Frydman%E2%80%93Cohen%E2%80%93Ashenazi_syndrome&action=edit&redlink=1
Frydman–Cohen–Karmon syndrome,https://en.wikipedia.org/w/index.php?title=Frydman%E2%80%93Cohen%E2%80%93Karmon_syndrome&action=edit&redlink=1
Fryer syndrome,https://en.wikipedia.org/w/index.php?title=Fryer_syndrome&action=edit&redlink=1
Fryns–Fabry–Remans syndrome,https://en.wikipedia.org/w/index.php?title=Fryns%E2%80%93Fabry%E2%80%93Remans_syndrome&action=edit&redlink=1
Fryns–Hofkens–Fabry syndrome,https://en.wikipedia.org/w/index.php?title=Fryns%E2%80%93Hofkens%E2%80%93Fabry_syndrome&action=edit&redlink=1
